stock,89年1-6月,稅後純益,89年1-6月,增(減)(%),期末股本,稅後純益,89年1-6月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,89年1-6月,增(減)(%),營業利益,89年1-6月,營業外
9925,135562,209319,351044,-40.37,3115687,0.67,1.34,13.0659,68.7799,0.47,0.39,9925,新保,1289687,1273754,1.25,301845,279482,-17526
9926,38490,73488,114530,-35.84,1138000,0.65,1.08,12.4878,63.821,1.9,1.45,9926,新海,675133,674904,0.03,95820,104040,5668
9927,4946,111818,28683,289.84,1073606,1.04,0.31,13.053,87.6611,5.25,2.71,9927,泰銘,920726,911800,0.98,118147,33053,22127
9928,161556,42223,367966,-88.53,3670719,0.12,1.06,14.106,48.6864,0.91,0.54,9928,中視,1557099,2191936,-28.96,32243,258571,22589
9929,-1382,54157,60605,-10.64,1151274,0.47,0.59,12.237,36.7843,0.88,0.39,9929,秋雨印刷,789566,695618,13.51,67633,80458,-13928
9930,1125,98081,87928,11.55,1863204,0.53,0.77,12.2557,63.0137,1.05,0.89,9930,中聯資,930339,715293,30.06,105204,115618,14091
9931,1479,33167,47244,-29.8,946764,0.35,0.51,12.23,48.5169,0.53,0.32,9931,欣高,318436,321387,-0.92,55074,60784,-9917
9932,-172960,-217502,-203013,7.14,1205609,-1.8,-1.69,34.8644,48.2792,1.14,0.12,9932,順大裕,309883,1835334,-83.12,51223,-25579,-266022
9933,435806,327525,606140,-45.97,5476000,0.6,1.27,12.6935,55.8758,1.21,0.66,9933,中鼎,4937694,5024907,-1.74,338373,309330,72104
9934,15270,159732,91668,74.25,678881,2.35,1.68,13.938,71.9552,1.88,1.39,9934,成霖,1405119,918391,53,190936,103300,25531
9935,-12430,12737,29992,-57.53,787500,0.16,0.4,11.6634,56.0094,1.49,0.68,9935,慶豐富,1092696,952474,14.72,51383,49373,-24102
9936,91936,15814,100221,-84.22,1627320,0.1,0.61,24.0849,69.7207,1.37,0.65,9936,欣錩,2578440,2435100,5.89,-6951,39195,23403
9937,28719,102829,118071,-12.91,2655222,0.39,0.5,11.7504,55.5231,0.22,0.11,9937,全國,3919019,3361864,16.57,76368,115764,46315
9938,98208,92554,136580,-32.23,902450,1.03,1.75,13.8466,65.1154,1.16,0.64,9938,百和,683634,759263,-9.96,55621,80328,65350
9939,-15798,88506,121932,-27.41,887344,1,1.55,13.7635,52.1961,1.06,0.59,9939,宏全,689615,665701,3.59,114690,140073,-5638
