stock,90年1-3月,稅後純益,90年1-3月,增減,期末股本,稅後純益,90年1-3月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,90年1-3月,增減,營業利益,90年1-3月,營業外
1228,15010,-17219,7304,,648700,-0.27,0.07,5.3183,32.6378,0.82,0.37,1228,臺芳,230112,194604,18.25,-20332,-7706,3113
1229,61578,49990,62588,-20.13,6612928,0.08,0.1,14.1203,75.5123,1.43,0.93,1229,聯華,434064,345913,25.48,5336,4011,40229
1231,4016,68042,49373,37.81,1154190,0.59,0.44,15.1296,60.5454,1.77,0.79,1231,聯華食,764470,441467,73.17,70865,58466,15530
1232,-15,88472,88457,0.02,1509197,0.59,0.59,13.9793,61.013,1.33,0.55,1232,大統益,1521397,1482911,2.6,111523,110848,-620
1233,6422,37801,33960,11.31,829045,0.46,0.42,11.6393,75.7657,2.52,1.58,1233,天仁,331170,302904,9.33,45358,37034,2458
1234,17768,71904,43412,65.63,5358281,0.13,0.08,14.5652,66.0969,2.17,1.8,1234,黑松,764613,812157,-5.85,73495,38344,33059
1235,24582,19400,38079,-49.05,373368,0.52,1.02,15.4633,70.2797,4.02,3.3,1235,興泰,234565,269555,-12.98,12039,19663,10531
1236,-3192,29893,32541,-8.14,612839,0.49,0.53,12.7431,57.9579,0.93,0.64,1236,宏亞,357128,309039,15.56,37010,41455,-1721
13,-246946,7057177,3990693,76.84,167696782,0.42,0.25,18.0163298542008,53.7356355182186,1.41257853581142,0.727610465775159,13,塑膠類,57261123,56936194,0.57,3158094,2528224,3843838
1301,584729,2473417,2682586,-7.8,42380687,0.58,0.7,21.8255,56.5765,2.14,0.8,1301,臺塑,15225047,14315204,6.36,1018571,920213,1534684
1303,-60338,4716983,2508191,88.06,58079248,0.81,0.48,23.0044,54.7707,1.4,0.71,1303,南亞,23520388,24014304,-2.06,1601865,1977429,2782595
1304,151532,100210,70305,42.54,7714032,0.13,0.09,12.2503,67.4858,4.08,1.62,1304,臺聚,1195966,1236717,-3.3,16578,-65785,86197
1305,-146050,66387,-179865,,4248035,0.16,-0.42,9.897,46.8727,1.59,0.96,1305,華夏,1485029,1574846,-5.7,3648,-33815,68464
1306,-5554,15431,17453,-11.59,483840,0.32,0.4,14.5572,40.3143,1.28,0.68,1306,合發,345536,348997,-0.99,9030,31366,205
1307,-46927,42839,32836,30.46,2069490,0.21,0.16,13.2527,63.0416,2.33,1.62,1307,三芳,971898,968733,0.33,72947,89398,-3824
1308,31403,118879,14700,708.7,2279277,0.52,0.06,15.7814,80.2346,2.21,1.64,1308,亞聚,617776,591012,4.53,54680,-18948,78343
1309,-15187,51225,-20758,,2626219,0.2,-0.08,14.2587,71.727,1.84,1.21,1309,臺達化,1195036,904166,32.17,-19682,-14550,76725
1310,16915,310985,16920,+++++,4851510,0.64,0.04,10.679,60.5965,0.92,0.57,1310,台苯,1718129,1312620,30.89,316349,-44702,68267
1311,-17396,93004,1776,+++++,2521412,0.37,<<<<<,15.4169,77.8606,2.93,1.95,1311,福聚,1884972,1648158,14.37,121993,19672,5611
1312,-385318,-489652,-378723,,6598242,-0.74,-0.59,8.417,36.2662,0.74,0.43,1312,國喬,1971508,1940451,1.6,187780,-4151,-677432
1313,-18394,200603,-17109,,7017370,0.29,-0.03,12.8369,69.4814,1.84,1.03,1313,聯成,768592,825718,-6.92,26006,-14315,212177
1314,-291143,-859341,-731977,,14828689,-0.58,-0.49,9.5633,27.7791,0.52,0.3,1314,中石化,2842459,3495218,-18.68,-429437,-441417,-438525
1315,-2818,24599,32620,-24.59,2415227,0.1,0.14,13.5781,67.3225,2.36,1.76,1315,達新,602435,692075,-12.95,22871,43676,4472
1316,-7254,-1521,-123136,,1403322,-0.01,-0.88,5.725,54.1607,0.51,0.25,1316,上曜,167583,181394,-7.61,-24445,-17535,23362
1319,-51046,145368,35926,304.63,3883230,0.37,0.09,10.9802,49.3728,1.03,0.81,1319,東陽,1260109,1409050,-10.57,155747,102458,6335
1321,-3390,17685,-7787,,2080845,0.08,-0.04,12.1196,59.7107,1.54,0.67,1321,大洋,977637,967981,1,16309,-8865,-356
1323,1371,8586,6116,40.39,693933,0.12,0.09,12.5102,72.2686,3.13,2.27,1323,永裕,209169,204112,2.48,2341,6687,6541
1324,5479,15071,15751,-4.32,625774,0.24,0.3,15.0947,70.1871,2.63,2.28,1324,地球,231040,214428,7.75,3204,-2990,3997
1325,12440,6419,14868,-56.83,896400,0.07,0.18,12.1281,77.0223,1.87,1.28,1325,恒大,70814,91010,-22.19,1739,4398,6000
14,-541208,344980,351681,-1.91,300368908,0.01,0.01,11.4191436884673,48.4553328941792,0.998256616175267,0.362319368534744,14,紡織纖維類,72328988,75120717,-3.72,1133745,969608,-18706
1402,380347,735718,201538,265.05,32035233,0.23,0.07,15.9482,50.9089,0.91,0.45,1402,遠紡,7344283,8139257,-9.77,5226,-178809,730492
1407,-511401,-597631,-598753,,24345602,-0.25,-0.25,2.3608,15.0848,0.28,0.05,1407,華隆,3494746,5472786,-36.14,-199433,-97624,-461595
1408,-295756,-390783,-419322,,9084506,-0.43,-0.46,5.5458,24.3879,0.49,0.14,1408,中紡,2188384,2380300,-8.06,-148019,-123566,-242764
1409,-105655,139532,-163628,,13253409,0.11,-0.12,8.4158,46.9163,0.75,0.44,1409,新纖,3741101,3032944,23.35,65767,-81030,64034
1410,-14830,-14902,-20846,,900000,-0.17,-0.23,10.5092,84.2502,2.23,1.84,1410,南染,80825,109456,-26.16,-11068,-11228,-5974
1413,-18618,-38873,-53320,,2836457,-0.14,-0.19,7.7934,52.2758,0.69,0.33,1413,宏洲,820642,841148,-2.44,-14310,-40294,-15289
1414,2763,-20224,-74274,,3515775,-0.06,-0.21,5.5072,30.0509,0.41,0.26,1414,東和,798035,835990,-4.54,-13099,-69524,-2730
1416,57894,-23041,21504,,5497834,-0.04,0.04,9.2586,47.4236,0.91,0.42,1416,廣豐,765444,783066,-2.25,-25510,-45564,-2059
1417,37443,6966,22712,-69.33,4157493,0.02,0.05,10.6919,69.8852,1.22,0.8,1417,嘉裕,328135,389144,-15.68,-7403,-14731,14369
1418,16131,-2972,-130268,,2638553,-0.01,-0.49,10.4719,57.9968,1.23,0.8,1418,東華,432620,520561,-16.89,-51270,-155308,36254
1419,14593,222903,9587,+++++,2904000,0.77,0.03,11.8188,47.1162,0.5,0.41,1419,新紡,132022,194500,-32.12,-8553,-5806,230644
1420,1052724,101289,1132662,,7880511,0.13,1.44,7.7245,32.1367,0.73,0.21,1420,潤泰,2008300,2400658,-16.34,25817,108376,103942
1422,-45220,-74075,-62265,,1800000,-0.41,-0.35,2.7074,11.3462,0.94,0.11,1422,民興,71450,96202,-25.73,-10970,-17033,-63099
1423,2922,32585,21219,53.57,1793000,0.18,0.12,13.0945,77.1538,6.02,1.82,1423,利華,682310,556912,22.52,47052,24803,3720
1432,6629,-30118,6273,,2077654,-0.14,0.03,4.8154,20.9774,0.8,0.13,1432,大魯閣,230242,391760,-41.23,-41034,-356,10916
1433,-605132,842032,323208,160.52,39439172,0.21,0.09,22.7916,50.4027,2.09,0.65,1433,臺化,17543756,16420444,6.84,775910,928340,116909
1434,-120952,780767,287194,171.86,14819801,0.53,0.21,13.5909,61.9942,1.66,0.91,1434,褔懋,4101968,3718523,10.31,338368,432878,606815
1435,17703,-329,-15225,,1397801,(<<<<<),-0.11,7.9071,64.0089,0.99,0.47,1435,中褔,179535,85148,110.85,-7820,-38915,5389
1436,34550,-28059,-8592,,3000000,-0.09,-0.03,11.4503,65.175,2.23,0.14,1436,褔益,9875,19426,-49.17,-27707,-43142,-352
1437,14841,-8477,-18744,,1572008,-0.05,-0.12,12.717,63.0486,1.19,0.63,1437,勤益,193927,145678,33.12,-5109,-43721,-5692
1438,14314,10074,-25263,,1024115,0.1,-0.25,3.8897,23.9686,0.5,0.19,1438,裕豐,228906,139318,64.3,19831,-39577,-9757
1439,23670,14129,39953,-64.64,1085400,0.13,0.37,12.9843,59.4153,2.37,1.31,1439,中和,336132,339385,-0.96,-6165,22362,22656
1440,92821,128043,24386,425.07,15013380,0.09,0.02,12.0098,60.9121,1.6,0.47,1440,南紡,2449360,2368050,3.43,25754,-67969,103280
1441,-1222,-46111,-42600,,1625006,-0.28,-0.26,8.8648,43.3742,0.83,0.22,1441,大東,408234,473313,-13.75,-39081,-39678,-6930
1442,-5463,-8881,-8327,,995790,-0.09,-0.04,10.8088,55.3604,1.59,0.25,1442,名軒開發,71129,134975,-47.3,-5249,-2870,-3632
1443,5190,-74583,-26715,,3010900,-0.25,-0.09,10.1346,66.1321,1.08,0.18,1443,立益,163989,144883,13.19,-19701,-18896,-54882
1444,-48995,43530,-29682,,7314000,0.06,-0.04,10.0356,64.5238,0.74,0.39,1444,力麗,1259623,1413465,-10.88,36862,19313,16668
1445,-10612,1678,-4374,,1710010,<<<<<,-0.02,12.1059,61.649,1.7,0.99,1445,大宇,472561,572804,-17.5,5304,11513,-3708
1446,50832,28392,3241,776.03,3338158,0.09,<<<<<,10.2144,59.7764,0.85,0.3,1446,宏和,913446,1110667,-17.76,5219,-47591,23350
1447,-81059,14945,16789,-10.98,5706875,0.03,0.03,11.2592,55.226,1.07,0.49,1447,力鵬,1934695,2213405,-12.59,31937,61848,-16992
1449,-41245,-35303,19568,,6668541,-0.05,0.03,7.4218,46.4063,0.8,0.2,1449,佳和,921689,1044852,-11.79,1168,62908,-45801
1450,-21700,-116945,-56568,,2740073,-0.43,-0.2,10.0915,48.0646,0.31,0.18,1450,新藝,194102,456323,-57.46,-45538,-34868,-71407
1451,127510,574138,363647,57.88,5983691,0.96,0.73,16.4425,82.8448,2.13,1.41,1451,年興,1504960,1587698,-5.21,349364,304457,309360
1452,92739,52171,90022,-42.05,1892900,0.28,0.48,9.7741,77.9562,1.56,1.15,1452,宏益,409000,450090,-9.13,12150,17444,37426
1453,56422,7485,39071,-80.84,1493884,0.05,0.26,7.9738,47.9779,1.12,0.38,1453,大將,560683,315676,77.61,-8177,-19490,16733
1454,-54967,-877,-36301,,1425240,(<<<<<),-0.24,11.9962,62.7066,1.19,0.59,1454,台富,522792,616350,-15.18,2601,25328,2022
1455,24836,134488,65642,104.88,4060224,0.33,0.16,12.7081,67.988,0.75,0.49,1455,集盛,1563067,1125930,38.82,72063,40806,62425
1456,-45278,-87095,-99839,,3872831,-0.22,-0.26,5.4889,30.0522,0.73,0.3,1456,怡華,797937,816301,-2.25,-51317,-45939,-29739
1457,15397,1553,36920,-95.79,3723200,<<<<<,0.1,10.9091,51.0987,0.69,0.41,1457,宜進,824049,822258,0.22,18945,24772,-15392
1458,-57429,-80543,-58904,,5650000,-0.14,-0.1,2.9744,25.2591,0.28,0.11,1458,嘉畜,1273431,795083,60.16,-45408,-1475,-35135
1459,-3361,63809,21553,196.06,3357096,0.19,0.06,11.8025,65.6038,0.5,0.31,1459,聯發,649132,589427,10.13,39636,30661,745
1460,47568,32080,98881,-67.56,4534645,0.07,0.2,13.0245,64.8463,1.47,0.36,1460,宏遠,1147814,1424019,-19.4,8164,57451,25133
1462,-627638,-2187978,-730848,,22224139,-0.98,-0.33,5.5894,29.327,1.26,0.08,1462,東雲,2422399,2712496,-10.69,-148006,-182926,-1596007
1463,3305,-34042,-4065,,2013167,-0.17,-0.02,10.1789,85.7318,1.83,0.96,1463,強盛,218044,288577,-24.44,-33590,-10738,-452
1464,-23891,81041,24553,230.07,2396194,0.34,0.1,6.7922,52.1245,3.2,1.45,1464,得力,625055,618656,1.03,65911,51056,28832
1465,3034,29321,31190,-5.99,1073609,0.27,0.29,15.0157,75.7262,3.52,2.61,1465,偉全,432589,499705,-13.43,32250,36457,4835
1466,-31581,-37507,-101881,,1150303,-0.33,-0.6,5.8982,24.8637,0.29,0.14,1466,聚隆,401347,508734,-21.11,-10397,-68167,-26161
1467,8161,-9668,18335,,987360,-0.1,0.19,13.246,45.2831,0.71,0.45,1467,南緯,472812,424018,11.51,22493,8894,-30202
1468,-882,-11962,21464,,1604052,-0.07,0.14,12.2925,71.6706,1.95,1.03,1468,昶和,197351,311016,-36.55,-22609,19764,4979
1469,10171,34461,17822,93.36,1246000,0.28,0.16,16.509,73.1,1.13,0.42,1469,理隆,141720,211878,-33.11,-2796,8135,35980
1470,739,1363,-3792,,857670,0.02,-0.04,9.5753,72.8327,1.05,0.74,1470,大統染,183514,173630,5.69,-297,-4531,7975
1471,-16636,804,2469,-67.44,1171280,<<<<<,0.02,10.4774,57.6639,1.03,0.67,1471,首利,407300,635624,-35.92,-15292,19705,13096
1472,3457,20634,893,+++++,690000,0.3,0.01,14.34,75.5091,2.45,1.21,1472,三洋纖,241236,237667,1.5,1012,-5149,21822
1473,69483,154163,143901,7.13,1160902,1.33,1.52,25.5714,72.1802,1.64,1.18,1473,台南,1209501,1217947,-0.69,69025,118143,107345
1474,-2539,35381,24094,46.85,730635,0.48,0.4,13.2527,51.0969,1.67,1.02,1474,弘裕,817772,713431,14.63,54271,35418,-1003
1475,-25942,-31341,-6849,,976721,-0.32,-0.07,8.4599,39.5527,0.93,0.14,1475,本盟,181641,370715,-51,-6902,14833,-24429
1476,-11393,11825,22635,-47.76,912108,0.13,0.25,13.9388,56.1081,1.22,0.49,1476,儒鴻,622376,708448,-12.15,33475,40458,-15669
15,1934351,2294417,3273380,-29.91,71395404,0.32,0.49,14.8347226944748,55.1770481205308,1.45105306596066,0.887130956409003,15,電機機械類,23289522,24435696,-4.69,1837006,1605729,848205
1503,34623,170667,144762,17.89,5209722,0.33,0.29,16.8127,56.9797,1.45,0.9,1503,士電,2528691,2374582,6.49,168179,128039,34192
1504,958466,700607,978215,-28.38,19330933,0.36,0.55,16.8075,56.1387,1.17,0.85,1504,東元,3969767,5424512,-26.82,105345,19749,595262
1506,-7526,26935,57,+++++,1022516,0.26,<<<<<,11.5864,43.2609,0.5,0.25,1506,正道,193504,177121,9.25,14498,7641,12976
1507,99475,197409,153469,28.63,4108200,0.48,0.37,17.4745,76.6235,2.97,2.06,1507,永大,711936,680680,4.59,66885,69842,147362
1510,-32098,33890,26260,29.06,2280434,0.15,0.12,13.1522,40.5983,1.61,0.57,1510,台安,1342858,1321782,1.59,38552,56191,-5662
1512,-6779,547,8452,-93.53,1765073,<<<<<,0.05,11.2087,55.5776,1.49,0.79,1512,瑞利,538074,567249,-5.14,10665,18357,-9666
1513,-7388,173955,263293,-33.93,6233040,0.28,0.42,10.9249,48.3328,1.76,0.52,1513,中興電,1955825,2538890,-22.97,204527,322472,25853
1514,14165,16831,60521,-72.19,1982173,0.08,0.31,12.0629,60.3204,1.94,1.06,1514,亞力,506620,702599,-27.89,24668,60109,-2721
1515,-56302,30837,-44510,,2497131,0.12,-0.18,11.934,45.9135,1.55,1.13,1515,力山,878545,694160,26.56,41481,1877,-14244
1516,3344,-20889,16532,,1542362,-0.14,0.11,8.1032,61.7367,1.1,0.61,1516,川飛,143667,294857,-51.28,-7268,14983,-9247
1517,14627,24503,23387,4.77,2312673,0.11,0.1,10.0391,80.7826,3.32,2.79,1517,利奇,420306,504287,-16.65,26260,10138,4506
1518,33116,-38205,37002,,1847422,-0.21,0.2,9.6505,64.0828,1.52,0.44,1518,夆典,559631,677904,-17.45,-22857,3886,-20414
1519,26412,23293,5608,315.35,2195604,0.11,0.03,10.502,53.3012,1.22,0.97,1519,華城,512725,332611,54.15,56956,-25794,-23978
1520,871432,301462,1161807,-74.05,3826685,0.79,4.22,21.0572,57.8636,1.84,1.47,1520,復盛,1816041,1292356,40.52,313447,395633,64593
1521,628,25725,13653,88.42,762300,0.34,0.18,14.2853,50.49,1.37,0.97,1521,大億,528654,478631,10.45,31129,13178,-820
1522,-33850,153281,9513,+++++,1696484,0.9,0.06,20.8308,50.0181,1.13,0.84,1522,堤維西,1221610,1068560,14.32,194764,41666,8066
1523,-29888,39431,21616,82.42,1449349,0.27,0.15,13.902,46.0783,0.77,0.58,1523,開億,823354,811505,1.46,55618,56531,-5640
1524,-11078,19378,15323,26.46,1052670,0.18,0.15,12.5014,48.4715,0.8,0.52,1524,耿鼎,417807,374385,11.6,31532,31277,-6303
1525,8062,21335,3916,444.82,410571,0.52,0.1,20.8883,75.3552,3.61,2.82,1525,江申,215243,162033,32.84,19346,-4922,5989
1526,-12776,-34126,-23748,,787971,-0.43,-0.3,9.9201,50.689,1.06,0.42,1526,日馳,142773,159411,-10.44,-24288,-19024,-19580
1527,5780,188432,102022,84.7,1297750,1.45,0.95,17.1741,59.7383,1.63,1.45,1527,鑽全,591423,403517,46.57,248428,127859,3831
1528,-12504,-21760,13462,,800000,-0.27,0.19,13.3304,50.2888,1.67,1.01,1528,恩德,432872,524970,-17.54,11351,31359,-30607
1529,8306,20142,19269,4.53,713083,0.28,0.29,12.3453,53.3704,1.46,0.79,1529,樂士,292768,250414,16.91,20049,16215,3293
1530,-218,10780,7452,44.66,476011,0.23,0.16,11.324,73.7845,2.97,1.78,1530,亞崴,109581,105101,4.26,7286,9200,4403
1531,27617,71814,86527,-17,1199121,0.6,0.8,19.9838,83.6459,5.75,3.44,1531,高林股,524081,691554,-24.22,47086,83860,38739
1532,54783,74388,55611,33.76,1118549,0.66,0.53,15.503,63.3341,0.94,0.62,1532,勤美,413310,516168,-19.93,16818,-1989,59140
1533,-8340,76734,21705,253.53,757560,1.01,0.34,20.2181,53.7491,2.14,1.46,1533,車王電,463994,277960,66.93,100264,35208,-536
1534,-4122,-54979,-3958,,888977,-0.62,-0.05,11.8232,32.6522,0.92,0.17,1534,新企,243630,285551,-14.68,-13513,-8622,-40545
1535,4457,14887,28916,-48.52,855373,0.17,0.36,12.0272,28.689,1.27,1,1535,中宇,299711,343601,-12.77,1573,27765,12078
1536,-3738,11945,4346,174.85,512667,0.23,0.09,11.9962,46.8963,1,0.71,1536,和大,147983,147501,0.33,20221,5581,-3731
1537,-4335,35168,62900,-44.09,463000,0.76,1.55,16.3935,54.8877,1.57,0.81,1537,廣隆,342538,251244,36.34,28004,77464,21616
16,1661175,3787279,1718108,120.43,120834588,0.31,0.15,12.3931401164706,61.46354069992,1.23922594202952,0.678778654381439,16,電器電纜類,20588890,21002083,-1.97,700996,20212,3237731
1601,57834,-58197,18708,,2756160,-0.21,0.06,7.2407,37.4213,0.82,0.31,1601,台光,636509,700671,-9.16,-39609,-35520,-20512
1602,-1685,1302439,76523,+++++,31561634,0.41,0.02,11.2914,58.3936,1.29,0.52,1602,太電,3039550,2891155,5.13,78022,81755,1381267
1603,144746,73970,101394,-27.05,3423000,0.22,0.3,8.631,34.6823,0.83,0.43,1603,華電,834029,392605,112.43,73112,-47452,858
1604,557893,1601119,630769,153.84,11947249,1.34,0.6,11.5396,65.3793,2.23,1.29,1604,聲寶,3214106,3292467,-2.38,91390,72876,1509870
1605,565104,905929,510175,77.57,36129763,0.25,0.16,14.9282,77.2732,1.65,1.13,1605,華新,4369380,4061018,7.59,450632,-54929,455297
1606,109302,-53061,48204,,5184000,-0.1,0.09,11.1824,35.3932,0.83,0.41,1606,歌林,1091607,1078827,1.18,-22492,-73233,-43413
1608,38078,28044,29403,-4.62,6296254,0.04,0.05,12.0577,71.8575,1.99,1.39,1608,華榮,1260472,1305980,-3.48,53201,-27690,-25329
1609,30077,101485,21948,362.39,5086210,0.2,0.04,11.947,63.1455,1.47,0.72,1609,大亞,957135,1044077,-8.33,37502,-2406,47707
1611,81286,66594,96409,-30.93,3601109,0.18,0.27,13.1596,76.6443,3.2,2.54,1611,中電,803881,931547,-13.7,20482,22100,53879
1612,48871,21467,76180,-71.82,3321390,0.06,0.24,11.8093,78.1822,2.46,1.25,1612,宏泰,468629,522870,-10.37,-26541,9355,35006
1613,-61347,-332483,41306,,4321974,-0.77,0.1,5.1164,22.1329,0.19,0.06,1613,台一,335868,1609349,-79.13,-137753,103837,-194713
1614,56367,88389,76081,16.18,3166040,0.28,0.25,15.1799,55.1006,1.92,1.69,1614,三洋電,1741415,1490913,16.8,66265,33041,38692
1615,9548,-1734,-7831,,882000,-0.02,-0.09,11.5211,46.381,0.84,0.45,1615,大山,341412,333270,2.44,4424,-27510,-6551
1616,-4449,14956,-27135,,1008294,0.15,-0.3,17.3268,71.0708,1.57,0.73,1616,億泰,343074,338665,1.3,9670,-32316,10029
1617,33164,45100,44256,1.91,955661,0.47,0.5,15.5702,56.5151,1.41,1.16,1617,榮星,732466,695371,5.33,42202,17772,12871
1618,-3614,-16738,-18282,,1193850,-0.14,-0.16,17.1513,49.7569,0.84,0.44,1618,合機,419357,313298,33.85,489,-19468,-17227
17,647681,1656360,1904727,-13.04,75992435,0.22,0.26,15.3404334260377,60.0814565219573,1.7584020124241,1.22283876033854,17,化學類,23943590,24509237,-2.31,1919678,1551585,46938
1701,-25891,3814,2196,73.68,2509100,0.02,<<<<<,12.7734,51.2558,1.07,0.67,1701,中化,640781,598400,7.08,28023,26088,-26274
1702,13271,10712,32304,-66.84,2796871,0.04,0.12,7.7871,45.9918,0.66,0.45,1702,南僑,320446,323544,-0.96,-540,19033,11252
1704,75535,90483,69969,29.32,4717247,0.19,0.16,14.8693,59.3677,1.87,1.31,1704,榮化,2048699,1707008,20.02,111037,28132,30707
1707,-9384,1869,-17803,,1308186,0.01,-0.14,10.7953,72.7225,3.02,2.1,1707,葡萄王,240860,225612,6.76,4926,-8419,-3057
1708,56396,11950,35595,-66.43,2104529,0.06,0.18,12.4617,70.6765,1.1,0.77,1708,東碱,371858,386570,-3.81,-8698,-20423,18698
1709,6618,64279,36787,74.73,1970848,0.33,0.19,13.6349,79.7061,4.09,2.56,1709,和益,828100,829149,-0.13,71016,41964,12742
1710,68870,118617,177106,-33.02,4959070,0.24,0.35,11.5103,70.9572,1.17,0.67,1710,東聯,1145262,1199945,-4.56,134075,119744,1200
1711,-60810,20844,42900,-51.41,3878600,0.05,0.11,12.5147,70.1102,1.6,0.82,1711,永光,903539,962828,-6.16,42496,75337,-41739
1712,6302,10085,33684,-70.06,3572729,0.03,0.1,11.6252,67.4851,1.44,0.54,1712,興農,1570729,1570602,0.01,34513,35482,-21399
1713,9405,20873,20506,1.79,1509517,0.14,0.14,13.3562,84.9916,9.97,7.44,1713,國化,185166,192362,-3.74,16039,16679,13205
1714,48710,72169,98847,-26.99,5111508,0.14,0.21,12.5964,56.255,1.24,0.91,1714,和桐,1798406,2891901,-37.81,69574,69432,31065
1715,139420,27490,137678,-80.03,3371924,0.08,0.53,12.9732,58.8013,0.85,0.41,1715,亞化,765994,703374,8.9,74359,-30594,-28983
1716,-43827,109929,83426,31.77,2416535,0.45,0.35,19.5858,87.7758,4.42,2.58,1716,永信,603437,628641,-4.01,144437,156581,1474
1717,-76407,214408,93896,128.35,5541752,0.39,0.19,16.6071,57.9393,2,1.44,1717,長興,2995749,2848804,5.16,237124,191025,-10080
1718,-46841,-89756,110022,,9123038,-0.1,0.12,9.54,38.9476,0.82,0.49,1718,中纖,1636034,2529053,-35.31,4326,157518,-98512
1720,-13451,35528,34048,4.35,1143521,0.31,0.31,13.6072,51.6598,4.46,3.66,1720,生達,306016,281111,8.86,62622,57354,-17289
1721,2616,22947,-1148,,959345,0.24,-0.01,8.2929,63.0518,1.13,0.72,1721,三晃,199659,184283,8.34,19219,-3764,-1272
1722,367567,297723,377272,-21.09,9800000,0.3,0.38,31.0408,61.3022,12,9.51,1722,台肥,1943035,2005644,-3.12,229365,95427,80637
