stock,90年1-6月,稅後純益,90年1-6月,增減,期末股本,稅後純益,90年1-6月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,90年1-6月,增減,營業利益,90年1-6月,營業外
14,-5496812,3418360,-4068307,,285353912,0.12,-0.14,11.8929636051389,48.3910772825254,0.97707616372429,0.367230480245723,14,紡織纖維類,155121062,153857632,0.82,5612722,2433988,-944936
1402,358067,1456899,362207,302.23,33610247,0.43,0.11,15.1928,50.529,1.05,0.5,1402,遠紡,15505776,16171443,-4.12,240915,4140,1215984
1407,-2468978,-1992193,-2899351,,6412944,-3.11,-1.19,6.5886,11.4484,0.25,0.06,1407,華隆,7346093,11248669,-34.69,-315601,-465152,-1809846
1408,-669056,-786378,-1121673,,9084506,-0.87,-1.23,5.0361,22.5354,0.47,0.13,1408,中紡,4463763,4540321,-1.69,-271792,-452617,-514586
1409,-70459,603289,-162687,,13253409,0.46,-0.12,8.5847,46.4647,0.81,0.44,1409,新纖,7559007,6259801,20.75,296137,-52179,297616
1410,-27422,-25436,-41592,,900000,-0.28,-0.46,10.174,80.6846,1.57,1.25,1410,南染,191443,216853,-11.72,-2068,-25566,-24357
1413,-33036,61182,-174024,,2836457,0.22,-0.61,8.1461,55.9601,0.78,0.36,1413,宏洲,1805494,1512508,19.37,86803,-169592,-8724
1414,-79680,-1443,-239491,,3515775,(<<<<<),-0.68,5.5326,30.6662,0.44,0.22,1414,東和,1616435,1750356,-7.65,16950,-153767,-13999
1416,-244533,-283363,-340817,,5497834,-0.52,-0.62,8.6477,48.5378,0.92,0.44,1416,廣豐,1662580,1376917,20.75,-88850,-78252,-221702
1417,102603,3309,62846,-94.73,4157493,<<<<<,0.15,10.5102,68.0048,1.22,0.83,1417,嘉裕,703903,866222,-18.74,-47496,-34113,50810
1418,33632,-56251,-202069,,2638553,-0.21,-0.77,10.27,57.5925,1.24,0.77,1418,東華,1066102,1001972,6.4,-55726,-252029,6413
1419,-42112,247897,-61093,,2904000,0.85,-0.21,11.4993,47.1239,0.56,0.46,1419,新紡,296603,400225,-25.89,-3626,-21458,249438
1420,1322880,133005,1441832,-90.78,7880511,0.17,1.83,8.0648,33.6777,0.67,0.19,1420,潤泰,4109209,4747017,-13.44,20357,175611,137033
1423,19022,51478,77340,-33.44,1793000,0.29,0.43,13.1125,78.402,7.72,2.49,1423,利華,1349814,1353188,-0.25,91627,86758,-12798
1432,-79934,-70529,-76478,,2077654,-0.34,-0.37,4.7821,20.0302,0.8,0.15,1432,大魯閣,617365,848202,-27.21,-55071,3456,-15458
1433,1421339,4868443,3559863,36.76,41805522,1.16,0.9,21.898,51.2503,1.64,0.57,1433,臺化,38283917,34130159,12.17,3157767,2138524,2258442
1434,-342537,1597334,608288,162.6,15412593,1.04,0.41,13.2236,60.6888,1.41,0.83,1434,褔懋,8966228,8105654,10.62,824727,1055497,767976
1435,62081,-23341,11100,,1397801,-0.17,0.08,7.7455,57.737,0.82,0.51,1435,中褔,395168,143062,176.22,-11235,-56503,-12001
1436,62224,-56163,-36780,,3000000,-0.19,-0.12,11.3751,63.8746,2.13,0.06,1436,褔益,20650,84578,-75.58,-59108,-99004,2945
1437,-4176,-33284,-79569,,1572008,-0.21,-0.51,12.5549,60.7516,1.1,0.59,1437,勤益,403848,317702,27.12,-15175,-77537,-18271
1438,-11419,-4175,-80796,,1024115,-0.04,-0.79,3.8713,25.1195,0.4,0.14,1438,裕豐,379663,265111,43.21,22171,-69377,-26346
1439,36155,10296,69423,-85.17,1085400,0.09,0.64,12.2968,53.9231,1.76,1.11,1439,中和,708187,685386,3.33,-27060,46214,42119
1440,159759,484325,-326280,,15013380,0.32,-0.22,12.1866,62.9489,2,0.34,1440,南紡,5123204,4828414,6.11,230286,-212641,254228
1441,-92826,-178992,-208262,,1625006,-1.1,-1.28,7.9637,40.7257,0.92,0.34,1441,大東,840658,895604,-6.14,-65299,-100475,-113494
1442,-126727,-49838,-128376,,995790,-0.5,-0.64,10.3975,63.1558,1.89,0.29,1442,名軒開發,145247,290933,-50.08,-30182,-1649,-19656
1443,-25412,-127572,-95175,,3010900,-0.42,-0.32,9.7555,64.1142,1.02,0.21,1443,立益,376847,323638,16.44,-42954,-39081,-84618
1444,-145965,48005,-190371,,7314000,0.07,-0.26,10.6275,66.884,1.05,0.51,1444,力麗,2913457,2747298,6.05,140914,25594,-77909
1445,3173,-7971,7424,,1710010,-0.05,0.04,11.5844,61.4366,1.67,0.89,1445,大宇,1023125,1263801,-19.04,22654,52134,-18943
1446,3824,61534,4458,+++++,3338158,0.18,0.01,10.1486,61.4096,0.83,0.27,1446,宏和,1932798,2263666,-14.62,5098,634,56613
1447,-108999,50085,47877,4.61,5706875,0.09,0.08,11.9478,57.1566,1.12,0.62,1447,力鵬,4212017,4484077,-6.07,180166,156876,-130081
1449,-188109,-208963,-49038,,6668541,-0.31,-0.07,7.0903,45.0359,0.79,0.25,1449,佳和,2339762,2383245,-1.82,73553,181972,-286985
1450,-27967,-313387,-91445,,2740072,-1.14,-0.32,9.0905,45.1791,0.26,0.16,1450,新藝,493432,993967,-50.36,-104267,-63478,-128554
1451,374808,1043935,876306,19.13,5983691,1.74,1.46,15.0776,78.7374,1.21,0.62,1451,年興,3024925,3237889,-6.58,703642,675060,512194
1452,63318,58201,77550,-24.95,1892900,0.31,0.41,9.7662,79.4349,1.87,1.41,1452,宏益,874436,883220,-0.99,33203,32758,25527
1453,76411,18279,53155,-65.61,1493884,0.12,0.36,8.0459,49.0065,1.09,0.33,1453,大將,1080547,932809,15.84,-11694,-25933,27557
1454,-66150,300,-25641,,1425240,<<<<<,-0.16,11.6819,60.7364,1.11,0.6,1454,台富,1163533,1308751,-11.1,40030,70507,-28730
1455,17706,319183,96746,229.92,4060224,0.79,0.24,12.9524,70.4315,1.12,0.65,1455,集盛,3136852,2506964,25.13,267577,67393,51606
1456,-78286,-161708,-129148,,3872831,-0.42,-0.33,5.2118,28.7952,0.74,0.31,1456,怡華,1729310,1851571,-6.6,-58410,-22803,-79220
1457,69712,10320,84242,-87.75,3723200,0.03,0.23,11.1113,51.5334,0.68,0.35,1457,宜進,1790148,1717655,4.22,127440,31442,-83131
1458,-939467,-661263,-984322,,5650000,-1.17,-1.74,1.9429,18.1943,0.27,0.1,1458,嘉畜,2642613,1449306,82.34,-61499,-44855,-599764
1459,-32359,132095,12602,948.21,3457809,0.38,0.04,11.7679,66.6309,0.98,0.52,1459,聯發,1391247,1269395,9.6,123484,62856,7061
1460,83747,72124,195344,-63.08,4534645,0.16,0.39,12.8708,63.1958,1.53,0.41,1460,宏遠,2689348,3139007,-14.32,51147,128851,21640
1462,-3762882,-3475668,-4153417,,22224139,-1.56,-1.87,5.036,27.0579,1.25,0.08,1462,東雲,5403827,5141847,5.1,-387202,-458347,-2749960
1463,5593,-21914,-8464,,2013167,-0.11,-0.04,10.217,82.4202,1.57,0.76,1463,強盛,492826,619948,-20.51,-49416,-19512,25670
1464,-33187,182708,53763,239.84,2396194,0.76,0.22,7.1644,51.5564,2.22,1.21,1464,得力,1431926,1276100,12.21,154093,89291,39460
1465,17089,38714,81015,-52.21,1073609,0.36,0.75,13.8893,74.3462,2.93,2.04,1465,偉全,733854,1084210,-32.31,38482,83702,8164
1466,-204736,-39389,-343210,,1150303,-0.34,-2.03,5.1702,21.8091,0.35,0.17,1466,聚隆,900523,954264,-5.63,873,-136848,-39139
1467,-27929,8648,7257,19.17,1007107,0.09,0.07,12.4214,40.125,0.73,0.45,1467,南緯,1106334,901283,22.75,61620,37027,-50554
1468,8277,7991,33249,-75.97,1604053,0.05,0.21,12.0843,69.0114,1.77,0.91,1468,昶和,509042,621946,-18.15,-172,32225,1694
1469,-2180,32840,25592,28.32,1246000,0.26,0.21,16.4067,78.2082,1.17,0.46,1469,理隆,466602,570623,-18.23,22124,30962,8804
1470,-6778,22262,-19313,,857670,0.26,-0.23,9.8218,74.5396,1.18,0.82,1470,大統染,418586,362665,15.42,12625,-12535,16637
1471,-27714,11329,-5988,,1171280,0.1,-0.05,10.5921,56.0406,1.05,0.57,1471,首利,838746,1378712,-39.16,12681,21726,1148
1472,10654,39844,9452,321.54,690000,0.58,0.14,14.6289,72.077,1.85,0.85,1472,三洋纖,575972,524644,9.78,16498,2398,33846
1473,207212,281906,302036,-6.66,1223948,2.3,2.6,21.7686,64.2313,1.58,1.09,1473,台南,2158979,2003221,7.78,101468,151827,210814
1474,7751,74327,57436,29.41,730635,1.02,0.94,13.7178,52.459,1.72,1.06,1474,弘裕,1727429,1397759,23.59,112333,68426,-6873
1475,-47529,-77802,-49682,,976721,-0.8,-0.51,7.9815,39.4849,0.81,0.13,1475,本盟,404623,792890,-48.97,-12816,6420,-67139
1476,-5305,43296,37842,14.41,912108,0.47,0.41,13.5588,49.2219,1.01,0.48,1476,儒鴻,1577039,1430964,10.21,99996,59010,-33537
15,2024170,4148147,4457802,-6.95,74841457,0.55,0.61,14.3047781659301,54.8507731837821,1.39466124156754,0.828035770818828,15,電機機械類,52223216,51592900,1.22,4319660,3114506,558216
1503,-119467,249612,214337,16.46,5209722,0.48,0.41,17.0072,56.1148,1.4,0.87,1503,士電,5232459,4954394,5.61,362132,354509,-31893
1504,725683,1049766,805808,30.27,19330933,0.54,0.41,16.8141,56.109,1.12,0.65,1504,東元,9023866,11383905,-20.73,395839,80125,653927
1506,-29032,-16767,396,,1022516,-0.16,<<<<<,11.0191,42.0263,0.56,0.31,1506,正道,390379,366947,6.39,25647,24987,-34865
1507,80055,269522,172909,55.88,4108200,0.66,0.42,16.9554,74.1504,2.45,1.8,1507,永大,1468819,1466662,0.15,113203,128281,166837
1510,-73872,37814,10030,277.01,2280434,0.17,0.04,13.085,39.1504,1.57,0.57,1510,台安,2776762,2783033,-0.23,65658,81657,-23844
1512,-6040,3858,11083,-65.19,1765073,0.02,0.06,11.225,53.683,1.48,0.8,1512,瑞利,1205711,1112978,8.33,26982,21510,-17760
1513,30599,318606,344957,-7.64,6233040,0.51,0.55,11.17,51.4354,1.87,0.57,1513,中興電,4038827,4754050,-15.04,420053,370146,-22287
1514,-21874,-15149,74955,,2060870,-0.07,0.38,11.0178,58.535,1.81,1.08,1514,亞力,1133343,1502106,-24.55,-337,119368,-20587
1515,-79636,56611,-84061,,2497131,0.23,-0.34,11.9746,46.1391,1.54,1.1,1515,力山,1901676,1400812,35.76,142388,-12489,-85643
1516,-33710,-146144,-30221,,1542362,-0.95,-0.2,7.1417,61.5372,1.09,0.64,1516,川飛,249474,474451,-47.42,-28443,4796,-112976
1517,-20339,-24625,-70220,,2312673,-0.11,-0.3,9.7444,85.1915,4.38,3.64,1517,利奇,769523,759217,1.36,23169,-72091,-23214
1518,-48343,-53435,-37214,,1847422,-0.29,-0.2,9.5882,65.0012,1.42,0.46,1518,夆典,1233479,1267698,-2.7,1923,11129,-52001
1519,-3533,40959,4198,875.68,2201194,0.19,0.02,10.007,53.4531,1.22,0.93,1519,華城,1218031,836396,45.63,98426,5265,-62013
1520,1294493,815929,1846284,-55.81,5032331,1.62,5.51,15.8762,58.9709,1.62,1.25,1520,復盛,3783874,2511495,50.66,682844,784740,248057
1521,1647,75522,20670,265.37,762300,0.99,0.27,13.856,45.187,1.06,0.8,1521,大億,1158483,973690,18.98,95186,16510,-3984
1522,47264,399655,132572,201.46,1832203,2.18,0.78,19.5964,48.5478,1.05,0.81,1522,堤維西,2821675,2203880,28.03,507132,114914,19614
1523,-2724,55226,80039,-31,1520346,0.36,0.55,13.5579,47.0604,0.75,0.58,1523,開億,1712055,1620408,5.66,111952,101803,-33071
1524,-6753,28106,44574,-36.95,1103518,0.25,0.42,12.0044,47.153,0.78,0.5,1524,耿鼎,832622,750381,10.96,67354,66198,-25657
1525,18183,55180,28174,95.85,410571,1.34,0.69,20.7011,68.8656,2.62,2.11,1525,江申,474052,359174,31.98,37083,8391,21997
1526,-18873,-54965,-48024,,787971,-0.7,-0.61,9.6256,49.9093,0.94,0.43,1526,日馳,316389,322495,-1.89,-47445,-35233,-21327
1527,54498,296505,265709,11.59,1311222,2.26,2.05,14.8184,55.5971,1.32,1.13,1527,鑽全,1158163,915390,26.52,479925,299349,-96826
1528,-29354,-24422,31337,,820000,-0.3,0.39,12.7697,45.701,1.57,0.92,1528,恩德,1014542,1028212,-1.33,42193,69363,-66247
1529,470,21762,9900,119.82,713083,0.31,0.15,12.3343,52.7564,1.41,0.66,1529,樂士,606382,506824,19.64,24555,13504,-1661
1530,3987,22627,13784,64.15,476011,0.48,0.29,11.1193,64.0991,2.15,1.35,1530,亞崴,295161,195661,50.85,18357,15024,7570
1531,81943,157932,175681,-10.1,1199121,1.32,1.47,18.8113,69.8526,2.61,1.82,1531,高林股,1318427,1324566,-0.46,146443,136675,52623
1532,90790,150343,90976,65.26,1152298,1.3,0.81,15.5648,60.5071,1.02,0.75,1532,勤美,872802,1033630,-15.56,35539,35,116533
1533,37783,162515,114570,41.85,852160,1.91,1.51,17.3144,54.6114,2.16,1.45,1533,車王電,1070849,717826,49.18,246201,107933,-34231
1534,-16677,-57259,14230,,976778,-0.59,0.16,10.7273,33.3562,1.08,0.14,1534,新企,418301,591074,-29.23,-1679,21874,-51163
1535,12545,31199,39478,-20.97,855373,0.36,0.49,11.8956,33.7297,1.34,0.93,1535,中宇,781793,759669,2.91,4636,55726,26071
1536,1120,20657,7699,168.31,538300,0.38,0.15,11.5023,46.8861,0.98,0.72,1536,和大,349338,292510,19.43,47657,15422,-21274
1537,4375,79144,65398,21.02,512300,1.54,1.41,14.0024,53.7672,1.38,0.76,1537,廣隆,665517,491703,35.35,44565,92712,62684
1538,42220,87019,70956,22.64,934001,0.93,0.76,15.0678,51.5747,1.31,1.05,1538,正峰工,1577399,1409812,11.89,98710,47964,16333
1540,6742,54844,36838,48.88,640000,0.86,0.55,11.2859,75.2975,2.14,0.74,1540,喬福,353043,521851,-32.35,31812,64409,8494
16,4272777,619563,4706043,-86.83,121059757,0.05,0.39,11.8333777920932,59.486386186126,1.20109213595876,0.575768085730974,16,電器電纜類,44227616,43415345,1.87,1263588,201157,-355415
1601,-12577,-134158,-66114,,2756160,-0.49,-0.24,6.9168,36.292,0.79,0.27,1601,台光,1189922,1320436,-9.88,-83474,-51756,-56079
1602,4424127,-2658996,4408607,,33455332,-0.79,1.4,9.3976,54.943,1.4,0.34,1602,太電,6388542,6218457,2.74,127118,-9016,-2568331
1603,-100646,84844,-163109,,3423000,0.25,-0.48,8.6422,34.8996,0.83,0.45,1603,華電,1612962,929409,73.55,107019,-62463,-22175
1604,587145,1603681,793216,102.17,10288859,1.56,0.66,11.7827,56.1482,1.33,0.8,1604,聲寶,6869270,6483038,5.96,241137,206071,1362685
1605,31900,1667929,170401,878.83,36129763,0.46,0.05,15.021,76.652,1.41,0.94,1605,華新,9374247,8544636,9.71,659429,138501,1008500
1606,142984,-206940,41232,,5184000,-0.4,0.08,10.769,33.3724,0.73,0.43,1606,歌林,2198263,2483443,-11.48,-79554,-127766,-141631
1608,-825059,128009,-766400,,6296254,0.2,-1.22,12.23,75.7076,2.91,1.93,1608,華榮,2879334,2732384,5.38,228277,-21466,-52958
1609,-35679,239830,21315,+++++,4867760,0.49,0.04,12.0158,60.3713,1.31,0.63,1609,大亞,2286943,2183185,4.75,121696,49007,132381
1611,95921,67281,99172,-32.16,3601108,0.19,0.27,12.6443,74.9568,2.76,2.09,1611,中電,1420856,1556061,-8.69,-8950,8492,70462
1612,71511,62257,10490,493.49,3321390,0.19,0.03,11.7528,75.1327,2.23,1.13,1612,宏泰,1213493,1008489,20.33,-21067,-56586,70401
1613,-205931,-606582,-5038,,4321974,-1.4,-0.01,4.5003,20.6132,0.15,0.06,1613,台一,858826,3058371,-71.92,-379237,62780,-227328
1614,113533,247269,167504,47.62,3166040,0.78,0.53,15.0142,56.1436,2.03,1.72,1614,三洋電,3974059,3361550,18.22,201147,85509,87870
1615,1367,-21799,-29724,,882000,-0.25,-0.34,11.2936,45.9864,1.06,0.5,1615,大山,679864,676449,0.5,-2868,-41582,-26093
1616,-35203,26936,-71680,,1109123,0.24,-0.71,15.6872,69.1462,1.5,0.79,1616,億泰,760422,674158,12.8,34316,-40498,-677
1617,43562,122039,96185,26.88,1003444,1.22,1.01,14.7859,53.0908,1.24,1.01,1617,榮星,1635184,1465776,11.56,99376,61766,39618
1618,-24178,-2037,-14,,1253550,-0.02,(<<<<<),16.3508,48.3676,1.01,0.49,1618,合機,885429,719503,23.06,19223,164,-32060
17,841039,3778098,3484162,8.44,78718016,0.48,0.45,14.8324835829196,58.6157262980828,1.65880023602856,1.16156192178954,17,化學類,51104025,49787503,2.64,4518303,3400471,-14358
1701,-68939,-14742,-39735,,2509100,-0.06,-0.16,12.6515,50.5231,1.03,0.64,1701,中化,1237557,1186389,4.31,18704,36975,-45722
1702,7556,36808,45503,-19.11,2796871,0.13,0.16,7.8671,46.0161,0.61,0.39,1702,南僑,654609,655459,-0.13,-10208,37947,47016
1704,111880,254718,117860,116.12,4849897,0.53,0.25,14.2636,58.0591,1.81,1.24,1704,榮化,4000512,3741370,6.93,293159,60153,59826
1707,9134,15519,-26011,,1308186,0.12,-0.2,10.8801,71.7743,3.25,2.56,1707,葡萄王,532058,443205,20.05,26689,-35145,-11170
1708,145686,-86473,97470,,2104529,-0.41,0.46,11.8079,66.0416,0.98,0.47,1708,東碱,713174,793824,-10.16,-67031,-44042,-18814
1709,17667,119595,106210,12.6,2050164,0.58,0.54,13.0905,76.1096,3.26,2.12,1709,和益,1682783,1626698,3.45,154118,111433,3260
1710,93655,345275,302131,14.28,4959070,0.7,0.6,11.61,69.1382,1.13,0.6,1710,東聯,2538876,2245464,13.07,338042,244578,25796
1711,-109156,138721,75817,82.97,3942300,0.35,0.2,12.2408,68.5944,1.59,0.87,1711,永光,2086316,2021617,3.2,194993,164486,-58024
1712,-21777,816,71691,-98.86,3572729,<<<<<,0.2,11.3235,62.8544,1.4,0.69,1712,興農,3413470,3190557,6.99,137579,109188,-121046
1713,27932,30624,52043,-41.16,1509517,0.2,0.34,12.9934,83.1498,6.94,5.2,1713,國化,396625,416460,-4.76,35529,39528,4517
1714,200869,266870,243035,9.81,5760106,0.46,0.48,11.4241,54.3087,1.19,0.88,1714,和桐,4029973,5214120,-22.71,122230,125868,184498
1715,129003,12548,116817,-89.26,3371924,0.04,0.35,12.713,58.3029,0.81,0.38,1715,亞化,1685268,1464090,15.11,134859,-7292,-102671
1716,-38102,244546,221075,10.62,2416535,1.01,0.91,18.3213,80.1095,2.63,1.65,1716,永信,1234012,1294710,-4.69,307801,313779,-4710
1717,-20589,548440,274256,99.97,5836668,0.94,0.49,15.6559,57.3938,1.73,1.18,1717,長興,6301679,5707883,10.4,555466,350691,47100
1718,-68481,-75451,206977,,9123038,-0.08,0.23,9.0694,37.2417,0.84,0.51,1718,中纖,3577420,4535635,-21.13,140694,273136,-220556
