stock,95年1-9月,稅後純益,95年1-9月,增減(%),期末股本,稅後純益,95年1-9月,每股淨值,淨值占總資產(%)(B),流動比率,速動比率,公司,,營業收入,95年1-9月,增減(%),營業利益,95年1-9月,營業外
1217,-39446,100030,101321,-1.27,3776893,0.26,0.27,10.58,47.7148,0.85,0.49,1217,愛之味,3420757,3681222,-7.08,20536,133583,40428
1218,-105328,107453,-86436,,3202434,0.36,-0.29,11.9,47.9349,1.57,0.85,1218,泰山,4283157,3503214,22.26,102843,46049,9227
1219,9793,74677,68054,9.73,2663184,0.28,0.25,12.79,65.5801,2.58,1.4,1219,福壽,5235435,4005569,30.7,93917,87264,8082
1220,-11271,-28170,79899,,1770779,-0.16,0.45,9.75,68.2869,2.1,1.19,1220,台榮,1966397,1745547,12.65,2454,39049,-36710
1225,-64044,67299,-46374,,1627000,0.41,-0.29,11.47,42.9802,1.13,0.67,1225,福懋油,5650226,3879131,45.66,109407,323,-28130
1227,-163084,289054,217794,32.72,3209184,0.91,0.68,13.97,77.489,2.24,0.96,1227,佳格,4950621,4407582,12.32,639443,483671,-234267
1229,789330,974075,778383,25.14,7091001,1.38,1.16,23.53,88.4176,2.25,1.08,1229,聯華,2078414,1652224,25.79,42735,3500,953319
1231,-63260,68813,24996,175.3,1154190,0.6,0.22,14.59,63.1659,2.11,1.12,1231,聯華食,2639508,2525751,4.5,155333,96378,-64365
1232,34680,314320,261269,20.31,1599749,1.96,1.63,14.91,69.9638,1.56,0.81,1232,大統益,8786072,6762677,29.92,398748,307414,13437
1233,1881,109968,120746,-8.93,905919,1.24,1.38,13.12,69.4358,1.71,1.04,1233,天仁,1362243,1295862,5.12,132779,133865,-4811
1234,36137,245844,131864,86.44,5358281,0.46,0.25,17.52,86.7595,3.01,1.95,1234,黑松,2553867,2652694,-3.73,164970,124727,172874
1235,7235,32548,7039,362.4,450899,0.75,0.16,18.09,73.019,3.35,1.18,1235,興泰,420332,489106,-14.06,-13478,3036,50897
1236,-38690,102405,52152,96.36,811726,1.26,0.64,13.38,58.3926,1.13,0.79,1236,宏亞,1467937,1264648,16.07,174904,121306,-46225
1702,17432,12148,-53114,,2941330,0.05,-0.22,11.06,52.8214,2.45,1.13,1702,南僑,1149079,1079217,6.47,-59428,-70546,92260
03,60870772,126966118,91972748,38.05,263884455,4.83,3.5,33.1613249085739,68.6078634126414,2.40770911834725,0.614269626859405,03,塑膠類,584932073,479444930,22,61159820,37843922,76346242
1301,16969991,36793851,23801637,54.59,57204716,6.43,4.16,41.21,72.7807,3.16,0.4,1301,臺塑,132235118,110578497,19.58,13939714,7894782,24948410
1303,25986410,43680008,34892508,25.18,76235909,5.73,4.58,35.46,67.2642,2.05,0.7,1303,南亞,161279648,135022016,19.45,22240401,12403281,25378503
1304,248534,1117973,459189,143.47,7714032,1.54,0.63,17.26,74.2219,3.57,1.69,1304,臺聚,8487731,6352174,33.62,800372,284372,422456
1305,-47007,58555,143176,-59.1,4248035,0.14,0.34,11.43,49.001,2.33,1.34,1305,華夏,6524928,5592883,16.66,145576,203659,-87021
1307,359197,367336,336378,9.2,2504083,1.47,1.34,14.66,56.0043,1.53,0.57,1307,三芳,3356156,3056671,9.8,9542,-9782,374943
1308,173627,558353,292077,91.17,2609316,2.14,1.12,23.01,85.412,4.1,1.75,1308,亞聚,4413061,3357267,31.45,525711,177002,178124
1309,57939,167946,63229,165.62,2705005,0.62,0.23,16.11,58.759,2.78,1.35,1309,臺達化,7907431,6521970,21.24,37164,12045,176147
1310,-13890,336315,284598,18.17,5889693,0.65,0.55,14.13,75.3812,1.67,0.93,1310,台苯,12694473,9215104,37.76,468741,384740,-16282
1311,1459187,631504,1560772,-59.54,3154159,2,4.95,22.55,74.6384,3.78,0.93,1311,福聚,12828312,10745374,19.38,868662,499270,65421
1312,248847,939853,742944,26.5,6609750,1.47,1.16,13.66,48.456,2.33,1.77,1312,國喬,13227858,9955245,32.87,517048,539024,485167
1313,1277805,1395094,1248145,11.77,8046700,1.77,1.59,17.74,74.4375,2.34,1.1,1313,聯成,5700452,4748738,20.04,320673,303669,1410708
1314,-74906,2387250,1377028,73.36,16899995,1.41,0.81,13.58,50.764,2.12,1.23,1314,中石化,26478172,23524646,12.56,2048561,1438869,545255
1315,145550,366301,269851,35.74,2295000,1.65,1.22,28.94,84.0936,6.33,1.23,1315,達新,2809780,2572074,9.24,182110,159621,231953
1316,59337,-1823,40714,,701661,-0.03,0.58,11.6,85.2076,2.8,1.21,1316,上曜,262611,242378,8.35,-16018,-18708,14107
1319,5837,740118,487051,51.96,4259475,1.8,1.18,19.77,62.5302,0.9,0.61,1319,東陽,6432603,5556697,15.76,744192,576508,113555
1321,-617468,-54125,1081,,2272283,-0.25,(<<<<<),13.85,66.6376,1.62,0.67,1321,大洋,4291801,3960211,8.37,148026,222371,-201460
1323,34825,42835,53947,-20.6,750918,0.57,0.72,13.2,55.0151,1.6,0.95,1323,永裕,948992,905590,4.79,29881,28669,23792
1324,20407,-21275,58,,751219,-0.28,(<<<<<),11.62,76.1308,2.14,1.09,1324,地球,894132,842362,6.15,-30862,-18594,11566
1325,5661,72041,25618,181.21,891110,0.81,0.29,13.73,87.4936,6.66,2.6,1325,恒大,796075,643936,23.63,65943,47316,12958
1326,14459009,37190406,25598662,45.28,55247302,6.73,4.63,45.05,69.3215,2.27,0.44,1326,臺化,170308931,132980972,28.07,18061526,12519436,22116112
1715,111880,197602,294085,-32.81,2894094,0.78,1.13,16.72,62.9088,1.16,0.7,1715,亞化,3053808,3070125,-0.53,52857,196372,141828
04,13740640,22081842,13356160,65.33,190702973,1.19,0.72,16.4003530890999,65.3753504226372,1.41725727696091,0.605937858351964,04,紡織纖維類,204709696,181481066,12.8,5788106,1044804,17761777
1402,7642919,8972738,7370886,21.73,44803469,2,1.64,19.45,62.5273,1.17,0.66,1402,遠紡,36442580,28693632,27.01,960664,-292955,7981911
1409,1190577,542066,857817,-36.81,14540738,0.39,0.65,13.62,55.7844,1.34,0.72,1409,新纖,18832969,18134105,3.85,363590,-216156,187078
1410,23859,14920,3101,381.14,900000,0.17,0.03,12.69,81.6173,6.46,4.98,1410,南染,268079,296973,-9.73,-12844,3748,20755
1413,8526,-20029,-140970,,2836457,-0.07,-0.5,6.43,53.778,0.99,0.25,1413,宏洲,3646719,3108439,17.32,19991,-167889,7281
1414,54341,69618,-20155,,2200000,0.32,-0.09,8.42,36.0134,0.6,0.22,1414,東和,3210119,2886312,11.22,112767,-74496,-43149
1416,71466,44471,6074,632.15,5497834,0.1,0.01,10.26,74.1753,0.67,0.28,1416,廣豐,261859,373615,-29.91,-47688,-59149,92964
1417,106374,23299,-48061,,3798837,0.06,-0.13,12.01,82.3932,1.53,0.4,1417,嘉裕,885226,1423229,-37.8,-114600,-162926,137899
1418,165449,-178192,-32078,,2638553,-0.74,-0.13,6.65,44.3717,0.86,0.27,1418,東華,2767544,2480569,11.57,-154783,-200872,15103
1419,108910,67682,70242,-3.64,3000413,0.23,0.24,16.99,76.5052,0.74,0.11,1419,新紡,381916,408370,-6.48,-19842,-41904,83461
1423,54221,177444,74372,138.59,1793000,1.14,0.39,14.71,87.3332,20.64,6,1423,利華,1865429,1612894,15.66,140663,16118,62781
1432,106533,302183,-64107,,885642,4.12,-1.28,8.47,31.1203,0.55,0.04,1432,大魯閣,692109,564972,22.5,341397,-92510,-30309
1434,2665279,7212220,2981385,141.91,16846646,4.28,1.77,36.83,84.0918,3.29,1.25,1434,福懋,21876028,20698187,5.69,673318,804659,6891437
1438,-42423,-59268,-57223,,1024115,-0.58,-0.6,1.17,14.5184,0.52,0.01,1438,裕豐,16496,32524,-49.28,-13004,-14800,-46264
1439,32812,8862,-86448,,920000,0.1,-0.94,14.35,79.279,39.06,35.01,1439,中和,348000,543786,-36,-4008,-119484,12870
1440,326065,1358891,278609,387.74,14935240,0.91,0.19,15.5,78.0889,2.72,1.56,1440,南紡,9108279,8980131,1.43,427100,24236,1128832
1441,-50227,3166,245,+++++,1079004,0.03,(<<<<<),6.79,35.7526,0.87,0.34,1441,大東,1457648,1249403,16.67,65986,29723,-55758
1443,-50856,-250571,-30215,,3010900,-0.89,-0.11,7.91,53.3584,0.7,0.14,1443,立益,736794,820810,-10.24,-46011,20641,-204560
1444,115828,272052,-48495,,7314000,0.41,-0.08,11.16,56.9386,1.24,0.23,1444,力麗,6192844,5034860,23,184344,-187546,95708
1445,-5640,-45395,-21321,,1627510,-0.28,-0.13,12.25,73.4654,4.18,1.83,1445,大宇,1831510,1569965,16.66,9887,-17272,-54868
1446,35379,137287,-83458,,2238702,0.61,-0.37,8.57,60.7817,0.44,0.3,1446,宏和,1026825,1047634,-1.99,41110,-122643,98495
1447,61566,192933,403858,-52.23,6277563,0.32,0.64,13.63,50.1816,1.32,0.69,1447,力鵬,16681578,12464574,33.83,260962,360875,-82909
1449,-99889,-230108,-525712,,4159869,-0.75,-1.73,7.83,41.3018,2.16,0.47,1449,佳和,2496141,2703038,-7.65,-324460,-445245,104412
1451,1012430,1051664,1068813,-1.6,5983691,1.76,1.79,21.4,72.5892,1.21,0.35,1451,年興,8429603,7961905,5.87,225186,253448,963967
1452,-4921,91791,-1633,,1370390,0.67,-0.01,14.27,88.8939,5.64,2.61,1452,宏益,1632990,1359971,20.08,24527,2531,95956
1453,-17041,-9421,-29852,,673394,-0.15,-0.86,5.1,33.6039,1.09,0.2,1453,大將,368151,27984,+++++,-9256,-12811,-165
1454,1126,8717,-32894,,1408007,0.07,-0.25,12.44,69.4462,2.05,0.62,1454,台富,1866825,1675453,11.42,12839,-33350,-1570
1455,11280,86386,125679,-31.26,4805880,0.18,0.26,12.06,51.7074,1.06,0.53,1455,集盛,11049604,8408868,31.4,125016,140106,-3104
1456,-110059,918,-105295,,2236560,(<<<<<),-0.49,5.56,24.1804,0.89,0.27,1456,怡華,2333754,2304786,1.26,25445,10361,-18445
1457,-57107,22473,-124442,,3653200,0.06,-0.36,8.77,58.8979,0.9,0.34,1457,宜進,3087129,2621225,17.77,35359,-71570,-12886
1459,33986,386775,23561,+++++,3430536,1.21,0.07,13.61,61.5368,2.48,0.58,1459,聯發,2944058,2298607,28.08,103516,-10924,323058
1460,14760,108261,38568,180.7,4904161,0.24,0.08,11.88,66.3454,2.49,0.54,1460,宏遠,4070065,4029713,1,48569,23808,63992
1463,33920,-41198,1017,,1884108,-0.22,0.01,12.11,89.6431,4.46,1.61,1463,強盛,692563,605270,14.42,-31916,-32903,-9282
1464,22143,12898,-29479,,1755960,0.08,-0.17,11.46,68.8636,0.93,0.32,1464,得力,1118269,1086089,2.96,-32625,-51195,45718
1465,64530,62341,78163,-20.24,863394,0.72,0.9,17.99,79.7741,2.57,1.54,1465,偉全,1222503,1137539,7.47,20910,14758,41445
1466,-47476,76212,77738,-1.96,715978,1.07,1.09,8.86,29.6878,0.88,0.33,1466,聚隆,2965133,2339331,26.75,95339,122605,-18904
1467,110159,191084,195903,-2.46,1649115,1.17,1.41,12.93,52.2548,1.17,0.66,1467,南緯,2764436,2796949,-1.16,170362,146532,57990
1468,-89,-29072,-29868,,1604053,-0.18,-0.19,11.97,64.5579,1.52,0.29,1468,昶和,1064535,1080713,-1.5,-7085,-29183,-22003
1469,24417,-2500,44772,,1246000,-0.02,0.36,13.31,79.0004,1.49,0.32,1469,理隆,527330,601314,-12.3,19225,21498,-18038
1470,9453,-10730,-23690,,857670,-0.13,-0.28,8.48,85.044,3.73,2.03,1470,大統染,480812,497580,-3.37,-16684,-30738,8344
1472,-24201,-99017,-51209,,875000,-1.21,-0.63,12.77,82.5293,2.2,0.83,1472,三洋纖,686246,666880,2.9,-26697,-27268,-72320
1473,271288,406747,472914,-13.99,1389190,3.03,3.67,27.13,74.2682,2.15,1.2,1473,台南,6208292,5841761,6.27,166570,311810,285585
1474,21566,63300,73467,-13.84,1325715,0.48,0.59,12.44,51.2673,1.61,0.8,1474,弘裕,2789759,2641893,5.6,66313,84784,17361
1475,-48817,-49220,-122006,,1107197,-1.47,-2.74,6.01,52.3557,1,0.55,1475,本盟,390588,416734,-6.27,-89318,-73975,41942
1476,21231,218831,229173,-4.51,1841618,1.37,1.44,14.68,67.2274,2.06,1.25,1476,儒鴻,4309313,4023668,7.1,428780,274089,-105883
1477,-86248,943923,586039,61.07,1425620,6.76,4.77,22.28,52.6645,1.52,0.89,1477,聚陽,11327338,9264398,22.27,1541678,919159,-242849
4414,-36759,-25590,2375,,1368044,-0.19,0.02,10.23,43.3306,2.67,0.32,4414,如興,1353708,2664413,-49.19,27514,49079,-61302
05,2617385,10764359,8923201,20.63,75827277,1.46,1.21,18.093803913504,55.4677508831635,1.37701804453709,0.678629281602983,05,電機機械類,113412123,108714743,4.32,8477130,7992096,4318430
1503,174231,704816,634144,11.14,5209722,1.35,1.22,20.09,51.9908,1.04,0.55,1503,士電,10814450,11232586,-3.72,663116,624467,255543
1504,977312,2479856,1624053,52.7,19105779,1.34,0.89,20.03,63.3696,1.4,0.72,1504,東元,20660765,20868568,-1,757991,710778,1900632
1506,-10661,-14389,-25900,,1022516,-0.14,-0.25,10.55,43.4914,0.68,0.23,1506,正道,512636,606650,-15.5,-26074,-1516,33265
1507,221623,800729,467985,71.1,4108200,1.96,1.14,21.05,75.492,2.2,0.97,1507,永大,2782416,2448333,13.65,382020,265925,412083
1512,105766,72859,-25912,,1765073,0.55,-0.15,12.51,43.5886,1.35,0.73,1512,瑞利,2616522,2548563,2.67,-39713,-156803,136370
1513,6921,792581,600496,31.99,4800000,1.69,1.39,15.36,49.9497,1.43,0.23,1513,中興電,7694161,7084513,8.61,659573,758808,280988
1514,-11698,61021,51277,19,2010670,0.32,0.27,13,60.0116,1.73,1.15,1514,亞力,2073059,2132434,-2.78,64473,63504,9047
1515,16118,46736,5759,711.53,2287843,0.2,0.03,11.89,43.6045,1.11,0.5,1515,力山,3235814,3142067,2.98,-96449,-20824,144184
1516,-8051,-34347,3989,,923500,-0.37,0.04,8.34,90.2004,3.77,1.41,1516,川飛,130730,236582,-44.74,-2193,11907,-28145
1517,128315,96587,128265,-24.7,2278250,0.42,0.56,11.53,74.6757,2.82,1.54,1517,利奇,1398164,1208031,15.74,53725,41619,67984
1519,-1317,580086,263557,120.1,2059024,2.82,1.3,13.18,38.4859,1.33,0.44,1519,華城,4576168,3843323,19.07,728215,337954,1804
1521,23400,109753,105215,4.31,762300,1.44,1.38,16.72,50.7581,1.2,0.63,1521,大億,2354139,2525465,-6.78,87727,90733,36217
1522,-147266,384213,117291,227.57,2610683,1.51,0.47,17.67,40.4075,1.17,0.83,1522,堤維西,6201401,5605467,10.63,504859,283479,-53980
1523,8159,129864,81182,59.97,1592610,0.82,0.51,20.43,50.4183,1.14,0.71,1523,開億,4009221,3664332,9.41,11545,33919,139449
1524,18776,70873,88640,-20.04,1568768,0.47,0.58,13.81,37.6975,0.78,0.38,1524,耿鼎,2297530,2046376,12.27,71568,95927,3374
1525,62816,67275,103037,-34.71,609783,1.1,1.69,25.89,74.8741,1.98,0.57,1525,江申,719310,1020042,-29.48,-20784,35197,88459
1526,13394,-44779,-45834,,628970,-0.71,-0.82,6.2,43.5811,0.75,0.32,1526,日馳,358288,335556,6.77,931,-62991,-18079
1527,135716,559146,734697,-23.89,1862196,3.04,3.95,19.76,34.2391,1.4,0.31,1527,鑽全,2716211,2887471,-5.93,733996,840317,-3660
1528,3205,189519,160704,17.93,1200000,1.83,1.64,15.19,57.335,2.17,1.3,1528,恩德,2159118,2266249,-4.73,157919,200178,62187
1529,-50322,-156481,-19467,,1597089,-0.98,-0.16,10.12,61.7247,2.26,0.5,1529,樂士,706225,1259112,-43.91,-115544,35419,-40937
1530,57228,388813,302211,28.66,783565,5.06,4.19,22.77,60.136,1.6,0.62,1530,亞崴,2513093,2199529,14.26,436912,331591,74900
1531,133840,310403,189268,64,1694956,1.83,1.12,20.8,66.8312,2.23,1.76,1531,高林股,3174511,2344394,35.41,226932,125894,184897
1533,76501,187427,256027,-26.79,964072,1.94,2.66,19.78,50.2455,1.78,0.98,1533,車王電,1606077,1791119,-10.33,210072,239353,38248
1535,42736,140384,124615,12.65,901474,1.56,1.38,14.27,59.0425,2.04,1.26,1535,中宇,2525041,2018414,25.1,148387,91316,32210
1536,-35120,202142,176623,14.45,1199664,1.71,1.55,16.45,37.0452,1.22,0.83,1536,和大,1705238,1503705,13.4,293300,269201,-38226
1537,91943,98027,66299,47.86,660000,1.49,1,17.26,59.2575,1.46,0.98,1537,廣隆,1532190,938401,63.28,82693,-6901,31462
1538,-49877,-234063,120293,,1346987,-1.8,0.94,13.46,39.2879,0.88,0.61,1538,正峰工,3756849,4323776,-13.11,-253834,188361,891
1539,1407,77089,9635,700.09,643900,1.2,0.15,12.52,41.7999,1.35,0.65,1539,巨庭,1617653,1355760,19.32,97604,11581,7111
1540,14545,241055,167045,44.31,743249,3.49,2.42,16.79,64.2493,3.01,0.99,1540,喬福,1381434,1100361,25.54,300568,202180,12119
1541,18377,66201,5378,+++++,683646,0.97,0.08,11.72,53.5129,1.24,0.85,1541,錩泰,1369902,943908,45.13,74936,-17054,11362
1560,-2467,343237,516626,-33.56,1335000,2.57,3.87,26.38,58.5383,1.17,0.72,1560,中砂,2695960,2579824,4.5,399345,593053,-6932
4526,352027,388327,718166,-45.93,1617018,2.4,4.99,22.21,53.2654,1.63,1.02,4526,東台,3970473,4022835,-1.3,412304,473413,119765
4532,180619,455433,214461,112.36,3645960,1.3,0.61,14.28,87.659,2.84,2.06,4532,瑞智,1405932,1571654,-10.54,33572,37142,366787
6605,69189,1203966,1003376,19.99,1604810,7.52,6.4,42.94,58.7104,1.03,0.73,6605,帝寶,6141442,5059343,21.39,1437438,1264969,57051
06,4584024,4729533,10733322,-55.94,75428316,0.64,1.46,16.2358507547463,63.1592771494672,1.70108453032179,0.845374746762101,06,電器電纜類,130312916,106155229,22.76,2610226,6488264,2928757
1603,-59950,114744,40325,184.55,3423000,0.4,0.14,12.64,47.4157,0.85,0.28,1603,華電,2217904,1960722,13.12,136519,107749,-4559
1605,3322382,1474051,7126435,-79.32,32443143,0.46,2.24,19.31,71.7632,1.8,0.88,1605,華新,60050447,44058111,36.3,797548,4085157,1161503
1606,-98724,530533,339577,56.23,8755433,0.64,0.44,11.82,39.9927,1.71,1.18,1606,歌林,15246757,11098746,37.37,674257,444865,-63550
1608,348950,1064879,887226,20.02,6327735,1.81,1.49,14.79,73.6945,3.07,0.85,1608,華榮,11271148,9459505,19.15,82623,362763,976924
1609,309860,24266,527834,-95.4,5914187,0.04,1.16,13.43,59.7201,1.75,0.7,1609,大亞,8324093,8093286,2.85,-98908,225626,85235
1611,315035,252380,398802,-36.72,3817175,0.66,1.04,14.26,83.6612,2.78,1.58,1611,中電,2260115,2251580,0.38,69570,99076,202223
1612,98696,725306,494624,46.64,3298631,2.2,1.5,18.33,82.3789,2.86,1.73,1612,宏泰,5734792,5242335,9.39,306087,363986,622479
1613,128861,242735,40821,494.63,2000000,1.21,0.2,8.04,22.3181,0.52,0.33,1613,台一,4236438,3710420,14.18,97072,-111462,146987
1614,110150,325245,401759,-19.04,3166040,1.07,1.32,18.17,79.0341,4.92,0.89,1614,三洋電,5632643,6052321,-6.93,245075,438597,132237
1615,-47896,119044,104055,14.4,968500,1.23,1.07,12.44,52.9139,2,0.88,1615,大山,3230129,2439521,32.41,174768,169642,-23675
1616,183809,-130872,197191,,1846952,-0.76,1.48,12.56,49.6449,1.23,0.48,1616,億泰,3793153,3221176,17.76,66675,60356,-238473
1617,-18972,1528,99899,-98.47,1174881,0.01,0.88,13.66,37.0726,1.19,1.01,1617,榮星,5519874,5625199,-1.87,108867,129958,-93586
1618,-8177,-14306,74774,,2292639,-0.06,0.33,14.4,63.2913,1,0.37,1618,合機,2795423,2942307,-4.99,-49927,111951,25012
08,1125107,3091393,2735066,13.03,27598674,1.04,0.92,17.3069810666325,82.3070325756356,2.90642719204084,1.92265727483723,08,玻璃陶瓷類,18401137,17301991,6.35,1524409,2277622,2199888
1802,865686,2593655,2034149,27.51,18055760,1.44,1.13,21.2073,91.0536,5.82,4.34,1802,台玻,11714783,10856892,7.9,1063950,1667463,1979705
1805,235076,-17600,194725,,531250,-0.33,0.46,6.2359,31.1402,1.09,0.35,1805,凱聚,304399,188998,61.06,-28498,-40351,10898
1806,50552,373380,273140,36.7,3153754,1.18,0.94,13.6364,66.0775,1.97,1.04,1806,冠軍,2052260,1924879,6.62,306139,324052,151377
1809,10612,81410,75520,7.8,1668425,0.49,0.45,13.6532,61.6744,1.24,0.77,1809,中釉,1916646,1831636,4.64,87843,96551,18250
1810,-36819,60548,157532,-61.56,4189485,0.14,0.38,14.899,67.9253,1.41,0.62,1810,和成,2413049,2499586,-3.46,94975,229907,39658
09,1707856,2638439,2065040,27.77,45153151,0.59,0.46,14.8697035210009,63.8180875528258,1.61157654603915,0.69625534965271,09,造紙類,47525825,43375868,9.57,504847,608588,2206867
1902,42131,206650,14646,+++++,3357675,0.63,0.05,15.97,59.7881,1.18,0.34,1902,台紙,3759006,3164029,18.8,253918,-27485,-47268
1903,-3370,307934,-243164,,2600391,1.18,-0.94,19.04,78.8268,1.07,0.08,1903,士紙,1263912,1019606,23.96,-199607,-239794,507541
1904,251174,448847,652082,-31.17,10703498,0.42,0.61,14.56,58.6057,1.9,0.78,1904,正隆,17013243,16114901,5.57,207331,515292,291047
1905,201706,664379,301054,120.68,5984401,1.11,0.5,15.1,84.6197,5.49,2.19,1905,華紙,4952315,4467959,10.84,232545,146674,457964
1906,60256,51287,60767,-15.6,1510000,0.35,0.42,12.83,71.4897,0.55,0.46,1906,寶隆,1015452,990014,2.57,2968,839,49212
1907,948506,696265,861898,-19.22,15723126,0.44,0.55,13.26,58.6879,1.43,0.69,1907,永豐餘,15145539,13780756,9.9,-241757,-118573,898022
1909,207453,263077,417757,-37.03,5274060,0.51,0.92,16.47,65.3642,1.13,0.88,1909,榮成,4376358,3838603,14.01,249449,331635,50349
10,8905394,54273397,43881949,23.68,219549334,2.6,2.1,17.9811287746194,66.9839498139263,1.54571219343989,0.540230013571948,10,鋼鐵類,415607595,350938515,18.43,57161791,44990771,10367835
1532,497502,400694,600668,-33.29,2387415,1.7,3.04,23.09,46.0612,1.08,0.3,1532,勤美,4303629,4761413,-9.61,66667,180016,339347
2002,8078129,38316296,26668762,43.67,115352910,3.36,2.33,18.36,78.3025,2.06,0.73,2002,中鋼,152249154,127593137,19.32,37329667,24236806,9347810
2006,-59549,3250727,2463547,31.95,9374474,3.63,3.17,21.22,67.0991,1.41,0.56,2006,東鋼,29424680,24532274,19.94,4019591,3342681,210978
2007,-221461,-128215,-454901,,7320572,-0.19,-0.92,7.46,39.6103,0.35,0.1,2007,燁興,8487932,6625301,28.11,153481,-215977,-235797
2008,-43560,249594,-290131,,4238266,0.65,-0.75,6.53,22.2873,0.44,0.17,2008,高興昌,8259260,7708076,7.15,-258221,-245116,513758
2009,50441,423622,702698,-39.71,3596222,1.18,1.95,12.91,69.5727,2.36,0.75,2009,第一銅,6490358,5767974,12.52,308405,779488,190542
2010,246955,357156,591433,-39.61,5539741,0.64,1.07,16.14,53.1019,1.57,0.72,2010,春源,12613004,12795781,-1.43,372740,500046,91419
2012,2318,100787,178800,-43.63,2877740,0.41,0.72,14.06,59.5503,1.77,0.43,2012,春雨,2812877,2702017,4.1,172499,231593,-41978
2013,145107,177472,175071,1.37,1609038,1.15,1.14,19.95,36.3425,1.11,0.3,2013,中鋼構,7532900,6351847,18.59,83245,33094,131910
2014,-226809,2165611,4695172,-53.88,12845706,1.69,3.66,12.66,51.0889,1.12,0.18,2014,中鴻,34452713,34110174,1,2908658,5409161,26645
2015,258587,2012737,1989845,1.15,5668325,3.55,3.51,23.75,64.4562,1.38,0.35,2015,豐興,23019090,18748548,22.78,2353868,2390775,322486
2017,-61862,-604823,-29868,,4507940,-1.55,-0.08,10.53,61.9327,0.9,0.22,2017,官田鋼,3930741,3663555,7.29,-143998,31734,-460413
2020,64215,677250,282922,139.38,1838706,4.07,1.74,20.88,59.3478,2.42,0.78,2020,美亞,6311482,4323251,45.99,708371,236196,12838
2022,-94262,-51294,-193887,,4550084,-0.11,-0.43,12.39,68.1607,1.53,0.92,2022,聚亨,742436,1114809,-33.4,-47871,-129003,-24596
2023,-272299,1488797,1482417,0.43,13896708,1.07,1.1,18.28,70.753,1.48,0.64,2023,燁輝,29655770,25289912,17.26,2005042,2244737,-74321
2024,106340,-4325,118895,,1118500,-0.04,1.23,10.24,52.707,1.13,0.44,2024,志聯,1075564,1043728,3.05,28661,14623,-30918
2025,8643,130939,201738,-35.09,3228341,0.47,0.72,12.36,85.4468,2,0.3,2025,千興,6969470,6186367,12.66,126172,234989,34578
2027,281112,1996382,1245004,60.35,4000374,5.27,3.86,25.64,49.1919,2.04,1.23,2027,大成鋼,11470093,10379854,10.5,3022908,1622667,-238001
2028,-153568,222302,252573,-11.99,2650000,0.84,0.96,8.24,27.877,0.74,0.22,2028,威致,7218285,6626430,8.93,409788,388760,-120819
2029,7502,626795,1025901,-38.9,3211800,1.95,3.19,24.11,82.087,4.41,0.99,2029,盛餘,15863840,13264148,19.6,758711,1281004,49515
