stock,稅後純益,102年1-12月,增減,期末股本,稅後純益,102年1-12月,每股淨值,淨值佔總資產,流動比率,速動比率,稅前純益,102年1-12月,增減,公司,,營業收入,102年1-12月,增減,營業利益,102年1-12月,營業外,102年1-12月
03,66808069,87966842,-24.05,304738999,1.71,2.22,35.62,57.6562305272904,2.56462870040137,1.93160348567019,79727130,106061298,-24.83,03,塑膠類,1259874139,1274638259,-1.16,24288497,49483974,55438633,56577324
1301,17993434,20715841,-13.14,63657408,2.83,3.25,44.91,66.3188459843193,3.34153208827191,2.7582071849985,20551553,23164498,-11.28,1301,台塑,216589040,215424768,0.54,5514853,4580331,15036700,18584167
1303,31785279,25271588,25.77,79308216,4.01,3.19,40.28,59.9758517166515,2.95377217843527,2.21102540227906,34516098,30957463,11.5,1303,南亞,325473146,311005289,4.65,10991188,14812143,23524910,16145320
1304,640838,817164,-21.58,11426024,0.62,0.79,16.81,29.6515873291541,1.98571909436173,1.41458649142812,877352,2105006,-58.32,1304,台聚,59704563,58678881,1.75,347551,1359569,529801,745437
1305,118906,753119,-84.21,4683034,0.25,1.61,12.41,51.1361839090166,2.13443470788661,1.22904047721346,154492,1003347,-84.6,1305,華夏,14559831,14191319,2.6,96309,910443,58183,92904
1307,969759,798829,21.4,3749817,2.59,2.13,20.82,57.7079515229729,2.59330352689189,1.89992621830569,1177898,1027659,14.62,1307,三芳,11191138,10488145,6.7,1133737,957953,44161,69706
1308,499933,536855,-6.88,4696769,1.06,1.14,19.28,89.7656224439313,4.72515635705305,3.27585301336682,583913,605957,-3.64,1308,亞聚,5566285,5804229,-4.1,407767,279257,176146,326700
1309,-631186,17383,,3276518,-1.93,0.05,10.59,31.5714036589662,1.34418389234758,1.00758992259518,-638210,14874,,1309,台達化,20933816,21438961,-2.36,-647947,-171348,9737,186222
1310,-38456,1085976,,5278698,-0.07,2.05,10.16,57.0339690511128,1.32095025251759,0.984924589697881,-406619,955665,,1310,台苯,17028183,20350867,-16.33,-489575,1053784,82956,-98119
1312,292518,1950675,-85,9266203,0.31,2.15,16.96,63.8637163802773,1.72392499992598,0.899288596724101,753928,2608287,-71.09,1312,國喬,24340264,26288575,-7.41,443861,2025273,310067,583014
1313,-243252,597975,,11598514,-0.21,0.52,16.3,43.251426334011,1.57535389723601,1.14170545680791,-396604,653641,,1313,聯成,53282098,51599106,3.26,-390827,-161021,-5777,814662
1314,304449,5275719,-94.23,23199897,0.13,2.27,22.93,68.6969518877534,3.20509749565538,2.47895328383531,352591,5319661,-93.37,1314,中石化,33249482,35338541,-5.91,-2174632,-1797017,2527223,7116678
1315,235661,173786,35.6,1980000,1.16,0.82,37.53,77.6363006746412,4.11915805128601,3.30076355649597,270412,181632,48.88,1315,達新,2989773,3388796,-11.77,92185,61110,178227,120522
1319,909886,1346842,-32.44,5914771,1.54,2.28,28.62,48.92762057055,1.1731126323034,0.754739387009066,1200009,1698445,-29.35,1319,東陽,21141658,19616358,7.78,1088385,1391851,111624,306594
1321,-145025,13209,,2272283,-0.66,0.06,22.46,50.905201090867,1.32901696597747,0.65882009832514,-144782,40011,,1321,大洋,5365933,5889757,-8.89,-174569,-19261,29787,59272
1323,273626,239659,14.17,912745,3.01,2.64,19.02,44.7208919680488,3.03273571248396,1.87780211886248,480636,441949,8.75,1323,永裕,3471411,3289477,5.53,473970,440501,6666,1448
1324,43053,43504,-1.04,751219,0.57,0.58,12.77,72.8595854009633,3.32999228989977,2.51331475001483,52047,54132,-3.85,1324,地球,1447397,1488301,-2.75,38670,48877,13377,5255
1325,58797,72441,-18.83,1003308,0.58,0.72,18.02,87.3528270870137,17.2315258679317,13.6397564980842,71248,88601,-19.59,1325,恆大,1205434,1089403,10.65,29050,64239,42198,24362
1326,10530288,24863645,-57.65,58611863,1.8,4.25,47.55,52.3536763484549,2.47555144445436,1.86979892693904,15694432,30306827,-48.21,1326,台化,401453739,427999934,-6.2,4045747,18978236,11648685,11328591
1337,1133135,1287222,-11.97,2498291,4.54,5.15,40.46,86.7473641459304,2.94182902657441,2.30227787445496,1530465,1905759,-19.69,1337,F-再生,5381767,7180937,-25.05,1416900,1951437,113565,-45678
1339,301332,219488,37.29,659259,4.57,3.33,28.46,61.4491687542925,0.926136658732845,0.583058873254067,378357,270809,39.71,1339,昭輝,1439884,1222786,17.75,345200,235022,33157,35787
1340,934256,701379,33.2,883794,10.6,9.17,57.31,88.8628133920991,8.60316473652166,8.560457688225,1108580,839935,31.98,1340,F-勝悅,3094505,2673657,15.74,1028906,853708,79674,-13773
1715,695983,443629,56.88,3983122,1.77,1.38,17.76,57.2899087112991,2.49179531878601,1.76972058830724,900217,646298,39.29,1715,萬洲,10970682,10571692,3.77,332382,550013,567835,96285
4306,144855,740914,-80.45,5127246,0.28,1.53,16.06,23.1291943904934,1.39302670136167,0.59313173287494,659117,1170842,-43.71,4306,炎洲,19994110,19618480,1.91,339386,1078874,319731,91968
04,23654266,25946519,-8.83,196169660,0.72,0.73,22.27,44.5637861774823,1.29032749279332,0.536276748604668,37302406,39701070,-6.04,04,紡織纖維類,542554126,544117570,-0.29,21785255,25106936,15517151,14594134
1402,11033421,13215754,-16.51,52479168,2.25,2.69,38.02,40.1729169516437,1.11351973794461,0.745528485598135,21598059,23877315,-9.55,1402,遠東新,235506639,238840657,-1.4,11873265,13431811,9724794,10445504
1409,1365358,1152261,18.49,16634613,0.81,0.65,15.64,19.8742142363911,1.08026544088954,,2036015,1973383,3.17,1409,新纖,44350318,42251225,4.97,2036015,1973383,,
1410,104126,96980,7.37,720000,1.21,1.08,16.21,77.5456742079283,6.98441727997305,6.60792612948398,135361,113204,19.57,1410,南染,637513,603295,5.67,124080,104327,11281,8877
1413,-245728,-297922,,1021124,-2.44,-2.95,6.35,22.9424024231246,0.649095642165994,0.165836555800565,-245757,-295151,,1413,宏洲,3511555,4669071,-24.79,-226621,-282587,-19136,-12564
1414,45869,136272,-66.34,2200000,0.21,0.62,14.42,65.5418828719164,1.03148229880903,0.483149087109483,45654,129114,-64.64,1414,東和,1312550,1340591,-2.09,5334,98143,40320,30971
1416,485408,62577,675.7,2933557,1.68,0.19,18.6,49.360764005277,1.2937652561878,0.200094209315206,532296,116649,356.32,1416,廣豐,1161919,330772,251.27,-16401,-164197,548697,280846
1417,29101,16629,75,3798837,0.08,0.04,12.71,74.0591910560782,2.63737638751532,1.29400133846481,19923,32223,-38.17,1417,嘉裕,3286766,3315949,-0.88,-189485,-119043,209408,151266
1418,-160144,-122348,,1319276,-1.32,-1.01,5.83,34.6543830865811,0.586586727881176,0.128155857964755,-157239,-118692,,1418,東華,2008921,2146324,-6.4,-185241,-143314,28002,24622
1419,104282,164396,-36.57,3000413,0.35,0.55,24.46,63.7358893922539,0.509047128667595,0.407111709717822,107986,167995,-35.72,1419,新紡,1176182,1005646,16.96,-23037,-33139,131023,201134
1423,-74649,-3727,,1750000,-0.43,-0.02,15.1,91.1085162473994,72.0677235729106,37.7445869021652,-51028,-22391,,1423,利華,689868,821890,-16.06,-50716,-7278,-312,-15113
1432,-142195,-114414,,1639899,-0.87,-0.87,13.51,61.6284183233874,1.84515424326577,0.671605604951137,-61655,-75138,,1432,大魯閣,131832,122707,7.44,-167118,-138701,105463,63563
1434,3518374,2129053,65.26,16846646,2.09,1.27,29.26,65.7230085409378,1.9782371245039,1.14874885631604,4171939,2659932,56.84,1434,福懋,48191112,47461892,1.54,2896544,2018290,1275395,641642
1439,769,1635,-52.97,920000,0.01,0.02,22.06,92.4436774761825,88.4157901249845,87.3706843212474,929,2025,-54.12,1439,中和,423790,449636,-5.75,-14636,-19831,15565,21856
1440,474995,1212397,-60.82,16404118,0.29,0.74,15.32,63.3542313703498,1.29684073122027,0.638089658042792,531952,1593733,-66.62,1440,南紡,20764981,21549291,-3.64,214879,1235087,317073,358646
1441,-194550,-12204,,917531,-2.17,-0.14,9.86,31.5623960030984,0.973834113207351,0.437353003369004,-195915,-12286,,1441,大東,1662336,1330597,24.93,-230331,-58969,34416,46683
1443,-203988,-82550,,1353430,-1.51,-0.61,9.8,26.6240986463805,0.607440129970776,0.205930663445055,-237319,-173355,,1443,立益,1746387,2273592,-23.19,-257537,-171202,20218,-2153
1444,216818,640498,-66.15,9573029,0.23,0.68,12.08,71.5767755975356,1.59491475201914,0.929076811251353,286527,722841,-60.36,1444,力麗,11532919,12367729,-6.75,-54289,165895,340816,556946
1445,29064,65288,-55.48,1386670,0.21,0.47,13.53,83.7970994813228,7.46344600187439,3.41333689056717,30049,66750,-54.98,1445,大宇,1908684,2087412,-8.56,9364,44661,20685,22089
1446,13270,-11436,,1386215,0.1,-0.08,13.67,50.4559536720403,11.7276684788986,1.11939218523878,21607,-6720,,1446,宏和,840025,770879,8.97,3433,-17894,18174,11174
1447,348239,1003479,-65.3,8709402,0.42,1.22,12.72,57.7469773330724,1.36946785207468,0.774614243559321,413017,1225861,-66.31,1447,力鵬,22363188,26503193,-15.62,47283,786475,365734,439386
1449,52571,-145864,,1200000,0.46,-1.89,9.55,22.0538832708242,1.2189684184939,0.611705590771652,25525,-130275,,1449,佳和,3455795,3721136,-7.13,-368249,-193520,393774,63245
1451,699992,797029,-12.17,4000000,1.75,1.89,25.38,72.804966948024,3.56375657831337,1.84246787526648,891942,932733,-4.37,1451,年興,13213126,13877507,-4.79,293857,743041,598085,189692
1452,173731,136958,26.85,1326414,1.31,1.03,16.48,91.4487353731175,9.87166317404227,4.71733711358562,197787,171054,15.63,1452,宏益,2119911,2153516,-1.56,150987,94349,46800,76705
1453,-46643,19586,,879164,-0.54,0.23,10.76,72.9195563591224,3.10660291936342,0.381972948500682,-44522,23485,,1453,大將,233413,296319,-21.23,-58339,13218,13817,10267
1454,68543,36635,87.1,1403098,0.52,0.28,12.42,75.9031462103578,3.01158780738349,1.42621223873713,74004,41948,76.42,1454,台富,2108199,2076865,1.51,49498,27034,24506,14914
1455,57318,367330,-84.4,6117634,0.09,0.6,12.21,59.8978590014663,1.42166707334189,0.656022064120356,85510,406207,-78.95,1455,集盛,18172168,18274707,-0.56,-28293,165031,113803,241176
1456,-1119344,15431,,2130000,-5.33,0.09,4.55,22.7527461842764,1.40096958473153,0.176373355168759,-1121535,7886,,1456,怡華,908525,838805,8.31,-95814,45308,-1025721,-37422
1457,88140,181586,-51.46,3351640,0.34,0.69,13.9,43.0522374490136,1.44717895868121,1.02391112974931,108327,197776,-45.23,1457,宜進,4418058,4511335,-2.07,127578,20728,-19251,177048
1459,175928,176168,-0.14,3586289,0.56,0.56,12.64,50.6654821759251,1.63889198742708,1.44085235154364,207977,197240,5.44,1459,聯發,4068018,4088511,-0.5,4106,-67158,203871,264398
1460,373954,229727,62.78,4711891,0.85,0.53,10.93,53.6650892979727,1.76678838017959,0.554842475124231,439507,229911,91.16,1460,宏遠,8158215,7642799,6.74,322623,213650,116884,16261
1463,102311,54017,89.41,1732684,0.63,0.33,11.94,59.1759037015195,1.97810800754896,0.692167278563007,63083,69172,-8.8,1463,強盛,534742,506693,5.54,25565,-22634,37518,91806
1464,895101,-38605,,2168960,4.14,-0.18,15.1,40.8097844215885,1.18397791858934,0.664746972783876,898583,-33037,,1464,得力,5684574,4589039,23.87,226,-77895,898357,44858
1465,108303,104436,3.7,1036073,1.05,1.01,17.74,62.1208337290066,4.48006359477138,2.31990777048613,172141,158617,8.53,1465,偉全,2697559,2650723,1.77,91691,108303,80450,50314
1466,54005,98279,-45.05,1111519,0.52,1.02,17.1,55.213737068426,2.20415950498453,1.02467647678506,64685,111848,-42.17,1466,聚隆,5011570,5230464,-4.18,15414,99552,49271,12296
1467,111589,168707,-33.86,2102622,0.57,1,12.04,34.9674313749807,1.94776325669051,1.23779035939471,124376,178223,-30.21,1467,南緯,7185601,7239346,-0.74,130894,162989,-6518,15234
1468,-57708,-47741,,1604053,-0.36,-0.3,7.41,47.6472138126907,2.21437850953951,0.46142324912228,-66417,-49088,,1468,昶和,588336,766219,-23.22,-80368,-49425,13951,337
1469,-67,7535,,1246000,(<<<<<),0.06,14.06,83.028741788399,2.50211510113156,1.4333390376515,-405,10188,,1469,理隆,474885,515311,-7.84,-9260,-7354,8855,17542
1470,66367,29300,126.51,857670,0.77,0.34,11.08,84.8965650910643,4.59493737122674,1.94688164306505,80162,36758,118.08,1470,大統染,744311,669101,11.24,72780,31451,7382,5307
1472,-61835,-90313,,716500,-0.89,-1.37,5.24,36.0436480069719,0.596497456108246,0.347381417259508,-63941,-107129,,1472,三洋紡,981564,882072,11.28,-59658,-95768,-4283,-11361
1473,141248,235351,-39.98,1468590,0.97,1.62,28.23,49.5192261400401,2.10069768911926,1.41809873845237,-33490,54263,,1473,台南,9137371,9333749,-2.1,-509035,37270,475545,16993
1474,56930,71279,-20.13,1298970,0.44,0.54,13.75,51.7547059227427,1.31241346244032,0.711886251522504,73756,82522,-10.62,1474,弘裕,3533648,3599559,-1.83,31045,-7254,42711,89776
1475,-41366,-77527,,525168,-0.79,-1.48,5.77,49.9434925864909,0.428300822522121,0.207606154744165,-73309,-155320,,1475,本盟,221131,221673,-0.24,-72295,-103230,-1014,-52090
1476,3003519,2738095,9.69,2609874,11.51,10.49,36.31,63.5034702916953,1.58980985912855,0.914286694278624,3738406,3318179,12.66,1476,儒鴻,20842752,18141803,14.89,3507127,3290391,231279,27788
1477,1705256,1341006,27.16,1909695,9.62,8.02,42.98,68.4281122164189,1.97960387962918,0.835214478787166,2094872,1646309,27.25,1477,聚陽,20888798,17910935,16.63,2087040,1624290,7832,22019
4414,29392,89845,-67.29,1315072,0.27,1.24,12.66,55.0584101412198,1.7904958872344,0.955444152852343,62619,90245,-30.61,4414,如興,2584212,2942660,-12.18,56726,124036,5893,-33791
4426,269191,195651,37.59,766152,3.51,2.82,18.8,64.9204877006736,2.2707552972967,1.68062985379571,320362,234063,36.87,4426,利勤,1380159,1194375,15.55,304624,228616,15738,5447
05,27186101,19728239,37.8,117315644,3.43,2.69,22.43,38.8762357236328,1.34100284471431,0.840744507406514,33752119,24136768,39.84,05,電機機械類,432854577,406389500,6.51,29886854,21520329,3865265,2616439
1503,1267797,1172687,8.11,5209722,2.43,2.25,40.5,61.7624760221586,1.45417440904414,0.907805006824718,1657562,1543821,7.37,1503,士電,19802928,19641848,0.82,1261894,761309,395668,782512
1504,4066924,3759872,8.17,20026929,2.06,2.01,24.86,59.4696516139998,2.38586223380705,1.68992065874182,5703935,5403484,5.56,1504,東元,53820604,56618537,-4.94,4396971,4625594,1306964,777890
1506,13052,-83802,,1222516,0.11,-0.69,10.13,52.2244051406675,1.54208987156244,0.726002181146283,9151,-92902,,1506,正道,1566405,1433888,9.24,30899,-82691,-21748,-10211
1507,2021698,1713497,17.99,4108200,4.95,4.19,28.58,37.2401537070971,1.25146827073779,0.552122451777421,2868894,2241676,27.98,1507,永大,23875782,19914341,19.89,2688951,2075116,179943,166560
1512,-237172,-123114,,1818025,-1.3,-0.68,9.68,30.169694408152,1.10978624545305,0.656920957956948,-175195,-47915,,1512,瑞利,3936329,3717543,5.89,-162672,-41169,-12523,-6746
1513,680911,588060,15.79,4200000,1.5,1.25,18.05,52.3827891651617,1.65160377575654,0.807041312709365,857360,743055,15.38,1513,中興電,11320757,10095327,12.14,655492,588663,201868,154392
1514,108635,69647,55.98,2010670,0.55,0.36,13.45,56.6062304286451,1.80050206082809,1.37439091315785,115865,66095,75.3,1514,亞力,3403124,3457016,-1.56,61361,66633,54504,-538
1515,147866,206812,-28.5,1814735,0.81,1.14,12.91,40.9871808356757,1.03368501369767,0.769591870947357,173534,216278,-19.76,1515,力山,3606265,3287008,9.71,120364,50063,53170,166215
1517,231047,345245,-33.08,2278250,1.01,1.52,15.66,60.6158579391745,3.86729196813055,3.1084969713171,364660,531455,-31.38,1517,利奇,3882822,3876161,0.17,240837,292596,123823,238859
1519,259912,114480,127.04,2610585,1,0.44,12.05,47.0751839829091,1.70324297495008,1.0734701937195,325660,144353,125.6,1519,華城,5123371,4450349,15.12,327365,120077,-1705,24276
1521,373453,306380,21.89,762300,4.9,4.02,22.18,49.5590608733675,1.37850511517851,0.812066949683346,453396,367306,23.44,1521,大億,4962422,4203616,18.05,389261,270135,64135,97171
1522,512023,63383,707.82,3128979,1.64,0.2,17.85,25.0217741910116,1.08431139861406,0.516096678974153,1003836,309471,224.37,1522,堤維西,18762443,16496008,13.74,732538,466659,271298,-157188
1524,6567,-49317,,1796852,0.04,-0.3,11.49,42.4222336527772,1.056329314434,0.604453517997788,8660,-53173,,1524,耿鼎,2474247,2476745,-0.1,15916,-29773,-7256,-23400
1525,319590,297441,7.45,692454,4.62,4.3,44.85,81.3217760940711,1.52480102623442,0.555707237162861,356304,364460,-2.24,1525,江申,1185714,1226363,-3.31,22665,30750,333639,333710
1526,54305,35005,55.13,500000,1.09,0.7,10.76,51.4774842685472,2.53630243918817,1.20155617854925,61016,39040,56.29,1526,日馳,756001,707572,6.84,56585,37288,4431,1752
1527,967721,525109,84.29,1532896,6.31,3.43,20.87,24.1221355626628,1.23844551253923,0.40049730623148,1167877,642275,81.83,1527,鑽全,3143228,2704722,16.21,598462,414297,569415,227978
1528,17442,107816,-83.82,1470000,0.12,0.73,13.87,44.673726460204,1.8482822093305,1.056620411114,42419,126056,-66.35,1528,恩德,3268623,3164908,3.28,-31118,66357,73537,59699
1529,-66000,-83242,,2997089,-0.25,-0.33,1.67,79.8064841812921,1.18139177305945,0.982447350690185,-28128,-80118,,1529,樂士,105626,125683,-15.96,-45685,-60987,17557,-19131
1530,272871,235978,15.63,919945,2.97,2.57,27.45,39.5805259273041,1.32951982463094,0.747717023639617,361838,298939,21.04,1530,亞崴,3913307,2992668,30.76,308360,233598,53478,65341
1531,202050,283438,-28.71,1931511,1.05,1.47,22.81,76.8705604701282,4.09042696094851,3.13372896605416,212359,398674,-46.73,1531,高林股,2777856,3019440,-8,100953,273222,111406,125452
1533,227978,200283,13.83,964152,2.41,2.11,23.81,51.3279662416392,1.92714242395107,1.20068997558662,313230,295084,6.15,1533,車王電,2657647,2333259,13.9,307271,214669,5959,80415
1535,680646,614803,10.71,1237426,5.5,5.06,29.41,49.1814652957097,1.74064187026558,0.961917625255511,857530,748589,14.55,1535,中宇,10351517,10260709,0.89,534995,535361,322535,213228
1536,711673,430542,65.3,2349565,3.06,2.23,13.8,44.1285085663486,1.58691332732068,0.909123434323859,865626,513970,68.42,1536,和大,4236498,3723553,13.78,761213,462549,104413,51421
1537,659721,572911,15.15,815854,8.09,7.02,37.2,71.3647891559254,3.38447643145601,1.50670330836559,897683,752663,19.27,1537,廣隆,6765833,5694779,18.81,840972,710597,56711,42066
1538,-53203,-463348,,831358,-0.64,-2.83,9.76,39.7375212934051,1.30676438422524,0.346044689757761,-53203,-466624,,1538,正峰新,865699,776387,11.5,-89467,-215479,36264,-251145
1539,131358,90380,45.34,653700,2.01,1.38,12.64,42.709238429543,1.45227518369047,0.697297444694543,169589,111330,52.33,1539,巨庭,2503519,1953524,28.15,131048,86272,38541,25058
1540,198550,117513,68.96,854736,2.5,1.48,17.97,77.5999364342672,3.64952468685628,2.51111708184598,232124,136979,69.46,1540,喬福,1129632,938979,20.3,160373,106766,71751,30213
1541,162324,-22759,,788000,2.06,-0.29,13.2,49.6009504154492,1.37699125912295,0.964384434844988,195450,-36266,,1541,錩泰,2688034,1838154,46.24,139588,-40469,55862,4203
1558,829346,708132,17.12,605526,13.7,13.05,66.76,73.7292072363003,3.17157897737849,2.63039858055882,1076779,922495,16.72,1558,伸興,6246366,5555076,12.44,943106,856518,133673,65977
1560,653437,526055,24.21,1410000,4.63,3.73,27.18,72.5719579573655,2.0075594083925,1.14102687737636,822421,642997,27.9,1560,中砂,4354824,4062397,7.2,856014,729442,-33593,-86445
1568,116967,85442,36.9,1030865,1.18,0.93,13.82,47.4434948710716,1.30553685393634,0.742992456910542,147595,113826,29.67,1568,倉佑,2238880,1815350,23.33,145263,105706,2332,8120
1583,685834,390078,75.82,1000323,6.88,3.92,34.11,28.9578581416357,1.30699286933788,0.704961301741477,1097905,680676,61.3,1583,程泰,7817221,5882764,32.88,898287,583495,199618,97181
1589,1002164,541119,85.2,1048890,9.78,5.36,75.67,67.9641830204157,3.25350859203597,2.38820341127625,1321077,729576,81.07,1589,F-永冠,7206294,5899431,22.15,1348859,861908,-27782,-132332
1590,1770731,1710158,3.54,1705000,10.39,10.55,58.1,52.3079757647244,1.11919475497468,0.813043093174333,2388542,2366757,0.92,1590,F-亞德,8378961,7300291,14.78,2388918,2194751,-376,172006
1592,167930,397592,-57.76,1004333,1.83,4.76,30.24,51.3961244834582,1.42983645341148,0.574060321510929,251759,466915,-46.08,1592,F-英瑞,4798743,4308557,11.38,327706,572964,-75947,-106049
2049,2404906,2021585,18.96,2614354,9.2,7.73,49.45,42.575180863508,1.29867647669851,0.812423991696417,2910942,2504310,16.24,2049,上銀,15087336,12442866,21.25,2847835,2368870,63107,135440
2228,486565,333135,46.06,717050,6.79,5.09,36.22,78.2699448515839,3.65362610174733,2.40898498258125,624326,456770,36.68,2228,劍麟,3506989,3020479,16.11,569476,396852,54850,59918
2231,745253,363841,104.83,723953,10.43,5.22,27.07,79.8781991473696,3.40701594801057,2.49477752434742,880519,430804,104.39,2231,為升,2155184,1498942,43.78,821002,412306,59517,18498
2371,363539,-1611408,,23395367,0.16,-0.7,15.15,16.0721218043805,0.916898676273676,0.631149761308929,-2405164,-4944175,,2371,大同,112609278,112926870,-0.28,-733880,-3766105,-1671284,-1178070
3167,237770,162830,46.02,727078,3.27,2.46,20.25,47.7247434434098,1.91480379162623,1.4561252988095,306950,179894,70.63,3167,大量,2398192,2196249,9.19,191691,146824,115259,33070
