stock,稅後純益,102年1-9月,增減(%),期末股本,稅後純益,102年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,稅前純益,102年1-9月,增減(%),公司,,營業收入,102年1-9月,增減(%),營業利益,102年1-9月,營業外,102年1-9月
2426,254872,-205665,,2392453,1.08,-0.87,11.58,51.3109725133836,1.71822570446556,1.2362119323956,264039,-234191,,2426,鼎元,3847994,2652817,45.05,274740,-501567,-10701,267376
2438,21775,-25985,,752159,0.36,-0.68,5.75,44.3852885568769,1.05129011674411,0.917146734490289,65362,-31367,,2438,英誌,219512,28179,678.99,41037,-29824,24325,-1543
2448,1719198,14418,11823.97,9360789,1.88,0.02,51.12,65.0313286947758,2.42010397290203,1.86923899042841,2105175,66200,3080.02,2448,晶電,21996203,16146601,36.23,2219711,285671,-114536,-219471
2466,-85214,-164967,,1368073,-0.62,-1.21,10.05,41.7512065519057,1.81131520416057,1.04171561620476,-76684,-147829,,2466,冠西電,960834,992374,-3.18,-57488,-123921,-19196,-23908
2475,-1515665,-5103162,,64794541,-0.23,-0.79,2.4,15.3733061628594,0.711639416246055,0.566418520859657,-982588,-4235109,,2475,華映,42012521,43215908,-2.78,-408843,-1212021,-573745,-3023088
2486,179854,149274,20.49,2048583,0.88,0.73,20.23,43.7453750235866,1.987147026095,1.60753688115948,233895,184021,27.1,2486,一詮,5535333,5127135,7.96,235536,152059,-1641,31962
2489,645374,810773,-20.4,8343620,0.78,1.01,16.66,68.3434884955565,2.70788147030583,2.00934490013674,777771,952895,-18.38,2489,瑞軒,12938398,20912166,-38.13,55217,171997,722554,780898
2491,265714,-178599,,630000,4.22,-2.83,7.11,18.2551706625353,0.496382000181537,0.133162375413926,235374,-341494,,2491,吉祥全,491704,731721,-32.8,-97964,-281361,333338,-60133
2499,582338,235641,147.13,3206690,1.82,0.71,20.7,38.9608522456925,1.12321700345475,0.795522284691962,637933,242770,162.77,2499,東貝,6583503,5537793,18.88,571402,258693,66531,-15923
3008,12007307,6205165,93.51,1341402,89.51,46.26,288.21,76.3838287742151,3.20341751064746,2.91956544676633,14575937,7396669,97.06,3008,大立光,28921372,18131170,59.51,13744481,6967944,831456,428725
3019,-156020,227835,,2810840,-0.56,0.81,39.8,49.1201289626494,2.3576887128346,1.74617241669888,37542,299098,-87.45,3019,亞光,13360716,12868798,3.82,-79682,-175525,117224,474623
3024,-128475,-351716,,2821575,-0.46,-1.27,9.51,43.2840542324557,1.39333289385464,0.920915541306441,-130558,-407116,,3024,憶聲,3858282,3766499,2.44,-199083,-467228,68525,60112
3031,66353,994,6575.35,1966742,0.34,0.01,13.76,70.2184809247181,2.78236722940695,2.14645620977083,26951,-20542,,3031,佰鴻,1937589,2082539,-6.96,-29507,-21870,56458,1328
3038,116480,25437,357.92,2261076,0.54,0.12,9.2,53.8692324723128,2.88417728515678,1.96861383598474,142899,42166,238.9,3038,全台,3124390,2542934,22.87,97596,25095,45303,17071
3049,558146,698136,-20.05,11656408,0.59,0.79,6.34,40.8422605340489,0.881195501547492,0.641239257309683,529808,2005720,-73.59,3049,和鑫,3188743,4273116,-25.38,695525,2204123,-165717,-198403
3050,-5522,-24690,,1862401,-0.03,-0.13,13.34,83.2303069485872,2.09668110085795,1.8828399078373,6116,-18560,,3050,鈺德,630576,763056,-17.36,-15492,11787,21608,-30347
3051,220711,476456,-53.68,3253324,0.68,1.46,4.3,12.493841478977,1.03477909200129,0.623977528470142,220038,355842,-38.16,3051,力特,2699001,3112123,-13.27,279628,350137,-59590,5705
3059,244958,30770,696.09,2759108,0.66,0.08,34.46,56.5700474724556,1.57631546273535,1.37542135259845,293633,38297,666.73,3059,華晶科,12176462,15201446,-19.9,234081,1857,59552,36440
3061,-1553037,-900707,,6020607,-2.6,-1.89,17.84,57.9877569471682,1.18270715575889,0.873002203473078,-1841631,-1073514,,3061,璨圓,3786672,3511195,7.85,-1707413,-1048110,-134218,-25404
3149,-1137088,-714001,,2687889,-4.23,-2.68,29.43,43.0879056302343,1.17690934738591,0.949338840619144,-1171690,-639301,,3149,正達,5895763,8168343,-27.82,-1049803,-602106,-121887,-37195
3356,362559,449131,-19.28,699797,5.18,6.42,26.36,86.4120125116278,6.59662020710101,3.47872437581667,432694,537998,-19.57,3356,奇偶,1663678,1698044,-2.02,432662,507338,32,30660
3383,159783,-467246,,3551945,0.52,-1.7,17.46,52.8692260352088,1.57559798695426,0.957162825115795,153420,-477161,,3383,新世紀,3269463,2866230,14.07,146701,-415230,6719,-61931
3406,-662616,-332252,,997711,-6.64,-3.44,78.2,51.3583434836529,0.771651293902748,0.526436095414118,-793187,-353387,,3406,玉晶光,7103858,7154092,-0.7,-719666,-455337,-73521,101950
3437,329536,579705,-43.15,1453400,2.45,4.46,23.26,57.8466018297807,1.96039528798696,1.77917305909852,433152,667393,-35.1,3437,榮創,5157867,4945323,4.3,416861,638431,16291,28962
3454,310069,592734,-47.69,739677,4.23,8.12,30.88,73.1109755457431,3.69364478041915,2.44695310895894,343426,724762,-52.62,3454,晶睿,2906003,3139272,-7.43,320107,694428,23319,30334
3481,10522329,6440152,63.39,99554076,1.14,0.72,21.49,46.6026038190176,0.8832040303543,0.649997364340712,11325692,6865849,64.96,3481,群創,313714890,325510776,-3.62,16639296,15414855,-5313604,-8549006
3504,115635,222930,-48.13,1140598,1.01,1.95,34.25,65.8658575448808,1.75695627032082,1.41179166208677,168914,318111,-46.9,3504,揚明光,3636973,4106003,-11.42,105681,271290,63233,46821
3514,-171162,-834552,,4077095,-0.42,-2.41,31.74,58.7301910740614,2.07507621602029,1.1992991130665,-159618,-831309,,3514,昱晶,11563505,10782561,7.24,105611,-615848,-265229,-215461
3535,9421,-107675,,785978,0.12,-1.37,11.81,51.1716383644523,2.48516892001252,1.62062000280544,12181,-122288,,3535,晶彩科,497947,295382,68.58,7639,-117784,4542,-4504
3536,-482085,-96669,,1758944,-2.74,-0.55,2.98,36.2502980643957,1.19152966774632,0.734449352569814,-473093,-88456,,3536,誠創,1036357,768888,34.79,-69887,-108237,-403206,19781
3557,-111666,-133748,,1094342,-1.02,-1.22,9.67,63.0422238300685,1.82638906857545,1.32174453040649,-104912,-126673,,3557,嘉威,621619,922189,-32.59,-107053,-99756,2141,-26917
3561,147552,-367141,,3715844,0.42,-1.16,21.9,61.2911794240549,1.61518839899649,0.830077425004341,147578,-367127,,3561,昇陽科,7310802,4694630,55.73,191343,-76024,-43765,-291103
3573,-93912,-96988,,1450465,-0.65,-0.66,40.22,74.4000867892988,1.97948800939905,1.36619771255052,-93382,-96568,,3573,穎台,3411399,3278865,4.04,-42042,-146366,-51340,49798
3576,611279,202748,201.5,7913535,0.78,0.38,25,53.6898842389312,1.93919064405912,1.45911819795182,599260,193289,210.03,3576,新日光,20550718,13050853,57.47,563944,-13925,35316,207214
3584,-494460,-207139,,1376682,-3.59,-1.61,14.96,20.2719288327986,0.834900290838855,0.689542334406,-472767,-202888,,3584,介面,7161294,7200953,-0.55,-476694,-243990,3927,41102
3591,-7974,11137,,1327632,-0.06,0.1,29.76,65.4156267158558,2.16071781711484,1.44594526230586,1211,3282,-63.1,3591,艾笛森,2286156,2095433,9.1,-31093,-14164,32304,17446
3593,-115792,-398253,,1127431,-1.03,-3.53,10.28,94.5146299371348,18.8642252257305,16.9164563587759,-103825,-420020,,3593,力銘,55174,207990,-73.47,-126372,-403810,22547,-16210
3622,-904798,-319412,,1513249,-5.98,-2.11,50.07,82.8590084641173,2.33575971071563,1.94100718844528,-891491,-123059,,3622,洋華,4144469,6951645,-40.38,-849283,-223954,-42208,100895
3669,51805,-12145,,982370,0.53,-0.13,26,84.7176791780898,3.2348700769703,2.73026851748319,66697,24037,177.48,3669,圓展,1425367,1259625,13.16,62787,13524,3910,10513
3673,210840,8796031,-97.6,3311358,0.64,26.83,131.78,30.114880892116,0.798215845523708,0.697857394673952,6287,9938098,-99.94,3673,F-TPK,89935995,117184251,-23.25,75039,9806155,-68752,131943
3698,506854,931475,-45.59,5412227,0.96,1.82,22.35,55.5584196426358,1.80433368564113,1.34728296351006,573584,1039782,-44.84,3698,隆達,11187959,10428765,7.28,657308,532625,-83724,507157
4934,170946,139381,22.65,2765450,0.65,0.68,16.11,59.2612943416861,1.23108026178385,0.778589480850698,166450,126126,31.97,4934,太極,4646095,3668649,26.64,155756,159979,10694,-33853
4935,423946,161448,162.59,1388135,3.29,1.16,41.21,71.7704348465889,2.40643471493335,1.87905699207615,467205,181533,157.37,4935,F-茂林,4447246,3234286,37.5,430054,149597,37151,31936
4942,310616,329267,-5.66,1523046,2.04,2.16,51.54,66.9917791665493,2.37210568493947,1.91499702191768,453332,472068,-3.97,4942,嘉彰,7176384,6811168,5.36,392438,510173,60894,-38105
4956,89417,39746,124.97,1004082,0.89,0.4,20.22,63.0881467166347,2.88407304600148,2.19288185180966,103179,46475,122.01,4956,光鋐,1211687,977872,23.91,102964,49620,215,-3145
4960,1560295,1933102,-19.29,5157285,3.03,3.75,23.78,70.1908179441633,2.07027044256187,1.62714408853402,1918979,2138617,-10.27,4960,奇美材,11968069,13959082,-14.26,1710596,1945602,208383,193015
4976,5078,152218,-96.66,1060000,0.05,1.46,15.39,69.9133271011941,1.80634044903296,0.981687592984987,13618,183133,-92.56,4976,佳凌,1205757,1378825,-12.55,9365,172333,4253,10800
5234,203403,297771,-31.69,933781,2.18,3.19,19.23,56.6541418615583,1.81243137278958,1.14228014536481,234208,364179,-35.69,5234,達興,2438024,2726638,-10.58,230062,360295,4146,3884
5243,397069,282231,40.69,1805289,2.2,1.75,35.1,62.4277754508803,1.71144158920692,1.35220226427171,429660,279432,53.76,5243,F-乙盛,7293633,6618508,10.2,400552,262684,29108,16748
5259,-107864,-22592,,720336,-1.5,-0.35,12.8,43.8695516880096,0.526942280271233,0.347422436181102,-117038,-21914,,5259,清惠,411767,646022,-36.26,-103490,-10655,-13548,-11259
5484,-66471,-44064,,1185079,-0.58,-0.38,10.4,71.4278495070508,2.74747998184219,1.47833603144037,-66941,-39038,,5484,慧友,1266668,1688069,-24.96,-73473,-36008,6532,-3030
6116,1200208,6028327,-80.09,33011909,0.37,1.85,10.98,77.8798784859966,1.77992583314156,1.08864487647391,1200489,6028327,-80.09,6116,彩晶,17407680,25147394,-30.78,1895718,5946582,-695229,81745
6120,-634911,-386153,,4563539,-1.39,-0.85,21.33,64.2482515289756,1.64588685818099,1.41115115768727,-627361,-403228,,6120,輔祥,11497833,12816702,-10.29,-820510,-507431,193149,104203
6131,-113478,-53178,,964205,-1.18,-0.53,9.62,73.4967676085692,4.32248922353468,3.63478279124447,-117842,-52741,,6131,悠克,401211,714191,-43.82,-116026,-75450,-1816,22709
6164,100225,119132,-15.87,1183032,0.85,1.01,13.33,61.4179179192828,2.20469546244776,1.58936870787608,132059,160917,-17.93,6164,華興,1342451,1344061,-0.12,119530,159289,12529,1628
6168,317178,-88221,,2051615,1.58,-0.44,15,56.3587039509928,2.18554236160725,1.74438730260403,299678,-41945,,6168,宏齊,4341632,3248108,33.67,248088,-66282,51590,24337
6176,2338944,3092636,-24.37,4650273,5.03,6.65,47.03,42.2181018814526,2.16448134186364,1.9883441072339,3092015,4210941,-26.57,6176,瑞儀,36340069,44934436,-19.13,2697874,3673352,394141,537589
6209,-52417,53050,,1625757,-0.32,0.33,24.96,65.8131770353689,1.91495810208511,1.45746914254899,-41877,94625,,6209,今國光,3281240,4022847,-18.43,-31056,64247,-10821,30378
6225,-75518,-116122,,652548,-1.17,-1.85,0.32,9.85934881778006,0.663489438789213,0.260983817202319,-74932,-100316,,6225,天瀚,104572,207912,-49.7,-73754,-107815,-1178,7499
6226,24915,4041,516.56,921393,0.29,0.06,11.66,52.4588346204383,1.66208008843827,0.858118256815448,31453,27044,16.3,6226,光鼎,776752,986167,-21.24,45349,18459,-13896,8585
6278,692780,880022,-21.28,2813078,2.47,3.13,36.84,34.3942202669561,1.24336808237693,1.11640603562178,1280074,1676410,-23.64,6278,台表科,25487313,32293405,-21.08,1169793,1457840,110281,218570
6289,-141458,-315839,,2692604,-0.53,-1.17,3.52,59.6601205561206,0.770453504889588,0.210880360643806,-141458,-365550,,6289,華上,170587,299127,-42.97,-269149,-340891,127691,-24659
6405,295832,291749,1.4,658000,4.5,4.85,29.71,71.0773528974386,2.90447589177321,2.80326894299166,403579,408343,-1.17,6405,悅城,1479373,1492808,-0.9,394336,408607,9243,-264
8072,203457,496729,-59.04,1000000,2.03,4.97,26.56,84.8739452835169,5.27998332596359,4.2910655722603,259257,615496,-57.88,8072,陞泰,1428958,2095500,-31.81,181848,557046,77409,58450
8105,112818,-569756,,4415449,0.26,-1.29,16.31,59.039519695894,1.54207734467958,1.30553181596343,125482,-521749,,8105,凌巨,10856742,7540518,43.98,17334,-632423,108148,110674
8215,871212,1017293,-14.36,3206745,2.72,3.17,13.65,35.3230177698642,1.13896307146587,0.726357799841234,882564,1039766,-15.12,8215,明基材,12412961,13894312,-10.66,1016989,973131,-134425,66635
27,56735219,59227783,-4.21,272362018,0.72,1.16,27.23,61.9916317561447,1.28220420322991,0.893152877546663,70151846,74304385,-5.59,27,通信網路類,736059326,766196615,-3.93,68951978,70759879,1199868,3544506
2314,-369859,-568309,,3352858,-0.92,-1.42,6.29,34.8883114853769,1.05402946501501,0.626744105112484,-361018,-547714,,2314,台揚,4606220,5111027,-9.88,-311324,-612121,-49694,64407
2321,-40251,14721,,6306652,-0.14,0.05,0.36,6.64739464977932,1.04336139864779,0.684994300132009,6089,35376,-82.79,2321,東訊,4941381,5498857,-10.14,6742,30283,-653,5093
2332,14329,346515,-95.86,6477557,0.02,0.56,20.29,51.8592173504035,1.65369672749657,0.915775439780702,143434,475837,-69.86,2332,友訊,21930915,22605739,-2.99,163710,238893,-20276,236944
2345,407645,400758,1.72,5333604,0.77,0.77,13.35,53.3810471009106,1.86928663826626,1.29210854985309,417025,496066,-15.93,2345,智邦,16551863,16622006,-0.42,242514,244923,174511,251143
2412,30549315,30484334,0.21,77574465,3.94,3.93,45.83,81.8416369444403,1.0665936544456,0.656777053417463,36809036,37673536,-2.29,2412,中華電,166974825,169178253,-1.3,35396566,36468752,1412470,1204784
2419,127722,139558,-8.48,2405487,0.55,0.66,13.05,43.5964612949447,1.70234189663579,1.02255510641389,170630,231325,-26.24,2419,仲琦,4258931,4875859,-12.65,154057,195767,16573,35558
2439,960428,577242,66.38,1850273,5.19,3.12,30.61,59.7857222412543,1.83514834022119,1.35211418023717,1207386,716234,68.57,2439,美律,9053292,7527397,20.27,1131113,731495,76273,-15261
2444,30562,7705,296.65,854375,0.36,0.09,10.67,58.2428945519576,1.34054375746783,0.890697742018888,30562,7705,296.65,2444,友旺,1169027,1161833,0.62,21550,-1257,9012,8962
2450,291504,1163470,-74.95,2582527,1.13,4.52,21.17,47.4138520176214,1.51720296559005,0.7904997040341,342453,1408967,-75.69,2450,神腦,30632536,32265935,-5.06,78119,1161781,264334,247186
2455,317283,398668,-20.41,2465412,1.29,1.62,13.56,89.0136152569245,4.48317885549753,3.57108204022326,390142,480365,-18.78,2455,全新,1508169,1742467,-13.45,373519,453656,16623,26709
2485,390418,576187,-32.24,3176890,1.23,1.81,21.63,74.6795880641554,3.49439013973951,2.45271212038069,444621,673643,-34,2485,兆赫,5392933,6174632,-12.66,247087,532129,197534,141514
2496,-72804,-19885,,391336,-1.86,-0.54,1.13,29.3034443457863,2.98724358255801,1.46647236856855,-72566,-19885,,2496,卓越,78656,114495,-31.3,-76055,-19970,3489,85
2498,1016837,-1639099,,8403521,1.23,-1.97,95.67,47.6388818163128,1.28406396482471,0.937500028950821,1516891,-1346734,,2498,宏達電,140045152,160502999,-12.75,535347,-2410844,981544,1064110
3025,-4114,28633,,709206,-0.06,0.4,10.77,78.1876639829069,5.28164209264623,3.70193851756806,-2363,31369,,3025,星通,391898,447026,-12.33,-7706,19580,5343,11789
3027,42769,42819,-0.12,966677,0.44,0.45,16.27,69.0312893003108,2.31989919627312,1.91671767801636,65796,53303,23.44,3027,盛達,916066,818093,11.98,13236,11539,52560,41764
3045,11958266,12034668,-0.63,34208328,4.45,4.47,20.11,36.8893949429862,0.520654027567067,0.430691614076293,14813480,14987499,-1.16,3045,台灣大,82430328,79993290,3.05,15591157,16021329,-777677,-1033830
3047,102024,121756,-16.21,1988890,0.53,0.64,11.84,52.073516051615,2.58026961198191,1.63763679518648,169212,179808,-5.89,3047,訊舟,4708652,4428816,6.32,157317,104931,11895,74877
3062,237849,159879,48.77,3255814,0.73,0.49,16.61,58.5139423087329,1.83157590532466,1.15031467957507,311513,228496,36.33,3062,建漢,12537463,9318812,34.54,303481,155965,8032,72531
3311,-1383666,265393,,1893838,-7.32,1.41,24.6,57.1565281122652,3.40635118147492,3.13557331916986,-1472321,357489,,3311,閎暉,3429994,5561341,-38.32,-598430,251495,-873891,105994
3380,280825,490723,-42.77,4971271,0.58,1.01,19.31,49.8471346668322,1.71372629358917,0.740440928064878,321468,616406,-47.85,3380,明泰,16997646,17294314,-1.72,298311,528393,23157,88013
3419,-35495,-122869,,1240894,-0.29,-1.07,13.95,60.4748622873508,1.82073118651062,1.51971055801076,-58603,-22838,,3419,譁裕,1516944,1652884,-8.22,-62129,-21075,3526,-1763
3596,479578,468310,2.41,1641656,2.93,3.33,38.57,55.7423416808198,2.07061960978642,1.31655371437357,731024,652480,12.04,3596,智易,12460847,12904372,-3.44,596078,503443,134946,149037
3682,427939,1637881,-73.87,38885155,0.12,0.5,11.77,91.4225282695292,5.28619010711865,5.16714105717761,494530,1643062,-69.9,3682,亞太電,12362961,15630953,-20.91,400507,1546737,94023,96325
3694,-428256,-192015,,1298388,-3.3,-1.48,12.65,39.5275298827305,1.22518106053493,0.763372460338553,-411171,-203358,,3694,海華,4097162,4690513,-12.65,-418291,-211604,7120,8246
3704,286246,80734,254.55,4913203,0.6,0.17,20.91,57.7842263724172,2.03009286662596,1.29565556311181,439763,147702,197.74,3704,合勤控,15508099,12049329,28.71,564783,-34928,-125020,182630
4904,9436318,9101872,3.67,32585008,2.9,2.79,21.67,56.523087935377,0.992792501520373,0.731168668812106,11484897,11202314,2.52,4904,遠傳,68135517,66310632,2.75,12277651,11825928,-792754,-623614
4906,62408,406542,-84.65,3153099,0.2,1.32,26.87,43.9515730524718,1.25387689138294,0.972004991998154,132058,587167,-77.51,4906,正文,12890371,15675839,-17.77,-120702,251471,252760,335696
4977,181247,158160,14.6,505313,3.59,3.57,27.45,83.9637191228187,5.47098893406209,2.52062603130157,188733,169040,11.65,4977,F-眾達,1291357,1235745,4.5,176477,167619,12256,1421
4984,82345,-6932,,453059,1.82,-0.15,33.9,85.9976899273329,7.92754195747919,6.94807563808047,85256,-10471,,4984,F-科納,801764,731816,9.56,77625,-18397,7631,7926
5388,694674,622728,11.55,2278718,3.1,3.13,24.68,34.2408397878364,1.18289789023615,0.840215833815606,838316,755305,10.99,5388,中磊,16838897,14274251,17.97,873353,601451,-35037,153854
6136,214502,170706,25.66,1155364,1.86,1.48,27.78,95.2661729567682,14.0756773092512,12.6439593258906,222743,178982,24.45,6136,富爾特,533959,582339,-8.31,9398,25966,213345,153016
6142,-190550,81225,,2725397,-0.71,0.3,12.09,34.9001544364147,1.4170945489245,0.438125124249533,-190550,96474,,6142,友勁,3982304,7110672,-44,-286113,-18471,95563,114945
6152,-199770,281056,,1724005,-1.16,1.63,16.41,47.5426925222797,1.61634052420443,1.10063977706398,-229473,406094,,6152,百一,5227716,8740001,-40.19,-227127,233773,-2346,172321
6216,129522,95337,35.86,770326,1.7,1.27,15.71,83.1997184014608,6.27567109847969,5.27481458410387,161599,116531,38.67,6216,居易,759134,589218,28.84,158527,103625,3072,12906
6283,-376202,-64067,,1448805,-2.78,-0.56,6.39,50.1588141144839,1.40285322650805,1.1020189068617,-433644,-67931,,6283,淳安,977735,1408383,-30.58,-256119,-64827,-177525,-3104
6285,978215,1209751,-19.14,3290987,3.05,3.78,32.45,47.1887423788597,1.46049034363361,1.10720526401654,1251784,1542270,-18.83,6285,啟碁,29062861,27338678,6.31,1222827,1395735,28957,146535
8011,118516,120579,-1.71,936024,1.38,1.54,24.36,45.7931046553467,3.19918963228006,2.54047412745214,92686,133488,-30.57,8011,台通,1666441,1167886,42.69,62675,90023,30011,43465
8101,16900,153049,-88.96,4187636,0.04,0.37,9.99,24.911613229954,1.15484503063579,0.793200412999438,100428,238983,-57.98,8101,華冠,19389310,22859913,-15.18,182247,276691,-81819,-37708
28,52802482,39899516,32.34,236866814,1.89,1.4,27.58,47.9204020716791,1.67785604277112,1.30332838169667,68407847,52085345,31.34,28,電子零組件類,866390253,822919805,5.28,57152390,45289105,11255457,6796240
1471,-61376,-2551,,2014677,-0.3,-0.01,13.06,68.8129399404246,1.81500578959557,1.46016126655298,-55928,5824,,1471,首利,3057845,4647355,-34.2,-105779,-32114,49851,37938
1582,603314,502461,20.07,1498564,4.03,3.42,33.78,54.7777034015337,2.07400190952652,1.76355844026761,890472,751220,18.54,1582,信錦,7404940,6897470,7.36,852302,758749,38170,-7529
2059,1174009,1001989,17.17,952971,12.32,10.74,66.83,83.6661248626058,7.07189383560042,6.62625258934709,1427511,1216401,17.36,2059,川湖,3076383,2778871,10.71,1264690,1092079,162821,124322
2308,15669487,13045009,20.12,24375433,6.43,5.38,39.08,46.1349009244796,2.08780784765692,1.69702006204003,20234228,16054000,26.04,2308,台達電,141106779,128415166,9.88,17343102,13781429,2891126,2272571
2313,1198862,1175875,1.95,11918206,1.01,0.99,14.86,39.6003347615874,1.66252565511957,1.24699311654505,1644264,1731035,-5.01,2313,華通,23862886,22122971,7.86,1844017,1896295,-199753,-165260
2316,240483,216758,10.95,3191206,0.76,0.68,19.25,53.2403201989748,1.88051765393208,1.4368722941186,276939,270390,2.42,2316,楠梓電,5216412,4438363,17.53,249016,48756,27923,221634
2327,3073142,1024722,199.9,6678919,1.52,0.5,36.44,42.1449593487515,1.01761353695692,0.855042109845486,3905923,1502678,159.93,2327,國巨,20807638,18914448,10.01,3251586,2324821,654337,-822143
2328,213179,162007,31.59,5183462,0.41,0.31,19.35,56.0103490278212,2.13360985820535,1.75489074547698,461661,452056,2.12,2328,廣宇,12470578,10752981,15.97,282513,189232,179148,262824
2355,1248152,1310613,-4.77,3974954,3.14,3.3,33.89,58.9604574128123,1.7624691275965,1.23822017401173,1688388,1743701,-3.17,2355,敬鵬,15790629,14420740,9.5,1244735,1368972,443653,374729
2367,240793,246606,-2.36,5691184,0.42,0.43,16.67,51.0687334170359,1.45298723407942,1.15814450138402,241835,263480,-8.22,2367,燿華,9984386,10079230,-0.94,103211,32109,138624,231371
2368,198372,-605344,,5649129,0.36,-1.09,12.07,30.0924967876698,1.06247035428104,0.773582192942326,313786,-493213,,2368,金像電,14106178,13185046,6.99,534332,-441697,-220546,-51516
2375,107142,138556,-22.67,950154,0.81,1.02,20.25,68.805155844944,2.903532802111,2.62556232603626,148670,147494,0.8,2375,智寶,1245193,1328757,-6.29,50393,47387,98277,100107
2383,1001210,651982,53.56,3136011,3.2,2.1,23.53,45.0383144955079,1.34099142118878,1.07763528517058,1202357,828057,45.2,2383,台光電,13643763,12766790,6.87,1229151,851016,-26794,-22959
2392,928592,1386174,-33.01,5092087,1.83,2.8,48.9,38.8019373771782,1.15436448469497,0.809175041806546,1392917,1733082,-19.63,2392,正崴,62156157,71742291,-13.36,1048587,1179690,344330,553392
2402,868689,231577,275.12,3400431,2.62,0.7,21.91,57.0057226654381,2.39312535402324,2.16466824590605,1098452,309870,254.49,2402,毅嘉,8714981,6846104,27.3,961425,302836,137027,7034
2413,18758,-9497,,1273592,0.15,-0.07,15.09,39.0880910944543,1.27450524134673,0.869819281447199,13972,8690,60.78,2413,環科,3268837,3046898,7.28,91634,-51517,-77662,60207
2415,176379,50132,251.83,911774,1.93,0.55,16.68,43.8843718329628,1.60992218280797,1.24125764016558,272847,62035,339.83,2415,錩新,1615350,1366306,18.23,145592,65146,127255,-3111
2420,395066,341808,15.58,1526487,2.59,2.24,16.38,43.8581600977248,1.80650363175313,1.15136717239008,492234,425566,15.67,2420,新巨,2587807,2630911,-1.64,412413,354259,79821,71307
2421,304376,215367,41.33,2509297,1.21,0.86,14.95,53.1728054318393,1.59759714472427,1.09330971653762,395620,313875,26.04,2421,建準,7045799,6018967,17.06,340741,266309,54879,47566
2428,439064,349773,25.53,1270274,3.46,2.76,30.74,71.094025200454,3.7920021635366,2.43267479293988,602496,452466,33.16,2428,興勤,3369294,3140932,7.27,526664,432421,75832,20045
2429,-66305,-63451,,368000,-1.8,-2.86,12.56,49.4153234860749,0.893856425775152,0.805370223599203,-66305,-55162,,2429,銘旺科,634907,483413,31.34,-63787,-50507,-2518,-4655
2431,134174,33657,298.65,1109270,1.21,0.3,14.93,52.7587480406868,1.63349477654713,0.987345090546042,142564,43556,227.31,2431,聯昌,3112345,1846895,68.52,92443,6230,50121,37326
2437,275143,198714,38.46,607688,4.68,3.38,47.13,53.4458044821882,2.16167736373216,1.13230623017934,368484,299575,23,2437,旺詮,2538591,2135890,18.85,242539,272764,125945,26811
2440,-26194,-87242,,1391173,-0.19,-0.63,8.1,50.4053706015546,1.31879100706301,0.983881895797904,-19504,-90370,,2440,太空梭,1872901,1590149,17.78,-26993,-105175,7489,14805
2443,-110930,-44716,,1456870,-0.76,-0.31,15,82.6565604811341,8.48175674776258,6.68760843231827,-1297,-41098,,2443,新利虹,257949,397106,-35.04,-76267,-98305,74970,57207
2456,251735,218260,15.34,1269692,1.83,1.44,25.25,46.2601626720087,1.50603531869194,0.933541548642271,334248,279558,19.56,2456,奇力新,2922905,2857916,2.27,343914,272328,-9666,7230
2457,128165,160054,-19.92,2776884,0.46,0.58,21.9,55.0053065646627,1.80159086330018,1.27721276144569,196444,281201,-30.14,2457,飛宏,9431514,9040497,4.33,84676,173646,111768,107555
2460,66635,-2177,,1715980,0.39,-0.01,17.54,47.9717223990387,1.91588005892738,1.53121153467347,113360,-4430,,2460,建通,2944923,2954506,-0.32,114936,28394,-1576,-32824
2462,131194,134103,-2.17,1053374,1.36,1.54,20.42,50.6528149640313,1.75478992078981,1.43582883710251,171054,189211,-9.6,2462,良得電,3319384,3310334,0.27,115197,178441,55857,10770
2467,183665,240559,-23.65,1587445,1.16,1.51,17.36,46.1641147933374,1.53329719243287,1.00489722108744,221396,297560,-25.6,2467,志聖,2746794,2594462,5.87,184714,140947,36682,156613
2472,410842,246759,66.5,1543469,2.66,1.61,19.15,39.3153813109046,1.63135318195819,1.20093640999564,617492,371647,66.15,2472,立隆電,4575513,4244828,7.79,541280,310577,76212,61070
2476,303913,243505,24.81,1800523,1.3,1,23.98,60.5158139257847,3.05557876332075,1.97781983428445,501310,396530,26.42,2476,鉅祥,3575916,3401702,5.12,411405,290979,89905,105551
2478,122492,79794,53.51,2649344,0.48,0.32,19.43,71.5031089258688,2.19662171840725,1.22375863318344,159121,103792,53.31,2478,大毅,3041604,2841729,7.03,110419,105381,48702,-1589
2483,144355,75011,92.45,1133338,1.3,0.67,20.17,83.1727254552947,3.79564812758942,2.94103808124566,156856,93831,67.17,2483,百容,1262415,1213698,4.01,95893,58283,60963,35548
2484,198557,111040,78.82,1585927,1.26,0.71,17.06,69.657308061103,3.32625234103037,2.39930483301532,194469,137869,41.05,2484,希華,1993778,1826421,9.16,176776,97713,17693,40156
2492,346739,-406886,,6900634,0.51,-0.59,20.29,53.7283114213177,2.04184186210579,1.54277042146386,436049,-367227,,2492,華新科,10796456,9678778,11.55,267044,-341692,169005,-25535
2493,271665,217344,24.99,1144373,2.37,1.9,18.56,68.9398603086994,2.7746493562458,1.94532730952692,315706,267750,17.91,2493,揚博,1755038,1696204,3.47,292169,229973,23537,37777
