stock,稅後純益,102年1-9月,增減(%),期末股本,稅後純益,102年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,稅前純益,102年1-9月,增減(%),公司,,營業收入,102年1-9月,增減(%),營業利益,102年1-9月,營業外,102年1-9月
2605,682770,740760,-7.83,5683042,1.2,1.3,26.76,55.0410727887649,2.04771062948443,1.92040034332268,988916,1126651,-12.23,2605,新興,3502453,3339472,4.88,1078346,1223067,-89430,-96416
2606,1760293,870872,102.13,8580167,2.05,1.01,30.02,44.6417944465338,2.26211649765146,2.20903789039388,2030255,918935,120.94,2606,裕民,6810070,5153448,32.15,1103392,134262,926863,784673
2607,442472,441341,0.26,10671411,0.41,0.41,18.75,63.1092163273898,1.42527157318035,1.40402680876779,604494,507276,19.16,2607,榮運,4879431,4582914,6.47,467482,390150,137012,117126
2608,729791,671790,8.63,4835825,1.51,1.39,15.64,64.3953746573991,1.10758033172313,1.05401635781525,907164,845200,7.33,2608,大榮,6047301,5535197,9.25,886909,766883,20255,78317
2609,63762,-4277504,,28187131,0.02,-1.31,11.49,22.2459357617312,0.93819371043574,0.690733740336473,588463,-4441917,,2609,陽明,99839034,89448817,11.62,1478599,-3621289,-890136,-820628
2610,-2583259,206273,,52000000,-0.5,0.04,9.22,21.6677622824325,0.615162152946603,0.442904914858067,-1382495,644284,,2610,華航,112439008,104607388,7.49,622695,914243,-2005190,-269959
2611,58501,-53787,,1742172,0.33,-0.3,14.74,54.1027114936164,1.26202696824706,1.19711418757781,63404,-12699,,2611,志信,1082513,1172393,-7.67,-16410,-39922,79814,27223
2612,227609,330161,-31.06,2564736,0.89,1.29,39.74,46.5185157189229,1.76241523830088,1.71451039319102,283580,354942,-20.11,2612,中航,2594297,2467049,5.16,421491,392317,-137911,-37375
2613,84650,44057,92.14,934511,1.07,0.59,33.57,46.2390497412106,1.51612412611343,1.38479906312262,103705,49831,108.11,2613,中櫃,1999683,1886208,6.02,115329,64384,-11624,-14553
2615,3541951,881206,301.94,22182975,1.6,0.4,14.92,41.2612182873039,1.64334616716981,1.49965370736433,4308620,1090241,295.2,2615,萬海,49018987,44358765,10.51,3789741,1127441,518879,-37200
2617,217379,462638,-53.01,4172945,0.52,1.11,22.96,77.642742038628,2.88830652105813,0.549315103788796,325379,518666,-37.27,2617,台航,2185468,2091711,4.48,197445,167351,127934,351315
2618,-591220,675087,,32589450,-0.18,0.21,11.18,21.9842611955539,1.04325320264973,0.823064262083755,421846,1479161,-71.48,2618,長榮航,98150629,92620566,5.97,3087494,2966170,-2665648,-1487009
2634,1180582,1416058,-16.63,9082615,1.3,1.56,10.56,37.6667117425648,1.34824855476828,0.629336716591224,1009759,1501800,-32.76,2634,漢翔,16973807,17354659,-2.19,929765,1496895,79994,4905
2637,1161413,1004469,15.62,4686007,2.51,2.36,48.47,32.2413002599986,0.385250380553284,0.13556959696068,1187230,1048185,13.27,2637,F-慧洋,6622759,6160555,7.5,1234511,1182569,-47281,-134384
2642,98571,132941,-25.85,954670,1.03,1.55,17.23,77.7670727688999,3.01299757009592,2.8464964122664,118608,159721,-25.74,2642,宅配通,1918958,1933683,-0.76,107167,148527,11441,11194
5607,189664,146921,29.09,1699791,1.12,0.86,17.55,43.6537701635918,0.746715378570218,0.690600498419151,233922,189214,23.63,5607,遠雄港,953236,914808,4.2,250985,221156,-17063,-31942
5608,132575,219752,-39.67,4033500,0.33,0.56,20.88,28.1695554799858,0.30491802027734,0.194582834150355,185233,256573,-27.8,5608,四維航,3247451,3393233,-4.3,60501,196825,124732,59748
6702,292336,-82630,,5542207,0.53,-0.15,13.76,32.2608049182722,1.27350750955436,0.996334474889442,393433,-116891,,6702,復航,10061077,9265911,8.58,413369,-144712,-19936,27821
16,3708978,3669649,1.07,24333822,2.23,2.49,21.22,64.009745776854,1.50385045441466,1.16312493384146,4961789,4857479,2.15,16,觀光類,56919714,50734837,12.19,4270738,4436630,691051,420849
2701,234942,170337,37.93,3790338,0.62,0.45,16.6,86.7143446454863,7.0324475156686,7.02535464360327,277150,200242,38.41,2701,萬企,280785,274180,2.41,112170,103061,164980,97181
2702,44899,34576,29.86,900795,0.5,0.38,11.99,43.8812766472455,1.98153302675103,1.95348247524867,75762,54416,39.23,2702,華園,533870,489567,9.05,83303,77421,-7541,-23005
2704,342031,280520,21.93,3669234,0.93,0.76,24.86,75.0100807844133,3.38085851445736,3.18171212486926,416968,345100,20.83,2704,國賓,2580531,2340761,10.24,325198,276086,91770,69014
2705,-60300,-173105,,3302410,-0.18,-0.52,14.42,49.0070349139104,0.660778010744989,0.29717176380402,-60308,-173117,,2705,六福,2102093,1846029,13.87,-7869,-152890,-52439,-20227
2706,329274,238791,37.89,3920025,0.84,0.61,18.12,87.3735509019173,15.4669269816478,15.3098320968372,391645,283892,37.96,2706,第一店,275041,268166,2.56,161722,153891,229923,130001
2707,743001,781684,-4.95,1169231,6.35,6.69,27.51,45.820459237844,0.877165220537367,0.755110096743189,928933,931393,-0.26,2707,晶華,4579599,4152749,10.28,933731,902075,-4798,29318
2712,86640,52381,65.4,1050000,0.83,0.55,12.49,81.0702739072035,0.2642421993138,0.162749379143158,103379,60495,70.89,2712,遠雄來,472209,397703,18.73,103681,67570,-302,-7075
2722,160975,151196,6.47,892019,1.8,1.69,16.51,87.7872061612462,0.943157084188912,0.851026694045175,197008,185413,6.25,2722,夏都,576734,545046,5.81,195764,180888,1244,4525
2723,315786,482410,-34.54,1411200,2.24,3.42,45.02,68.7036486726732,1.38477673971653,1.0507887472963,586618,766954,-23.51,2723,F-美食,13079073,11182073,16.96,529084,750992,57534,15962
2727,690643,872304,-20.83,769879,8.97,11.33,51.24,41.6714562123903,1.34527072574999,0.731449166446102,1069867,1229098,-12.96,2727,王品,12949498,11041405,17.28,1043925,1206355,25942,22743
2731,329662,299696,10,700000,4.71,4.88,29.36,44.4511345972964,1.61920055023532,1.3483602092067,401313,364718,10.03,2731,雄獅,13520138,12192124,10.89,327568,308440,73745,56278
5706,117801,174413,-32.46,610605,1.93,2.86,18.25,63.8493263137663,2.19802981572506,1.86717530300272,135315,208322,-35.05,5706,鳳凰,2392528,2571579,-6.96,103779,166376,31536,41946
8940,-101248,-38576,,674910,-1.5,-0.57,11.33,43.8482440476361,0.526249538393644,0.371126936888836,-116906,-30482,,8940,新天地,1127431,902581,24.91,-99636,-51605,-17270,21123
9943,474872,343022,38.44,1473176,3.22,2.33,20.7,80.0012172401074,2.36607192144211,2.24946996321943,555045,431035,28.77,9943,好樂迪,2450184,2530874,-3.19,458318,447970,96727,-16935
17,299220207,207171829,44.43,1829298453,1.49,1.19,16.88,6.66163313586449,1.33675695928496,1.26382357327756,353197791,250841948,40.8,17,金融保險類,1634784442,1386823601,17.88,352422384,249965983,775407,875965
2801,9113548,7049802,29.27,79040404,1.15,0.89,14.79,6.57213299649263,-,-,10570750,8527737,23.96,2801,彰銀,19899483,17986416,10.64,10570750,8527737,-,-
2809,4038410,3001257,34.56,12012343,3.36,2.57,22.77,11.8399408169362,-,-,4732724,3465364,36.57,2809,京城銀,5831243,5052420,15.41,4732724,3465364,-,-
2812,3072841,2497859,23.02,28515063,1.1,0.95,12.37,6.9212857742235,-,-,3534822,2879589,22.75,2812,台中銀,7669809,6834938,12.21,3534822,2879589,-,-
2816,571185,466852,22.35,2129600,2.68,2.19,16.15,24.0756428718068,-,-,548886,466995,17.54,2816,旺旺保,4409277,3630947,21.44,533317,319115,15569,147880
2820,1092868,1198741,-8.83,13429600,0.81,0.89,15.69,12.116518479758,-,-,1297026,1441546,-10.03,2820,華票,1439339,1170767,22.94,1297026,1441546,-,-
2823,5240593,4198167,24.83,30364970,1.73,1.4,16.95,4.93551683586302,-,-,5608626,4695690,19.44,2823,中壽,142657702,128891742,10.68,5588823,4660463,19803,35227
2832,474877,618106,-23.17,3638164,1.31,1.7,19.44,42.2069394585667,-,-,559837,701501,-20.19,2832,台產,3057421,3007780,1.65,552482,694214,7355,7287
2833,1979375,980729,101.83,9682307,2.05,1.06,14.62,2.87147938460902,-,-,2252212,1435797,56.86,2833,台壽保,69135951,53918154,28.22,2257728,1461344,-5516,-25547
2834,3952035,2220186,78,52979141,0.75,0.42,11.57,4.56973670070778,-,-,4031578,2447749,64.71,2834,臺企銀,14115932,13102228,7.74,4031578,2447749,-,-
2836,354607,301093,17.77,7403514,0.48,0.41,15.04,4.29677271203866,-,-,375621,356933,5.24,2836,高雄銀,2469421,2212966,11.59,375621,356933,-,-
2838,2336958,2130544,9.69,24509306,0.95,0.88,12.64,6.5373437823413,-,-,2864140,2518146,13.74,2838,聯邦銀,8029241,7774560,3.28,2864140,2518146,-,-
2845,2969226,2727746,8.85,28618263,1.06,1.11,12.36,6.91410898950676,-,-,3425797,3106935,10.26,2845,遠東銀,8068547,7141236,12.99,3425797,3106935,-,-
2847,2124213,2209826,-3.87,25805739,0.84,0.88,12.61,6.79527179868031,-,-,2628745,2518405,4.38,2847,大眾銀,7851820,7667822,2.4,2628745,2518405,-,-
2849,2317018,1766127,31.19,16796775,1.38,1.05,15.92,7.84303262798746,-,-,2705678,2299738,17.65,2849,安泰銀,5226001,4771389,9.53,2705678,2299738,-,-
2850,870544,621771,40.01,3159633,2.76,1.97,23.02,28.0711186078894,-,-,990324,726044,36.4,2850,新產,8360555,7412933,12.78,986793,725804,3531,240
2851,706136,679060,3.99,5622750,1.26,1.21,16.09,27.1216886325031,-,-,806109,860594,-6.33,2851,中再保,12241879,11610366,5.44,805970,860040,139,554
2852,323282,570926,-43.38,3011638,1.07,1.9,16.06,36.2269845251378,-,-,396467,630992,-37.17,2852,第一保,3637147,3741929,-2.8,395940,630918,527,74
2855,1179743,917828,28.54,13231191,0.89,0.69,17.09,34.9629430854144,1.42309517587399,1.33927169750255,1380083,993834,38.86,2855,統一證,3954667,3338767,18.45,1031065,831743,349018,162091
2856,1022612,558149,83.21,15786905,0.66,0.37,13.61,25.3573703792015,1.25305785800336,1.16548139370061,1107063,640676,72.8,2856,元富證,4093932,3290109,24.43,1052032,514173,55031,126503
2867,2182065,2285125,-4.51,13524566,1.65,1.77,18.16,3.17613242922044,-,-,2460744,2188216,12.45,2867,三商壽,115901119,106081294,9.26,2505625,2227710,-44881,-39494
2880,9791579,7611038,28.65,93279700,1.05,0.82,14.98,6.29298465009035,-,-,11503803,9022730,27.5,2880,華南金,29274009,26553720,10.24,11503803,9022730,-,-
2881,53581940,30113036,77.94,102336040,5.24,3.09,36.26,7.1267793842306,-,-,62680539,35704916,75.55,2881,富邦金,293852941,284620239,3.24,62680539,35704916,-,-
2882,44485434,28802302,54.45,125632102,3.54,2.4,31.47,5.93406412827394,-,-,50339409,32778346,53.58,2882,國泰金,285425897,259613851,9.94,50339409,32778346,-,-
2883,8007474,6271979,27.67,153436592,0.54,0.43,11.07,18.0418745785301,-,-,9036839,6854906,31.83,2883,開發金,20592183,17541761,17.39,9036839,6854906,-,-
2884,8405228,6566327,28.01,70530000,1.26,1.09,14.77,6.82117092077067,-,-,10306860,7979353,29.17,2884,玉山金,24503811,20026737,22.36,10306860,7979353,-,-
2885,13897430,5547282,150.53,101410666,1.37,0.55,16.32,13.2145079459593,-,-,15285918,6713318,127.7,2885,元大金,42282107,21395313,97.62,15285918,6713318,-,-
2886,23826262,18202374,30.9,124498240,1.91,1.59,20.31,7.58192448648342,-,-,28070876,22016677,27.5,2886,兆豐金,45990953,40458816,13.67,28070876,22016677,-,-
2887,12927176,11534022,12.08,95676949,1.42,1.32,13.15,4.0668340650733,-,-,22690834,20961280,8.25,2887,台新金,46213085,42521268,8.68,22690834,20961280,-,-
2888,6948757,10968554,-36.65,98347538,0.71,1.17,10.38,3.78353313365288,-,-,9274578,13219248,-29.84,2888,新光金,148138017,105687292,40.17,9274578,13219248,-,-
2889,1452892,865557,67.86,26873652,0.55,0.33,11.03,12.7816208155798,-,-,1760263,1047258,68.08,2889,國票金,3827297,2909760,31.53,1760263,1047258,-,-
2890,11290344,8333163,35.49,88709209,1.27,0.94,13.15,7.7288274634828,-,-,13658139,9816404,39.14,2890,永豐金,30415866,24219219,25.59,13658139,9816404,-,-
2891,37288452,18270216,104.09,152572815,2.44,1.24,14.65,6.30261868842719,-,-,41413075,21018082,97.04,2891,中信金,152128228,84435125,80.17,41413075,21018082,-,-
2892,11692188,9245274,26.47,92592548,1.26,1,16.12,6.41348549268934,-,-,13495536,11435747,18.01,2892,第一金,31794237,26457923,20.17,13495536,11435747,-,-
5880,8153075,6851319,19,90449800,0.9,0.78,16.82,4.93122819554016,-,-,9592145,8154640,17.63,5880,合庫金,27044906,27391192,-1.26,9592145,8154640,-,-
6005,1549840,989492,56.63,23690730,0.65,0.42,12.9,35.4437072111459,1.36525030304735,1.31803209494252,1811745,1216562,48.92,6005,群益證,5250419,4352622,20.63,1436914,755412,374831,461150
18,12796659,14446843,-11.42,76666429,1.49,1.53,24.86,15.070513876666,1.75148806571452,0.575830688509456,23134046,22053487,4.9,18,貿易百貨類,402592592,382346840,5.3,16669246,15170813,6464800,6882674
2601,82252,-276965,,3776172,0.22,-0.75,24.69,25.930498314421,1.13279069083483,0.689061906980774,861308,441268,95.19,2601,益航,6204591,5656229,9.69,995651,539398,-134343,-98130
2614,-3091990,-187178,,6959874,-4.44,-0.27,10.76,36.9177977981017,1.11301708545809,0.761849548303519,-3133361,-102675,,2614,東森,9405093,8760314,7.36,-2494570,-351063,-638791,248388
2901,29548,29726,-0.6,730433,0.4,0.41,11.7,86.5834510116963,8.43981748318924,8.23424591738713,35782,35779,0.01,2901,欣欣,114933,115489,-0.48,30091,29772,5691,6007
2903,1021700,1470827,-30.54,14391956,0.71,1.03,21.63,29.0187357195202,0.306591743195228,0.199494669858597,1845897,2419395,-23.7,2903,遠百,32337715,33069485,-2.21,1770172,1231475,75725,1187920
2905,1229722,486564,152.74,6813729,1.92,0.76,17.59,1.42868594256215,11.6953706769977,-,2850124,1721508,65.56,2905,三商行,134822206,122308107,10.23,2850124,1721508,-,-
2906,145272,52295,177.79,2119817,0.69,0.24,15.1,67.0703068491021,3.01183992952136,2.40475748018218,185997,61099,204.42,2906,高林,4825813,4867659,-0.86,157233,1821,28764,59278
2908,524945,460137,14.08,5219555,1.06,0.95,14.21,29.0933722316351,1.13743833006001,0.664795629299163,665692,508896,30.81,2908,特力,27132983,26451323,2.58,683298,523420,-17606,-14524
2910,143342,80541,77.97,2087250,0.82,0.46,12.85,41.6310433261541,0.716384548639484,0.220108715784446,164119,99251,65.36,2910,統領,750915,439887,70.71,168911,99841,-4792,-590
2911,-182638,-139121,,2112958,-0.86,-0.66,14.79,38.6623256377793,1.7099165907523,0.651824415127616,-276037,-201210,,2911,麗嬰房,6560918,6652202,-1.37,-213972,-172562,-62065,-28648
2912,7646185,6566688,16.44,10396223,7.35,6.32,24.15,28.9424322669824,0.965732167974309,0.710437408922394,10289412,9263201,11.08,2912,統一超,156049570,150295405,3.83,8226231,7854781,2063181,1408420
2913,515045,657807,-21.7,7202400,0.72,0.99,20.43,65.8022714857654,2.61589180599024,0.635951967827201,575110,655840,-12.31,2913,農林,1437542,1199931,19.8,233274,154846,341836,500994
2915,3312739,4002031,-17.22,9414343,3.73,5.05,61.75,45.862865971279,1.2330863589172,0.918235929055437,6651580,4986709,33.39,2915,潤泰全,7054901,7206931,-2.11,1908786,1642740,4742794,3343969
2929,451467,351689,28.37,580800,7.77,7.1,47.12,69.433556012998,3.22114319037609,3.10516585939676,679335,535492,26.86,2929,F-淘帝,3091981,2487919,24.28,651715,522265,27620,13227
5906,-569358,-502591,,963233,-5.91,-5.36,7.61,38.8723380778992,1.61500598350967,0.295991597468994,-564222,-507055,,5906,F-台南,1096288,1474033,-25.63,-541349,-489987,-22873,-17068
5907,711782,645332,10.3,2020000,3.57,3.23,52.22,43.6945434584003,1.1255310265974,0.79024208885463,1064000,1045381,1.78,5907,F-大洋,5396595,5146940,4.85,1006363,750072,57637,295309
8429,738154,704965,4.71,1209686,6.1,5.83,37.67,71.0844256835281,15.1794783488401,14.6215257785216,1125720,1027977,9.51,8429,F-金麗,4213231,3755042,12.2,1134584,1028584,-8864,-607
8443,88492,44096,100.68,668000,1.45,0.73,25.17,62.6264003149324,2.29258933428394,1.34243382574977,113590,62631,81.36,8443,阿瘦,2097317,2459944,-14.74,102704,83902,10886,-21271
21,459524,11097864,-95.86,96399655,0.99,1.18,20.42,22.1457165007475,1.12900332843456,0.15590364190773,792238,15408931,-94.86,21,化學工業類,252202273,244192356,3.28,10583719,13079270,-9791481,2329661
1316,-138432,-137956,,1399079,-1.07,-1.67,7.03,32.6875273130587,2.3949153465956,0.704275153332755,-125094,-129598,,1316,上曜,627892,980771,-35.98,-118362,-107242,-6732,-22356
1704,-7850406,546576,,8529594,-9.2,0.64,16.5,34.6036074963059,0.915187652362297,0.538189258317317,-12410189,278156,,1704,榮化,34334510,37457326,-8.34,-1413421,-9703,-10996768,287859
1708,499785,326001,53.31,1740182,2.87,1.87,25.42,52.4078805604045,1.49997893424908,1.01780590457278,635023,421439,50.68,1708,東碱,3078803,2996632,2.74,593957,329003,41066,92436
1709,164801,233070,-29.29,4299329,0.38,0.54,14.34,57.3595509172352,2.24952230756487,0.845347393042648,225266,336176,-32.99,1709,和益,8707771,8726490,-0.21,217069,311130,8197,25046
1710,272151,912973,-70.19,8857031,0.31,1.05,18.88,53.0311781890208,1.22169774999144,0.757233114824483,266952,1084325,-75.38,1710,東聯,10752850,11494034,-6.45,424980,1145426,-158028,-61101
1711,584753,436528,33.96,4968274,1.18,0.88,14.9,57.0628871937463,1.54752446061658,0.640150548639426,731039,537934,35.9,1711,永光,7581023,6475094,17.08,675178,451282,55861,86652
1712,401221,337789,18.78,3378944,1.2,1.01,15.16,33.611246915362,1.43988278759145,0.660322723533506,491837,451103,9.03,1712,興農,13143867,11731995,12.03,502744,433146,-10907,17957
1713,63199,50715,24.62,1509517,0.42,0.34,14.76,92.9486203214625,32.0354533858998,27.589952458256,73217,56784,28.94,1713,國化,548132,491621,11.49,46750,31860,26467,24924
1714,40529,383843,-89.44,9585927,0.04,0.41,11.93,25.2391577739284,1.11973856981332,0.552841561926376,-14728,534958,,1714,和桐,41452475,37556291,10.37,409599,647933,-424327,-112975
1717,1679779,1357832,23.71,10221690,1.64,1.33,19.76,42.8445527849469,2.30340291049142,1.45981317459801,2227015,1870963,19.03,1717,長興,30058858,28063416,7.11,2183767,1674151,43248,196812
1718,612657,1045950,-41.43,14105902,0.54,0.93,17.42,3.65454528451146,1.04740060930965,-,3753892,3372069,11.32,1718,中纖,27323408,25682787,6.39,3753892,3372069,-,-
1721,6276,13818,-54.58,836771,0.08,0.17,9.07,51.3365203726766,1.4433424035117,1.04532094312741,6276,13818,-54.58,1721,三晃,1185517,1292950,-8.31,-23405,6995,29681,6823
1722,237417,2512999,-90.55,9800000,0.24,2.56,50.19,72.0646257428886,1.36094398980637,0.471369192977906,297768,2818208,-89.43,1722,台肥,10224766,12753245,-19.83,-873081,1174477,1170849,1643731
1723,1829650,1717533,6.53,2369044,7.95,7.46,30.45,86.1899054648139,4.63682031804855,3.67398073557443,2148590,2016925,6.53,1723,中碳,7093850,6793836,4.42,2012887,1888350,135703,128575
1724,9495,-92724,,1278139,0.07,-0.73,13.76,72.2150795585998,1.31882207593046,0.789725936381039,13767,-105342,,1724,台硝,947531,1323638,-28.41,23661,115424,-9894,-220766
1725,136530,90643,50.62,1825010,0.75,0.5,13.78,50.6539228600436,1.78692899270934,1.59050511091871,160492,110411,45.36,1725,元禎,7889031,7365826,7.1,144203,109800,16289,611
1726,785755,764207,2.82,1620000,4.85,4.72,45.77,84.1128941874494,6.64954848955837,3.85501309743426,959094,942061,1.81,1726,永記,6120736,5984317,2.28,974568,847871,-15474,94190
1727,73924,77837,-5.03,1050000,0.7,0.74,12.74,62.020530770664,1.41891609336672,0.941416310107248,89218,90794,-1.74,1727,中華化,1634059,1546462,5.66,91021,99108,-1803,-8314
1730,77846,70296,10.74,534812,1.46,1.31,16.61,75.0688900835472,3.23118506566944,2.083391136511,99728,90742,9.9,1730,花仙子,1105372,1092922,1.14,85861,78887,13867,11855
1732,-3352,-4510,,424439,-0.08,-0.11,10.74,75.2468303566272,3.115065121526,2.11728711585137,-3491,-3948,,1732,毛寶,422691,434575,-2.73,-4811,-5327,1320,1379
1735,24888,49073,-49.28,1023880,0.25,0.51,13.39,37.7823618461186,1.32317640488903,0.802171105995558,35089,74539,-52.93,1735,日勝化,3352658,3485641,-3.82,55454,85660,-20365,-11121
1773,390244,409178,-4.63,1500000,2.6,2.73,24.39,71.584273237013,2.03020405250396,1.16959351376567,469146,496881,-5.58,1773,勝一,5482071,4997482,9.7,402428,413773,66718,83108
4722,106539,102739,3.7,882469,1.21,1.2,19.4,52.6168432801055,1.47086179762698,0.891064029188303,137809,134092,2.77,4722,國精化,3648641,3593402,1.54,127286,112463,10523,21629
4725,-223065,-391058,,2919750,-0.76,-1.34,21.07,38.4152271268799,1.29634579215614,0.967623603466018,-255608,-452104,,4725,信昌化,18870870,16820590,12.19,-172873,-429267,-82735,-22837
4733,571243,171168,233.73,847842,6.92,2.29,28.77,47.4626060564065,1.69925742432759,1.32577520746196,660307,211867,211.66,4733,上緯,3967331,2650905,49.66,433410,207738,226897,4129
4755,106097,113344,-6.39,892030,1.2,1.42,26.27,75.6943253304908,2.60175905558954,1.7924535669196,119823,155678,-23.03,4755,三福化,2647560,2400108,10.31,30957,94263,88866,61415
22,4787574,4185783,14.38,39909530,1.39,1.48,21.2,55.7648641841596,1.66226799072191,1.05246448849207,6463094,5694433,13.5,22,生技醫療類,59261886,54874942,7.99,5881737,4553774,581357,1140659
1701,221204,208260,6.22,2980811,0.74,0.7,17.59,51.2242565642001,1.60490042715662,0.987136273380237,293527,247522,18.59,1701,中化,3926260,3843294,2.16,262121,177878,31406,69644
1707,651093,580032,12.25,1302350,5,4.45,21.28,60.2647798368769,1.30080441052938,1.05960902222935,1168024,979475,19.25,1707,葡萄王,4524940,4126706,9.65,1117798,908067,50226,71408
1720,300431,264400,13.63,1786961,1.68,1.55,17.73,58.9794178998883,1.9945243350812,1.32902963921927,362020,329685,9.81,1720,生達,2420625,2271422,6.57,306318,239731,55702,89954
1729,37546,-355535,,1854142,0.2,1.92,13,55.7852870956703,2.99362984101652,1.0981802443923,-52452,-390341,,1729,必翔,781040,722628,8.08,-73989,-404135,21537,13794
1731,64944,43669,48.72,1329152,0.49,0.33,12.75,68.6060226675029,2.4750995314096498,1.79574745446218,76598,45689,67.65,1731,美吾華,912188,1223284,-25.43,46057,44213,30541,1476
1733,189140,340791,-44.5,985314,1.92,3.46,18.11,66.5195369569755,1.65232711974584,1.01318632522454,220224,381444,-42.27,1733,五鼎,1293582,1474811,-12.29,213806,300244,6418,81200
1734,109081,268101,-59.31,1612712,0.68,1.66,18.59,53.4324156259129,2.65545996147549,1.54210407242711,130594,350389,-62.73,1734,杏輝,1940971,1864972,4.08,102111,133179,28483,217210
1736,698734,78770,787.06,3024172,2.31,0.26,23.15,37.5118981283351,1.40537519235046,1.03143055404078,844510,182714,362.2,1736,喬山,11169800,9979028,11.93,745035,141563,99475,41151
1762,14200,93964,-84.89,775600,0.18,1.21,20.33,49.8611356203104,0.597637378745969,0.219919918165479,13625,111033,-87.73,1762,中化生,654282,774743,-15.55,2412,98346,11213,12687
1783,-567,753,,703490,-0.01,0.01,12.72,86.7334215037582,10.9030496131088,2.69926074741419,-523,1327,,1783,和康生,191517,168686,13.53,-6814,-4239,6291,5566
1786,333,34635,-99.04,535000,0.01,0.76,19.61,95.8847183761504,38.6792508541781,35.4167967267052,333,25618,-98.7,1786,科妍,123854,149752,-17.29,-7456,24072,7789,1546
1789,479298,1008702,-52.48,7029643,0.68,1.43,13.27,82.9548482126122,2.85115108629578,1.32186231095555,527677,1135362,-53.52,1789,神隆,3247529,3763934,-13.72,508608,1115174,19069,20188
3164,-80882,59059,,617132,-1.33,0.97,12.5,36.0318789572854,0.595368292936468,0.507624222526378,-72707,62810,,3164,景岳,458571,239717,91.3,-65621,63266,-7086,-456
3705,560438,416211,34.65,2537362,2.21,1.64,21.82,66.7525973016736,2.14060269698525,1.33494216706892,721157,519183,38.9,3705,永信,4295651,3651442,17.64,594784,389381,126373,129802
4104,232952,260875,-10.7,1129524,2.06,2.31,55.48,45.3306419885803,1.40986309838489,1.1563319401504,379133,361684,4.82,4104,佳醫,4316913,4193445,2.94,269008,200838,110125,160846
4106,156921,91256,71.96,833855,1.88,1.09,20.47,66.4755717073513,1.96560406498839,1.37786926754014,229087,151213,51.5,4106,雃博,1720631,1495968,15.02,217741,139382,11346,11831
4108,-225580,-63720,,1636164,-1.38,-0.39,14.23,90.2848560708644,17.0626616622456,2.64826698072711,-243141,-67057,,4108,懷特,83576,117048,-28.6,-237604,-128426,-5537,61369
4119,217464,122997,76.8,696905,3.15,1.78,31.27,68.7634458993971,3.27215778483567,2.08761841257586,266884,148599,79.6,4119,旭富,1158399,990848,16.91,233516,158768,33368,-10169
4133,42383,60213,-29.61,595469,0.71,1.01,20.26,95.0498590366599,18.1065705510733,8.47755446285069,50676,71975,-29.59,4133,亞諾法,327735,356906,-8.17,44169,64728,6507,7247
4137,534306,508314,5.11,794924,6.72,7.2,38.08,76.2371549704554,2.89057658632194,2.23615459175204,718886,653507,10,4137,F-麗豐,2153050,1821305,18.21,633361,612310,85525,41197
4141,253519,58360,334.41,1409119,1.92,0.46,44.2,38.0906765691758,1.07113305219821,0.506009463729054,312269,115776,169.72,4141,F-龍燈,7260903,5698643,27.41,577841,246169,-265572,-130393
4142,-385581,-417531,,2374832,-1.9,-2.27,18.75,66.4242649154714,9.5506246611372,7.22572396476211,-427744,-417531,,4142,國光生,332475,273795,21.43,-398115,-399536,-29629,-17995
4144,338164,343366,-1.52,778670,4.34,4.91,37.13,69.8598772715005,2.64025335738625,2.1293678091802,472864,436919,8.23,4144,F-康聯,1581658,1345555,17.55,263073,187233,209791,249686
4164,158561,213699,-25.8,1302643,1.22,1.78,35.56,61.1704554008777,1.51891120580567,0.916720058070917,185924,270447,-31.25,4164,承業醫,1355300,1418372,-4.45,213136,268578,-27212,1869
4737,15620,83541,-81.3,439468,0.36,1.9,23.11,23.0743890874741,0.815420615479875,0.597303041564866,40253,108303,-62.83,4737,華廣,1059753,1174339,-9.76,82297,100770,-42044,7533
4746,203852,-117399,,844116,2.42,-1.72,33.56,53.9620730686477,1.58549379018251,0.758540333861496,245396,-121312,,4746,台耀,1970683,1734299,13.63,238144,-123780,7252,2468
23,24990130,22148860,12.83,115029695,1.45,1.32,24.25,50.1537236282155,2.13123298192844,1.15405343548214,27265109,25576297,6.6,23,油電燃氣類,767257000,732332413,4.77,19735129,18667741,7529980,6908556
2616,169663,191558,-11.43,1130088,1.52,1.72,24.16,45.443969427488,0.939464462903993,0.755574099734295,231545,258599,-10.46,2616,山隆,15450862,14600721,5.82,140687,196506,90858,62093
6505,22068931,20127420,9.65,95259597,2.32,2.11,25.66,48.717936837545,2.22172184260598,1.16165072954753,24000949,23202888,3.44,6505,台塑化,719056827,684086864,5.11,18469934,17982492,5531015,5220396
8926,1434059,468385,206.17,5890486,2.43,0.8,18.72,75.6831828210164,1.42248866653394,1.33391438085005,1450490,489648,196.23,8926,台汽電,1232475,2002347,-38.45,51609,-323797,1398881,813445
9908,565475,514607,9.88,5163580,1.13,1.03,19.28,67.6032453221367,2.72751651517957,2.54125326719329,664168,595868,11.46,9908,大台北,4077487,3917614,4.08,325826,262962,338342,332906
9918,165554,181895,-8.98,1805375,0.93,1.02,15.8,72.2196769894119,3.26432911186162,3.22690612954263,197464,217171,-9.07,9918,欣天然,2147389,2017846,6.42,229321,156332,-31857,60839
