stock,90年1-9月,稅後純益,90年1-9月,增減,期末股本,稅後純益,90年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,90年1-9月,增減,營業利益,90年1-9月,營業外
1203,-134230,-39785,-95300,,2092537,-0.19,-0.46,9.8433,33.0632,0.76,0.26,1203,味王,1434779,1959950,-26.8,65640,38930,-105425
1204,-25054,-29141,-55255,,600000,-0.49,-0.92,7.0195,49.0334,1.2,0.7,1204,津津,570812,590911,-3.4,-20697,-30201,-8444
1207,-1128261,-1449767,-1201917,,12842278,-1.13,-0.94,7.806,30.0884,0.59,0.14,1207,嘉食化,6846248,6666700,2.69,-110919,-220524,-1407466
1210,51882,252510,357538,-29.38,4003182,0.63,0.79,11.5659,54.547,1.2,0.67,1210,大成,10198348,9968778,2.3,361743,348567,-60394
1212,-195096,44066,-226241,,2731664,0.16,-0.83,4.9378,21.3974,0.6,0.4,1212,中日,4374668,4236139,3.27,10019,-31145,48981
1213,8100,10780,8727,23.52,428959,0.25,0.22,13.4572,78.8013,2.24,1.66,1213,大飲,493670,498611,-0.99,7669,4549,8230
1215,-85877,44525,119094,-62.61,2300268,0.19,0.52,11.1162,62.0063,2.56,1.5,1215,卜蜂,8208036,8695621,-5.61,85874,218679,-29271
1216,1017667,565226,1471707,-61.59,34422458,0.16,0.44,11.7011,56.4647,1.43,0.92,1216,統一,26141314,25633737,1.98,732013,645220,13276
1217,-154446,-19474,-27406,,3639628,-0.05,-0.08,9.0904,47.1266,0.92,0.61,1217,愛之味,2861561,2279039,25.56,149965,117339,-169439
1218,-92551,4539,-39099,,3232980,0.01,-0.12,9.3544,45.686,1.2,0.69,1218,泰山,3275808,3238862,1.14,129455,115452,-89916
1219,-25183,7568,10483,-27.81,2450260,0.03,0.04,11.1095,62.3401,2.51,1.71,1219,福壽,3038362,2988433,1.67,6996,62389,4803
1220,-31109,-58692,-3598,,1770779,-0.33,-0.02,11.5068,71.319,1.76,1.24,1220,台榮,1304502,1449648,-10.01,-45766,28553,-15089
1221,133284,273741,285695,-4.18,3036800,0.9,1.62,12.9337,50.8316,1.45,0.9,1221,久津,6978766,3256567,114.3,405410,166411,-43869
1224,-191789,-22782,-321779,,949421,-0.24,-3.39,0.7132,4.6986,0.33,0.14,1224,惠勝,1740029,2021223,-13.91,23562,-59173,-46344
1225,-82093,-5774,-23667,,1867870,-0.03,-0.12,10.5451,59.443,1.16,0.66,1225,福懋油,2804739,2450697,14.45,41438,60962,-47212
1228,5102,-59615,-43946,,362168,-1.65,-0.68,8.3578,30.0739,0.69,0.38,1228,臺芳,799535,675329,18.39,-74326,-49043,14711
1229,140265,362674,115194,214.84,6612928,0.55,0.17,14.3491,77.3366,1.35,0.8,1229,聯華,1228140,1046920,17.31,23508,-24222,345002
1231,17919,101387,92607,9.48,1154190,0.88,0.8,14.8914,49.7761,1.18,0.6,1231,聯華食,2188921,1269901,72.37,168023,100537,-25390
1232,-13989,272765,248514,9.76,1599749,1.7,1.65,13.3741,60.0507,1.31,0.5,1232,大統益,5012478,4529389,10.67,372034,334854,-13108
1233,-15702,81225,45244,79.53,829045,0.98,0.55,11.4102,72.8921,2.03,1.21,1233,天仁,967040,871187,11,105829,80677,2593
1234,2538,316848,221972,42.74,5358281,0.59,0.41,14.6056,65.1687,2.21,1.91,1234,黑松,2933127,3039007,-3.48,324924,311784,136924
1235,1310,49343,71639,-31.12,392037,1.26,1.92,14.4141,67.6189,3.53,2.94,1235,興泰,826457,871608,-5.18,85560,94771,-10592
1236,-27387,37959,28711,32.21,631224,0.6,0.47,12.2007,57.5585,0.93,0.67,1236,宏亞,886449,830973,6.68,47516,65380,-2179
13,-2928674,19147189,9371428,104.31,174946688,1.09,0.56,17.4947758942427,54.058193955552,1.34206330421416,0.67255741139659,13,塑膠類,185512683,175967139,5.42,13782987,8777291,7500398
1301,3520364,7313913,7470626,-2.1,45347335,1.61,1.76,20.8101,57.0349,1.9,0.75,1301,臺塑,48254968,46281990,4.26,4333841,3031490,3921620
1303,-1974647,10858742,7127340,52.35,62144795,1.75,1.23,21.829,54.9058,1.75,0.84,1303,南亞,76476209,73373613,4.23,6263886,6567436,5212269
1304,-199278,55313,-236185,,7714032,0.07,-0.31,12.1035,65.3768,1.9,0.72,1304,臺聚,3748089,3821144,-1.91,121073,-25797,-8143
1305,-563251,106608,-706340,,4248035,0.25,-1.66,9.9986,47.4416,1.67,0.93,1305,華夏,4571979,4547122,0.55,-56035,-79807,162289
1306,-28557,55016,68836,-20.08,556416,0.99,1.42,13.3432,41.3445,1.38,0.78,1306,合發,1252345,1258515,-0.49,73285,127036,-4602
1307,-56370,157538,34540,356.1,2069490,0.76,0.17,13.3855,62.7268,2.24,1.52,1307,三芳,2993915,2766888,8.21,218846,125452,-20369
1308,-53228,187844,-89275,,2279277,0.82,-0.39,16.0759,83.5708,3.52,2.59,1308,亞聚,1883731,1840483,2.35,137989,-39600,92190
1309,-78725,37915,-139706,,2626219,0.14,-0.53,14.2081,74.0438,2.06,1.31,1309,臺達化,3670615,3040244,20.73,-82539,-74693,113517
1310,-171496,576744,-328652,,4851510,1.19,-0.68,11.0624,64.8384,1.04,0.59,1310,台苯,5578056,3600724,54.91,969433,-259066,-158467
1311,-30683,272038,153077,77.71,2571841,1.06,0.59,15.2975,75.4286,2.75,1.94,1311,福聚,5641535,5163394,9.26,481390,203060,-116095
1312,-1301064,-53721,-1386969,,6598242,-0.08,-2.1,8.9018,38.6785,0.62,0.41,1312,國喬,6430275,5418256,18.68,710952,-267201,-779325
1313,67060,582957,-2622,,7017370,0.83,(<<<<<),13.3818,72.0332,1.74,0.92,1313,聯成,2771393,2444478,13.37,194816,5357,462434
1314,-1947424,-1553394,-2698626,,14829439,-1.05,-1.82,8.9787,26.7252,0.29,0.16,1314,中石化,10497471,10968142,-4.29,-170722,-943016,-1438081
1315,42964,151631,178271,-14.94,2415227,0.63,0.74,13.1434,65.1801,2.07,1.6,1315,達新,2229610,2369109,-5.89,109386,151996,61228
1316,-37259,38623,-224502,,1403322,0.28,-1.6,6.0112,58.0165,0.54,0.3,1316,上曜,683155,599350,13.98,-13957,-25921,53597
1319,-65622,410528,217755,88.53,3977186,1.03,0.56,11.2705,51.4655,0.93,0.69,1319,東陽,4109188,4086061,0.57,502213,315888,-1856
1321,-117195,-105706,-148969,,2080845,-0.51,-0.72,11.5305,57.1356,1.61,0.69,1321,大洋,3038125,2821032,7.7,-30085,-62172,-65445
1323,13859,52165,23015,126.66,693933,0.75,0.33,12.6832,70.1762,2.33,1.75,1323,永裕,704547,631729,11.53,36511,16602,24894
1324,41761,41772,54136,-22.84,625774,0.67,0.87,13.5593,75.6852,2.7,2.14,1324,地球,760776,685439,10.99,11356,4206,4767
1325,10117,-39337,5678,,896400,-0.44,0.06,11.6099,63.643,5.01,4.04,1325,恒大,216701,249426,-13.12,-28652,6041,-16024
14,-10890896,1010909,-8863744,,274986754,0.04,-0.29,12.2898744424613,48.4259813928485,1.03343976484157,0.374096681036263,14,紡織纖維類,239351295,228405213,4.79,8435759,3226138,-4966258
1402,399960,1840531,400124,359.99,33610246,0.55,0.12,15.2887,51.0203,1.05,0.45,1402,遠紡,23547832,24386729,-3.44,242597,164,1597934
1407,-3685390,-3423776,-4517548,,6412945,-5.34,-1.86,4.6822,8.4493,0.24,0.03,1407,華隆,10248052,15357256,-33.27,-758046,-854735,-2855729
1408,-944461,-1227243,-1719787,,5450704,-2.25,-1.89,7.6497,20.8526,0.48,0.13,1408,中紡,6908498,6700922,3.1,-445065,-775326,-782178
1409,-204315,532391,-330592,,13253409,0.4,-0.25,8.259,45.6875,0.76,0.43,1409,新纖,11249900,9430874,19.29,351637,-78017,182509
1410,-41432,-29530,-83417,,900000,-0.33,-0.93,10.1261,82.6402,2.07,1.71,1410,南染,306355,295639,3.62,4933,-59145,-37132
1413,-48989,28401,-302087,,2836457,0.1,-1.06,8.0305,57.5898,0.73,0.29,1413,宏洲,2686457,2177956,23.35,54140,-307182,-17446
1414,-165003,-105144,-415287,,3515775,-0.3,-1.18,5.1977,28.9052,0.44,0.26,1414,東和,2512865,2524759,-0.47,-14264,-244760,-86485
1416,-367943,-252888,-465163,,5497834,-0.46,-0.85,8.6833,50.3154,0.94,0.41,1416,廣豐,2599128,1865998,39.29,12123,-54618,-292399
1417,132034,-15102,100157,,4157493,-0.04,0.24,10.7288,66.441,1.2,0.88,1417,嘉裕,1208915,1424871,-15.16,-46518,-31113,31421
1418,-189404,-91009,-475616,,2638553,-0.34,-1.8,10.1382,57.5148,1.26,0.68,1418,東華,1594690,1507936,5.75,-57906,-300691,-32586
1419,-118486,153833,-178699,,2904000,0.53,-0.62,11.026,46.8276,0.51,0.43,1419,新紡,448965,588557,-23.72,-1507,-62458,153457
1420,1112843,-118253,1335740,,7880511,-0.15,1.7,7.8099,32.5628,0.67,0.17,1420,潤泰全,6274099,6975071,-10.05,99453,273689,-189051
1422,-286285,-279121,-321487,,1800000,-1.55,-1.79,1.5713,7.2525,0.9,0.11,1422,民興,208573,309740,-32.66,-22653,-39970,-257491
1423,22950,63333,121286,-47.78,1793000,0.35,0.68,13.2598,76.082,5.42,1.95,1423,利華,1858043,1987728,-6.52,102581,140137,-9094
1432,-154816,-170420,-138701,,2077654,-0.82,-0.67,5.1224,20.8522,0.83,0.14,1432,大魯閣,928634,1236337,-24.89,-87799,16115,-82621
1433,781951,6463297,4087394,58.13,41805522,1.55,1.04,22.2768,51.5126,2.38,0.87,1433,臺化,62505876,51528820,21.3,5572946,3305443,1898782
1434,-635113,1749682,656567,166.49,15412593,1.14,0.44,13.351,62.533,1.48,0.81,1434,褔懋,13594849,12224987,11.21,1053894,1399377,660926
1435,27261,-58079,-35152,,1397801,-0.42,-0.25,7.4676,57.1031,0.95,0.62,1435,中褔,569420,226323,151.6,-19320,-67949,-33208
1436,276138,-81471,124637,,3000000,-0.27,0.42,11.2907,63.7661,2.13,0.02,1436,褔益,20704,144838,-85.71,-83263,-151501,1792
1437,-33197,-36906,-135196,,1572008,-0.23,-0.86,12.556,57.4674,1.01,0.58,1437,勤益,670201,525675,27.49,-12388,-94363,-26460
1438,-24748,-30438,-115836,,1024115,-0.3,-1.13,3.5294,24.1218,0.4,0.13,1438,裕豐,509844,362277,40.73,1636,-91088,-32074
1439,53447,1490,104360,-98.57,1085400,0.01,0.96,12.2157,56.9962,2.06,1.09,1439,中和,1004059,955666,5.06,-50440,66173,53410
1440,192040,565387,-487012,,15013380,0.38,-0.32,12.2749,63.6306,2.15,0.4,1440,南紡,7816886,7339841,6.5,215363,-410563,350282
1441,-121508,-266304,-286800,,1625006,-1.64,-1.76,7.4867,40.9022,0.86,0.28,1441,大東,1213375,1387622,-12.56,-79791,-150589,-186221
1442,-152787,-76725,-160991,,995790,-0.77,-1.62,10.1275,64.6968,1.91,0.2,1442,名軒開發,183765,373040,-50.74,-53363,-13372,-23050
1443,-58766,-155491,-168871,,3010900,-0.52,-0.56,9.6765,58.0856,0.7,0.16,1443,立益,560411,534349,4.88,-60647,-57818,-94844
1444,-364429,68526,-402211,,7314000,0.09,-0.55,10.6556,68.3685,1.09,0.48,1444,力麗,4350448,4075475,6.75,169478,62218,-78952
1445,2897,-20930,34620,,1710010,-0.12,0.19,11.4693,64.0582,1.93,1,1445,大宇,1559853,1973282,-20.95,48,95247,-15233
1446,-33890,67775,3442,+++++,2216537,0.31,0.01,15.5504,62.4986,0.83,0.29,1446,宏和,2818947,3066743,-8.08,746,37332,67206
1447,-249535,2213,-49274,,5706875,<<<<<,-0.09,11.7626,60.7037,1.07,0.43,1447,力鵬,6126675,6626897,-7.55,150199,200261,-147986
1449,-234268,-372712,-31164,,6668541,-0.56,-0.05,6.9109,44.5801,0.69,0.18,1449,佳和,3535918,3537753,-0.05,51154,233938,-419931
1450,-84107,-462341,-203388,,2740072,-1.69,-0.72,8.7296,44.564,0.19,0.1,1450,新藝,596642,1349435,-55.79,-139982,-119281,-201427
1451,500256,1498807,1281594,16.95,5983691,2.5,2.14,15.8117,80.978,1.53,0.92,1451,年興,4496373,4798008,-6.29,926603,1050522,794121
1452,51540,72710,68933,5.48,1892900,0.38,0.36,10.7051,90.5678,4.61,2.94,1452,宏益,1300925,1324750,-1.8,29819,37470,17256
1453,60646,7132,41751,-82.92,1493884,0.05,0.28,7.9713,49.3183,1.11,0.29,1453,大將,1548163,1803291,-14.15,-17192,-20507,17763
1454,-81776,13995,29651,-52.8,1425240,0.1,0.18,11.805,63.8857,1.16,0.61,1454,台富,1855251,2135367,-13.12,79665,161427,-45670
1455,33625,447524,100151,346.85,4060224,1.1,0.25,13.2775,69.1364,1,0.49,1455,集盛,4595547,3826737,20.09,368038,54136,79486
1456,-108242,-258234,-198715,,2904623,-0.89,-0.51,6.3553,26.8983,0.74,0.32,1456,怡華,2634517,2719738,-3.13,-73802,-61735,-155309
1457,32831,11713,65338,-82.07,3723200,0.03,0.18,11.1496,51.4636,0.69,0.37,1457,宜進,2782633,2580040,7.85,173763,49811,-120256
1458,-1000620,-730304,-1097128,,5650000,-1.29,-1.94,1.8084,16.3329,0.31,0.18,1458,嘉畜,3682016,1748985,110.52,-88090,-96508,-642214
1459,-21248,102001,80579,26.59,3457809,0.3,0.23,11.5384,65.787,0.84,0.47,1459,聯發,2077041,1921559,8.09,129249,94035,-23690
1460,119864,81482,260639,-68.74,4670684,0.17,0.55,12.5575,64.4385,1.79,0.43,1460,宏遠,4062103,4434697,-8.4,33315,156121,48167
1462,-5073695,-5217286,-5719580,,15556897,-3.35,-2.57,6.0398,24.7681,1.28,0.11,1462,東雲,9879505,7558521,30.71,32680,-712022,-4180381
1463,3389,-54288,-26687,,2013167,-0.27,-0.13,10.0761,84.6641,1.75,0.84,1463,強盛,745446,899801,-17.15,-68199,-41817,16053
1464,-46616,232812,118976,95.68,2396194,0.97,0.5,7.4772,56.3636,3.32,1.38,1464,得力,2083392,2007202,3.8,170098,172439,56747
1465,24668,36191,118545,-69.47,1073609,0.34,1.1,13.8658,75.5508,2.99,2.19,1465,偉全,1044865,1595633,-34.52,31462,128524,12325
1466,-237659,-51581,-409057,,1150303,-0.45,-2.42,5.0642,21.9894,0.35,0.1,1466,聚隆,1373459,1338084,2.64,-26562,-201171,-24158
1467,-57252,48944,33495,46.12,1007107,0.49,0.34,13.21,43.1827,0.74,0.42,1467,南緯,1982035,1547887,28.05,151379,106631,-81509
1468,1196,22464,43496,-48.35,1604053,0.14,0.27,12.1852,74.204,1.98,0.82,1468,昶和,781966,919291,-14.94,4769,48051,9452
1469,-23857,27170,17263,57.39,1246000,0.22,0.14,16.4084,83.7106,1.27,0.35,1469,理隆,716518,797841,-10.19,30539,47472,-5196
1470,-14895,14176,-40640,,857670,0.17,-0.47,9.7371,75.748,1.21,0.66,1470,大統染,620857,555149,11.84,5752,-23596,13424
1471,-45194,5435,-9583,,1171280,0.05,-0.08,10.5418,60.2085,0.97,0.62,1471,首利,1332890,2056546,-35.19,8403,40611,-1968
1472,-4659,45076,-13702,,690000,0.65,-0.2,14.6925,75.5689,2.06,0.83,1472,三洋纖,920010,796059,15.57,22449,-8743,34627
1473,280174,349052,370199,-5.71,1223948,2.85,3.19,22.9667,69.9671,1.88,1.01,1473,台南,3081862,2841174,8.47,92871,154521,287409
1474,10122,100670,85588,17.62,818311,1.23,1.41,12.57,52.3394,1.77,1.03,1474,弘裕,2436105,2020161,20.59,144319,103414,-3140
1475,-68983,-116319,-69173,,976721,-1.19,-0.71,7.5894,39.0376,0.81,0.11,1475,本盟,642484,1017493,-36.86,-5046,8405,-113426
1476,-27160,58591,60275,-2.79,912108,0.64,0.66,13.7702,51.383,1.02,0.46,1476,儒鴻,2456453,2157803,13.84,129501,113092,-52292
15,1280551,5353615,4966152,7.8,75581412,0.71,0.68,14.5103778955598,55.0061606617466,1.39714987444072,0.80148296729297,15,電機機械類,80627895,76875629,4.88,6178898,4526898,257088
1503,-166205,393566,278497,41.32,5209722,0.76,0.53,17.2378,57.2694,1.47,0.87,1503,士電,7825579,7048226,11.03,548312,482198,-47301
1504,345351,532559,380208,40.07,19180933,0.28,0.19,16.6914,53.6221,1.05,0.57,1504,東元,13324484,16247342,-17.99,525400,34857,7159
1506,-39342,6944,-1508,,1022516,0.07,-0.01,11.632,43.2106,0.55,0.3,1506,正道,586273,535173,9.55,39871,29038,-36142
1507,77220,427411,254627,67.86,4108200,1.04,0.62,17.3478,77.224,2.96,2.07,1507,永大,2187632,2128037,2.8,176596,191993,260490
1510,-110957,36900,-28407,,2280434,0.16,-0.12,13.0574,36.9168,1.4,0.5,1510,台安,4287407,4025713,6.5,90070,86272,-49670
1512,-11414,14274,17081,-16.43,1765073,0.08,0.1,11.2867,54.0796,1.49,0.77,1512,瑞利,1832977,1773644,3.35,40975,34958,-18310
1513,-54232,424431,416090,2,6233040,0.68,0.67,11.3441,53.8627,1.75,0.53,1513,中興電,6010108,6709033,-10.42,654822,530656,-149761
1514,-42636,5298,104439,-94.93,2060870,0.03,0.53,11.0867,57.9094,1.77,1.1,1514,亞力,1730735,2226418,-22.26,16595,184440,-16249
1515,-144837,132955,-64508,,2497131,0.53,-0.26,12.308,45.3549,1.41,1.03,1515,力山,3144056,2474011,27.08,184105,86861,-78605
1516,-106558,-171928,-93987,,1542362,-1.11,-0.61,6.9745,63.4037,1.28,0.73,1516,川飛,335974,638335,-47.37,-43222,10346,-126674
1517,-12463,-38242,-130087,,2312673,-0.17,-0.56,9.747,85.1307,4.36,3.73,1517,利奇,1121556,1021655,9.78,-1741,-160870,7229
1518,-70639,-19948,-21980,,1847422,-0.11,-0.12,9.7823,63.7643,1.47,0.51,1518,夆典,2095933,2045433,2.47,27948,39644,-35623
1519,-6590,108953,93114,17.01,2201194,0.5,0.42,10.3009,53.6383,1.21,0.93,1519,華城,2058543,1539770,33.69,182726,98891,-58956
1520,1384208,1307556,2032460,-35.67,5032331,2.6,5.7,16.7563,61.9138,1.89,1.42,1520,復盛,5718546,3694472,54.79,974366,897187,557330
1521,5957,112072,30368,269.05,762300,1.47,0.4,14.4128,49.3314,1.13,0.79,1521,大億,1800485,1479578,21.69,130591,15980,-1227
1522,39366,521143,214673,142.76,1832203,2.84,1.27,20.3955,51.0976,1.03,0.79,1522,堤維西,4068868,3259339,24.84,654535,229023,3991
1523,-11052,85683,103260,-17.02,1520346,0.56,0.71,13.7653,49.5111,0.85,0.58,1523,開億,2516802,2375143,5.96,139904,141490,-20298
1524,-12018,51276,53462,-4.09,1103518,0.46,0.51,12.5167,50.677,0.8,0.46,1524,耿鼎,1216120,1094666,11.1,70008,83194,-16277
1525,16835,64793,29682,118.29,410571,1.58,0.72,20.9353,70.5352,2.87,2.34,1525,江申,721664,527091,36.91,43346,9847,27947
1526,-28862,-100751,-87685,,787971,-1.28,-1.11,9.078,47.3093,0.87,0.37,1526,日馳,474385,481846,-1.55,-67875,-73864,-29597
1527,42307,488462,421499,15.89,1311222,3.73,3.25,16.2823,57.9639,1.41,1.22,1527,鑽全,1738063,1477947,17.6,687164,507631,-37068
1528,-72337,-22600,15772,,820000,-0.28,0.2,12.8408,44.6888,1.47,0.88,1528,恩德,1598597,1432939,11.56,77716,89288,-99500
1529,-14218,-7311,-12771,,748737,-0.1,-0.18,11.3587,52.9707,1.43,0.52,1529,樂士,835751,639992,30.59,7178,3001,-21663
1530,3486,44026,14557,202.44,476011,0.92,0.31,11.6045,67.1217,2.13,1.07,1530,亞崴,469629,296590,58.34,35384,16386,17258
1531,78555,273969,236698,15.75,1199121,2.28,1.97,20.0128,73.9454,3.09,2.02,1531,高林股,2039803,1823373,11.87,239066,206733,110941
1532,94639,190528,92318,106.38,1152298,1.65,0.83,16.4369,51.5218,1.35,0.72,1532,勤美,1999405,1465734,36.41,67265,-4578,131743
1533,58098,257436,204764,25.72,861272,2.99,2.7,18.7693,58.648,2.26,1.34,1533,車王電,1553857,1243100,25,334357,206984,-2597
1534,-25568,-82881,7571,,976778,-0.85,0.09,10.7623,35.5135,1.09,0.12,1534,新企,707131,872113,-18.92,11143,27485,-94540
1535,20869,11143,59051,-81.13,882675,0.13,0.73,11.3007,35.8518,1.37,0.87,1535,中宇,1218796,1126654,8.18,-37786,65859,39593
1536,-14386,40450,12955,212.23,538300,0.75,0.25,11.9675,47.7666,1.01,0.75,1536,和大,555943,468424,18.68,76891,36267,-22603
1537,-12852,125131,105691,18.39,582300,2.15,2.28,18.6991,73.268,2.41,1.51,1537,廣隆,984931,839457,17.33,79868,157514,85173
1538,49601,41046,115956,-64.6,1033888,0.4,1.24,12.9145,44.1382,1.16,0.96,1538,正峰工,2483937,2209436,12.42,126391,101069,-46258
1539,31520,41446,79010,-47.54,648000,0.64,1.32,14.3658,66.7865,1.35,0.75,1539,巨庭,881833,892618,-1.21,51204,80923,7262
1540,-10295,57825,33282,73.74,640000,0.9,0.5,10.7797,67.5015,1.71,0.58,1540,喬福,502092,762327,-34.14,35725,80195,9891
16,1377881,258383,1605052,-83.9,121038403,0.02,0.13,11.654879815293,59.6535449871063,1.16949596859433,0.451131250382643,16,電器電纜類,67059435,63599991,5.44,2473260,125897,-1803854
1601,-51580,-96842,-168103,,2756160,-0.35,-0.61,7.0616,30.0163,0.53,0.17,1601,台光,1738265,1914650,-9.21,-106499,-111024,10280
1602,3308425,-3281720,3193089,,33455332,-0.98,1.01,9.1784,54.886,1.42,0.11,1602,太電,10097873,9126807,10.64,337357,-34184,-3408586
1603,-223210,47020,-306035,,3423000,0.14,-0.89,8.5507,34.6016,0.83,0.4,1603,華電,2258750,1432220,57.71,156063,-82825,-106531
1604,558208,1612050,804539,100.37,10288859,1.57,0.67,10.8041,54.3322,1.4,0.76,1604,聲寶,9686226,9766548,-0.82,273055,246331,1339136
1605,-996657,1747210,-903407,,36129763,0.48,-0.25,14.8721,77.0982,1.36,0.85,1605,華新,14373922,12565332,14.39,1054337,93250,692873
1606,-23493,-431447,-245699,,5184000,-0.83,-0.47,10.1813,33.5171,0.62,0.31,1606,歌林,2928927,3264708,-10.29,-160933,-237248,-297429
1608,-883061,227128,-749538,,6296254,0.36,-1.19,12.3869,75.0528,2.59,1.7,1608,華榮,4408515,4159159,6,354721,68251,-49923
1609,-158318,343799,-101754,,4768280,0.72,-0.19,12.2419,59.2351,1.31,0.66,1609,大亞,3713671,3197735,16.13,279126,43797,110751
1611,101819,61248,129436,-52.68,3601108,0.17,0.36,12.6254,74.4717,2.69,1.97,1611,中電,2070330,2248684,-7.93,-25272,34192,71495
1612,-12750,176943,-74555,,3321390,0.53,-0.22,12.1459,73.6172,2.28,1.33,1612,宏泰,2213199,1566839,41.25,86499,-70279,71014
1613,-307434,-747681,-233877,,4321974,-1.73,-0.54,4.1692,19.3322,0.14,0.05,1613,台一,1321055,3842150,-65.62,-436639,-46168,-311025
1614,113019,350079,185774,88.44,3166040,1.11,0.59,15.1927,71.0044,3.25,2.68,1614,三洋電,5870450,4798774,22.33,348709,116183,80277
1615,-3744,7838,-25744,,882000,0.09,-0.29,11.6296,45.8796,1.06,0.65,1615,大山,1173565,1095479,7.13,35875,-32848,-24969
1616,-29016,65059,-58866,,1109124,0.59,-0.58,16.1824,71.3895,1.63,0.8,1616,億泰,1332989,1041139,28.03,77249,-30637,6822
1617,31463,166291,127179,30.75,1081569,1.54,1.33,15.178,58.6037,1.21,0.98,1617,榮星,2496937,2292167,8.93,153321,113918,57644
1618,-45790,11408,32613,-65.02,1253550,0.09,0.27,16.5203,49.1521,0.85,0.41,1618,合機,1374761,1287600,6.77,46291,55188,-45683
17,347933,6345873,4672766,35.81,78988475,0.8,0.61,15.1061983409605,60.766126494154,1.7082014487983,1.18121376653704,17,化學類,78585256,74835474,5.01,6841088,5397595,369442
1701,-113248,-24210,-86339,,2509100,-0.1,-0.34,12.6418,51.0286,1.01,0.62,1701,中化,1828673,1790034,2.16,44662,32112,-85538
1702,-12444,50847,48120,5.67,2796871,0.18,0.17,7.8839,45.4086,0.59,0.36,1702,南僑,1007088,1025279,-1.77,-18693,60564,69540
1704,77261,333768,158627,110.41,4849897,0.69,0.34,14.7306,58.9246,1.76,1.06,1704,榮化,5931840,5535506,7.16,438615,171726,25340
1707,-36959,26011,-5839,,1308186,0.2,-0.04,10.9813,71.3097,3.01,2.19,1707,葡萄王,799355,725597,10.17,43480,32737,-14827
1708,114287,-69391,52141,,2104529,-0.33,0.25,11.9473,68.07,0.92,0.53,1708,東碱,1018994,1184578,-13.98,-58257,-57445,-3851
1709,17505,152823,156539,-2.37,2050164,0.75,0.79,13.2525,80.8273,4.67,2.89,1709,和益,2469176,2441136,1.15,204945,179837,-2875
1710,96577,568335,396568,43.31,4959070,1.15,0.8,11.9696,71.3766,1.68,0.99,1710,東聯,4147679,3413935,21.49,641150,348268,-18325
1711,-147392,200720,113501,76.84,3842300,0.52,0.29,12.6611,72.5809,1.87,0.93,1711,永光,3052225,3028291,0.79,289500,242824,-80578
1712,-129534,41668,64199,-35.1,3572729,0.12,0.18,11.3934,63.7079,1.39,0.62,1712,興農,5338795,4927015,8.36,210279,175057,-131093
1713,29277,42097,67675,-37.8,1509517,0.28,0.45,13.0723,85.7675,12.2,8.92,1713,國化,576053,614650,-6.28,50249,58706,5671
1714,372380,503293,464148,8.43,5766483,0.87,0.91,11.9117,59.7693,0.82,0.58,1714,和桐,6145182,6943553,-11.5,142154,172599,293381
1715,24124,26415,64519,-59.06,3371924,0.08,0.19,12.9285,58.7148,1.16,0.88,1715,亞化,2518284,2303882,9.31,170136,53292,-108739
1716,-59046,311315,312103,-0.25,2416535,1.29,1.29,18.8713,86.5717,3.84,2.27,1716,永信,1785066,1888383,-5.47,462674,457988,-39296
1717,-57151,841584,435956,93.04,5836668,1.44,0.79,16.338,59.3696,1.88,1.21,1717,長興,9548699,8864368,7.72,770908,572936,147232
