stock,公司,營業收入,88年1-3月,,營業利益,88年1-3月,營業外,88年1-3月,稅後純益,88年1-3月,,期末股本,稅後純益,88年1-3月,每股淨值,淨值佔總資產,流動比率,速動比率,
2514, 2514 龍    邦  ,347158,744318,-53.36,-114702,3519,179726,70667,69493,69689,-0.28,5279252,0.13,0.16,14.56,57.6,0.99,0.11,
2515, 2515 中華工程  ,3523336,4090715,-13.87,1828,35536,64594,-2405,90496,32985,174.36,11926272,0.08,0.03,14.85,35.05,1.46,1.11,
2516, 2516 新亞建設  ,847826,954724,-11.2,11945,-12858,-14184,-16623,-4832,-29622,        ,3605000,-0.01,-0.08,10.72,43.79,1.46,0.37,
2517, 2517 長谷建設  ,476135,1205243,-60.49,-53809,14325,30201,-54755,-16391,-40430,        ,6634423,-0.02,-0.07,13.82,39.79,1.3,0.06,
2518, 2518 長億實業  ,834643,923254,-9.6,-101664,-77836,-46182,19741,-148463,-68785,        ,10536697,-0.14,-0.07,17.73,44.06,1.59,0.08,
2519, 2519 宏福建設  ,269600,165727,62.68,-58335,-70186,-66036,-331620,-124378,-400174,        ,7183703,-0.17,-0.51,2.64,27.36,1.14,0.03,
2520, 2520 冠德建設  ,4440514,1023070,334.04,740384,178820,59536,             ,799920,193026,314.41,4283447,1.87,   <<<<<<   ,19.8,45.39,1.75,0.17,
2521, 2521 宏總建設  ,34351,127710,-73.1,-10923,-31590,-84385,-191208,-95308,-222798,        ,4388434,-0.22,-0.51,11.45,46.25,1.67,0.02,
2522, 2522 啟阜建設  ,539757,1122993,-51.94,-15314,42672,-70714,-140301,-86028,-97629,        ,2793862,-0.31,-0.35,2.08,9.41,0.56,0.26,
2523, 2523 德寶營造  ,1718181,1825150,-5.86,88492,117725,19734,14272,84938,98031,-13.36,4359000,0.19,0.23,12.58,54.38,1.71,0.66,
2524, 2524 緯城實業  ,76997,180992,-57.46,-30790,-20187,-60740,-61677,-91143,-79131,        ,1486626,-0.61,-0.59,8.99,31.66,1.37,0.04,
2525, 2525 寶祥實業  ,144143,722836,-80.06,-74135,189125,-189434,-430446,-224814,-241326,        ,7766720,-0.29,-0.31,9.88,61.02,1.39,0.09,
2526, 2526 大陸工程  ,2002744,1996661,0.3,87793,-34733,-40176,20580,47617,-14153,        ,6957500,0.07,-0.02,21.49,62.56,1.67,0.24,
2527, 2527 宏璟建設  ,46716,88646,-47.3,-40143,-29276,-3392,-85727,-43545,-115007,        ,5519385,-0.08,-0.21,11.56,71.35,2.41,0.02, 
2528, 2528 皇普建設  ,248823,843646,-70.51,-41532,73006,-93720,73787,-135291,128759,        ,2457907,-0.55,0.52,12.73,27.69,1.3,0.02,
2529, 2529 仁    翔  ,2586,121501,-97.87,-15611,-27818,-104362,-30947,-119639,-58994,        ,1163434,-1.03,-0.28,0.63,1.81,1.01,0.01, 
2530, 2530 大華建設  ,123757,429532,-71.19,-34508,135669,44965,-79649,10986,55544,-80.22,3941942,0.03,0.16,18.23,35.2,1.6,0.12,
2531, 2531 三采建設  ,264178,1041163,-74.63,-5166,58710,6248,-356809,347,-298173,        ,2505369,   <<<<<<   ,-1.19,7.2,25.82,1.19,0.04,
2532, 2532 尖美建設  ,615392,59525,933.84,-177327,-44096,-156691,-169694,-334018,-213790,        ,3866469,-0.86,-0.55,8.39,28.61,1.12,0.01,
2533, 2533 昱成建設  ,37474,707657,-94.7,-19958,28942,-14970,             ,-36447,31239,        ,1589513,-0.23,   <<<<<<   ,11.07,34.13,1.31,0.07,
2534, 2534 宏盛建設  ,413660,498143,-16.96,-2591,90351,196071,-15098,187883,61283,206.58,5134552,0.37,0.12,21.22,41.2,1.55,0.05,
2535, 2535 達欣工程  ,993732,1619118,-38.63,7214,52976,3126,-43624,13209,2664,395.83,2874861,0.05,0.01,12.01,48.27,1.1,0.6,
2536, 2536 宏普建設  ,141270,423124,-66.61,-1860,74837,105678,-57915,86708,16874,413.86,2971550,0.29,0.06,21.21,65.71,4.01,0.15,
2537, 2537 春池建設  ,50567,144890,-65.1,-41386,-119330,131235,-220159,89845,-339489,        ,3211567,0.28,-1.06,6.87,34.64,1.45,0.11,
2538, 2538 基泰建設  ,304761,669525,-54.48,38753,101941,20213,-65006,59811,36148,65.46,2849399,0.21,0.14,15.88,44.52,1.8,0.16,
2539, 2539 櫻花建    ,251095,395139,-36.45,-13948,13784,109440,-53188,95492,-39404,        ,2209714,0.43,-0.2,6.47,28.47,1.27,0.18,
2540, 2540 林三號    ,102313,30061,240.35,-79787,-14913,-43326,-27307,-123127,-42220,        ,3850000,-0.32,-0.12,15.12,47.04,2.25,0.28,
2541, 2541 中鼎      ,3035168,3779853,-19.7,247010,274685,205514,64350,396944,267020,48.66,4299035,0.92,0.75,15.49,54.04,1.3,0.89,
2542, 2542 宏巨      ,324129,188263,72.17,42255,45843,-4645,             ,33157,48543,-31.7,1463211,0.23,   <<<<<<   ,14.64,38.44,1.49,0.09,
2543, 2543 皇昌      ,648933,714722,-9.2,39562,57115,-26482,             ,9544,34488,-72.33,754236,0.13,   <<<<<<   ,12.63,30.22,1.03,0.25,
2544, 2544 昌益      ,416576,727725,-42.76,28983,223242,322,             ,23887,213512,-88.81,1386480,0.17,   <<<<<<   ,14.09,53.94,1.64,0.14,
26,   26 運輸業    ,3019686,2759416,9.43,150774,212740,407041,-13496,514681,141214,264.47,11318866,0.45,0.14,14.07,68.71,1.43,1.29,
2601, 2601 益壽航業  ,             ,             ,        ,             ,             ,             ,             ,             ,             ,        ,             ,            ,            ,        ,        ,      ,      ,
2603, 2603 長榮海運  ,             ,             ,        ,             ,             ,             ,             ,             ,             ,        ,             ,            ,            ,        ,        ,      ,      , 
2604, 2604 立榮海運  ,             ,             ,        ,             ,             ,             ,             ,             ,             ,        ,             ,            ,            ,        ,        ,      ,      ,
2605, 2605 新興航運  ,             ,             ,        ,             ,             ,             ,             ,             ,             ,        ,             ,            ,            ,        ,        ,      ,      , 
2606, 2606 裕民航運  ,             ,             ,        ,             ,             ,             ,             ,             ,             ,        ,             ,            ,            ,        ,        ,      ,      ,
2607, 2607 長榮運輸  ,541304,503725,7.46,14409,42742,60965,13335,71192,44633,59.51,1263281,0.56,0.44,15.04,85.33,4.08,3.97,
2608, 2608 大榮貨運  ,1081821,982076,10.16,108670,114695,242140,-73572,316736,8813,++++++++,5150766,0.61,0.02,13.11,71.63,1.1,1.04,
2609, 2609 陽明海運  ,             ,             ,        ,             ,             ,             ,             ,             ,             ,        ,             ,            ,            ,        ,        ,      ,      ,
2610, 2610 中華航空  ,             ,             ,        ,             ,             ,             ,             ,             ,             ,        ,             ,            ,            ,        ,        ,      ,      ,
2611, 2611 志信運輸  ,304674,249349,22.19,8675,22743,75511,-5379,84468,14846,468.96,1527237,0.55,0.12,14.79,89.87,3.24,2.23,
2612, 2612 偉聯運輸  ,361242,357917,0.93,13820,17685,43278,33859,51353,45458,12.97,1835165,0.28,0.27,13.72,85.69,1.64,1.5,
2613, 2613 中國貨櫃  ,258896,320796,-19.3,-21927,1638,-21621,11267,-35388,10329,        ,890010,-0.4,0.12,16.45,34.02,0.4,0.37, 
2614, 2614 遠東倉儲  ,             ,             ,        ,             ,             ,             ,             ,             ,             ,        ,             ,            ,            ,        ,        ,      ,      ,
2615, 2615 萬海航運  ,             ,             ,        ,             ,             ,             ,             ,             ,             ,        ,             ,            ,            ,        ,        ,      ,      , 
2616, 2616 山隆通運  ,471749,345553,36.52,27127,13237,6768,6994,26320,17135,53.6,652407,0.4,0.28,15.88,58.42,1.23,1.14,
2617, 2617 台航      ,             ,             ,        ,             ,             ,             ,             ,             ,             ,        ,             ,            ,            ,        ,        ,      ,      ,
27,   27 觀光事業  ,2007708,1863071,7.76,277575,378892,209343,-64921,384151,233441,64.56,14697007,0.26,0.17,16.26,65.56,0.69,0.53,
2701, 2701 萬華企業  ,73624,58603,25.63,35150,29854,163284,7664,189503,29700,538.06,1892162,1,0.17,15.77,74.16,5.02,5.01,
2702, 2702 華園飯店  ,40102,47861,-16.21,-942,3820,6340,-4572,1664,-752,        ,570036,0.03,-0.02,12.47,55.63,0.61,0.56,
2703, 2703 華國飯店  ,158354,239749,-33.95,-15884,51667,-42168,-34537,-58052,17130,        ,890700,-0.65,0.19,9.64,21.35,0.06,0.04,
2704, 2704 國賓飯店  ,386587,390220,-0.93,-2441,3190,14736,-2064,13756,946,++++++++,3583125,0.04,   <<<<<<   ,18.01,71.54,0.34,0.07,
2705, 2705 六福開發  ,617371,407478,51.51,-5611,34545,8053,1968,1492,27213,-94.52,2400000,0.01,0.13,21.57,61.36,0.37,0.16,
2706, 2706 第一飯店  ,56384,58892,-4.26,37747,36771,30914,-2414,59711,25828,131.19,1048484,0.57,0.27,23.86,73.46,3.31,3.16,
2707, 2707 晶華酒店  ,675286,660268,2.27,229556,219045,28184,-30966,176077,133376,32.02,4312500,0.41,0.31,12.08,83.19,5.28,5.15,
28,   28 金融保險  ,407511966,371485678,9.7,50595009,31735974,-1411574,-1510851,44976418,25344897,77.46,798887342,0.56,0.35,16.99,9.4,2.68,2.64,
2801, 2801 彰化銀行  ,17735386,15698843,12.97,1425813,1593193,-394941,-420704,1041314,932528,11.67,29491781,0.35,0.32,23.63,6.41,1.34,1.32,
2802, 2802 第一銀行  ,22226947,19996801,11.15,2128253,2191118,-424750,-427847,1610367,1733799,-7.12,32745867,0.49,0.53,25.57,7.19,1.84,1.82,
2803, 2803 華南銀行  ,18861386,17022771,10.8,1935256,1983806,-366090,             ,1381812,1358613,1.71,31775000,0.43,   <<<<<<   ,24.44,7.05,2.19,2.17,
2804, 2804 中華開發  ,6713421,4265986,57.37,4470873,2866695,143222,             ,4553929,2678855,70,50262850,0.91,0.76,21.66,67.31,2.4,2.4,
2805, 2805 國泰人壽  ,81870249,69045921,18.57,9464996,4034895,19936,24214,9244170,3419241,170.36,48202089,1.92,0.82,18.28,9.11,96.15,94.18,
2806, 2806 中國商銀  ,12828897,11594355,10.65,2282682,1664111,278,             ,2007927,1440161,39.42,30108000,0.67,   <<<<<<   ,19.65,7.81,1.13,1.13,
2807, 2807 新竹企銀  ,4743835,4827818,-1.74,115589,279236,27973,14861,86951,227337,-61.75,12665349,0.07,0.2,13.43,6.14,7.96,7.94,
2808, 2808 北商銀    ,4898280,4993851,-1.91,685063,562609,55785,36558,598682,501053,19.48,15592845,0.38,0.36,16.44,8.76,9.67,9.6,
2809, 2809 臺南企銀  ,2426161,2479325,-2.14,278372,-5859,18673,8268,264211,14998,++++++++,7243343,0.36,0.02,12.07,6.44,12.43,12.32,
2810, 2810 高雄企銀  ,1570092,1573763,-0.23,-259679,-613788,-155,             ,-264812,-613360,        ,4632400,-0.57,  (<<<<<<)  ,6.73,3.14,10.04,9.9,
2811, 2811 臺東企銀  ,778950,763099,2.08,26071,-694982,25689,14815,51760,-680167,        ,6683163,0.08,-1.02,11.37,16.81,12.72,12.59,
2812, 2812 臺中企銀  ,3569555,4313098,-17.24,282532,153670,4963,2615,243192,152722,59.24,15380144,0.16,0.1,11.45,8.18,5.31,5.31,
2813, 2813 國際票券  ,1320252,1379599,-4.3,593795,561136,-65458,73452,501797,489787,2.45,16884747,0.3,0.33,11.58,90.56,15.21,15.18,
2814, 2814 中興票券  ,1468271,1517398,-3.24,1098623,1110619,-2912,-2653,909945,929654,-2.12,26715442,0.34,0.43,11.82,86.64,9.06,8.4,
2815, 2815 中國信託  ,16022533,13868372,15.53,2673480,1473623,49065,46945,2229443,1235368,80.47,39502021,0.56,0.42,13.91,8.19,2.13,2.09,
2816, 2816 友聯產物  ,2266896,2287592,-0.9,221252,85189,11039,5742,215969,68553,215.04,3381868,0.64,0.24,17.69,52.07,2.48,2.48,
2817, 2817 富邦保險  ,13497431,13240908,1.94,1796699,901955,329824,-369110,1986523,432845,358.95,17239374,1.15,0.28,20.28,53.01,3.35,3.35,
2818, 2818 新光人壽  ,38399174,32663530,17.56,3348801,1316756,-817803,89053,2585222,1323586,95.32,21082011,1.23,0.66,18.83,9.04,20.19,20.15,
2819, 2819 中國產物  ,2654017,2561188,3.62,439010,121108,-12260,16456,398395,94671,320.82,4237075,0.94,0.24,16.84,40.65,2.49,2.35,
2820, 2820 中華票券  ,822291,1048551,-21.58,460240,468134,8686,9297,391775,356947,9.76,16520000,0.24,0.25,12.57,86.27,9.48,9.24,
2821, 2821 復華證金  ,2800153,2088703,34.06,884535,391811,116717,72939,730026,298002,144.97,12680000,0.58,0.26,17.66,16.59,1.13,1.13,
2822, 2822 農民銀行  ,25212581,25599620,-1.51,1422810,1482400,-37164,1830,975334,1223288,-20.27,11880000,0.82,0.58,21.24,4.58,3.22,2.98,
2823, 2823 中國人壽  ,4847559,5042769,-3.87,446602,136208,2229,13870,448831,110017,307.97,5707229,0.79,0.21,17.74,12.84,54.94,54.23,
2824, 2824 交通銀行  ,8234291,8645617,-4.76,1219268,1007613,65278,16839,979480,1033247,-5.2,18000000,0.54,0.68,24.37,8.23,2.33,2.21,
2825, 2825 中央產險  ,2530212,2183272,15.89,22802,1124,50642,-134158,72070,-137842,        ,2900000,0.25,-0.54,18.06,30.32,1.7,1.69,
2826, 2826 世華銀行  ,11229465,9569125,17.35,2702403,1902431,-313,9193,2358590,1562724,50.93,30408411,0.78,0.58,20.72,8.95,4,3.98,
2827, 2827 中聯信託  ,2790613,3109763,-10.26,760377,477756,42315,5597,786648,458684,71.5,13874913,0.57,0.38,15.49,17.4,4.66,3.96,
2828, 2828 萬通銀    ,3748291,3305735,13.39,607809,444275,2043,-2634,558631,377978,47.79,14933362,0.37,0.27,12.5,8.77,3.51,3.49,
2829, 2829 大安銀    ,3545073,3406471,4.07,571385,324312,11879,5326,544291,278412,95.5,15703730,0.35,0.19,10.88,8.87,3.32,3.31,
2830, 2830 北銀      ,9073345,9509084,-4.58,1206030,1275353,5916,7373,928920,945698,-1.77,15400000,0.6,0.68,26.32,7.24,3.22,3.22,
2831, 2831 中華銀行  ,3702186,3220702,14.95,693653,258277,7059,2027,590954,221055,167.33,15171392,0.39,0.16,11.75,7.84,4.22,4.2,
2832, 2832 臺灣產物  ,2270381,2500490,-9.2,230581,42380,-35356,-13511,188354,26190,619.18,1560000,1.21,0.22,22.99,28.66,2.22,2.22,
2833, 2833 臺壽保    ,6996650,7611206,-8.07,472232,-602339,-21109,207352,378582,-430525,        ,1500000,2.52,-4.73,33.87,9.31,46.18,46.16, 
2834, 2834 台灣企銀  ,13972667,13125798,6.45,2035483,1127778,-296485,             ,1614072,641328,151.68,24310000,0.66,   <<<<<<   ,21.88,6.33,2.43,2.41,
2835, 2835 匯通銀行  ,2395071,2294014,4.41,50745,51746,10358,4365,37681,36603,2.95,12519983,0.03,0.03,11.57,11.02,6.45,6.45, 
2836, 2836 高雄銀    ,2719091,2576506,5.53,-1413618,88051,-131,-800,-1024732,74275,        ,4486843,-2.28,0.19,22.3,6.34,1.02,1.02,
2837, 2837 萬泰銀    ,3682541,3609309,2.03,383248,318253,-17560,-4242,329016,271671,21.11,14009277,0.23,0.2,11.8,8.8,4,3.99,
2838, 2838 聯邦銀行  ,4138991,3769270,9.81,361611,331840,7221,6176,371949,265162,40.27,14187007,0.26,0.19,11.81,8.7,2.69,2.66,
2839, 2839 華信銀行  ,4364781,3682398,18.53,965871,387222,6952,5588,860554,314941,173.24,15846060,0.54,0.21,13.67,9.89,2.52,2.51,
2840, 2840 玉山銀行  ,4163702,3774886,10.3,598075,411241,14076,4571,591354,336017,75.99,15610000,0.38,0.28,13.21,9.42,4.83,4.82,
2841, 2841 台開      ,943194,1073701,-12.15,-171370,-445132,-18381,             ,-192084,-590972,        ,3000000,-0.64,  (<<<<<<)  ,14.13,5.51,1.57,1.57,
2842, 2842 富邦銀    ,4523383,3765622,20.12,806696,400311,-5632,-7420,713441,346962,105.63,15757648,0.45,0.24,13.43,8.83,9.06,9.04,
2843, 2843 亞太銀    ,2775090,2646979,4.84,354898,277386,3338,563,304868,229609,32.78,11607796,0.26,0.2,12.1,8.72,10.61,10.53,
2844, 2844 台新銀    ,6066951,5310650,14.24,768266,416034,66123,33605,731398,395002,85.16,18321824,0.4,0.29,12.75,9.27,3.45,3.43,
2845, 2845 遠東銀    ,3121808,2994276,4.26,311676,316733,4889,192,285225,249383,14.37,14797200,0.19,0.18,11.63,10.67,2.42,2.42,
2846, 2846 中興銀    ,3891326,3712722,4.81,89465,358988,20536,17726,120158,321935,-62.68,15724406,0.08,0.21,9.83,6.92,2.02,1.93,
2847, 2847 大眾銀    ,3352540,2793326,20.02,245478,128513,-22573,318,199004,107166,85.7,13562781,0.15,0.09,11.05,8.18,1.54,1.54,
2848, 2848 華南保    ,2198614,2274462,-3.33,61274,74603,676,             ,61790,56075,10.19,1530780,0.4,   <<<<<<   ,14.44,33.24,8.9,8.85, 
2849, 2849 安泰銀    ,3547392,3146433,12.74,439003,297582,-5881,             ,393441,225621,74.38,13551331,0.29,   <<<<<<   ,11.86,8.29,4.21,4.15,
29,   29 貿易百貨  ,28906075,27164407,6.41,735722,651467,845269,243379,1339338,726025,84.48,44280789,0.3,0.18,14.07,53.81,0.94,0.67,
2901, 2901 欣欣大眾  ,247507,259255,-4.53,5903,5289,4284,214,7390,5503,34.29,684801,0.11,0.08,11.47,82.41,3.32,3.14,
2902, 2902 中   信   ,392745,492334,-20.23,-72859,67799,13848,             ,-61228,28714,        ,2407029,-0.25,   <<<<<<   ,11.89,56,1.19,0.72, 
2903, 2903 遠東百貨  ,4885804,5289358,-7.63,149763,57257,392781,43577,514174,89639,473.61,8427539,0.61,0.11,19.36,59.31,0.82,0.64,
2904, 2904 匯   僑   ,459490,358553,28.15,-3965,-9312,30981,17806,23981,11077,116.49,1230000,0.19,0.09,11.67,59.6,1.5,1.12,
2905, 2905 三 商 行  ,1942579,2129978,-8.8,12379,79488,144859,325799,163495,373229,-56.19,4330620,0.38,0.9,15.21,63.47,1.01,0.29,
2906, 2906 高林實業  ,2886324,2844403,1.47,117051,139515,54192,13897,148203,132364,11.97,4151863,0.36,0.35,12.25,63.13,2.47,2.31,
2908, 2908 特  力    ,2546100,2381274,6.92,97106,77330,164543,110753,218849,144083,51.89,2000000,1.09,0.86,17.11,56.93,0.99,0.88,
2910, 2910 統領百貨  ,760968,978622,-22.24,115200,96278,27090,33112,112907,103960,8.61,1897500,0.6,0.6,14.5,76.24,1.04,0.91,
2911, 2911 麗嬰房    ,628644,624333,0.69,-30630,-48439,33093,-4969,7225,-40273,        ,984440,0.07,-0.43,16.52,51.93,1.04,0.35,
2912, 2912 統一超    ,13003821,10951435,18.74,387214,226666,189086,80554,455736,235059,93.88,5164157,0.88,0.54,15.62,56.89,1.01,0.62,
2913, 2913 農林      ,850447,633424,34.26,-35426,-31245,-150133,-261980,-186025,-293225,        ,11681194,-0.16,-0.3,9.85,40.73,0.21,0.18,
2914, 2914 工礦      ,301646,221438,36.22,-6014,-9159,-59355,             ,-65369,-64105,        ,1321646,-0.49,  (<<<<<<)  ,14.01,29.98,0.96,0.56,
98,   98 綜合企業  ,2878036,2030348,41.75,-143381,27283,367988,156878,230607,200161,15.21,14348892,0.16,0.15,10.61,39.03,0.94,0.17,
9801, 9801 中國力霸  ,2878036,2030348,41.75,-143381,27283,367988,156878,230607,200161,15.21,14348892,0.16,0.15,10.61,39.03,0.94,0.17,
99,   99 其 他     ,21534249,19056607,13,1655065,1330717,2307273,460706,3628422,1402741,158.67,70223078,0.52,0.22,14.78,64.43,1.36,0.98,
9902, 9902 臺  火    ,133602,16755,697.39,-5144,-5940,54347,-15343,48614,-21325,        ,2476000,0.2,-0.09,10.42,59.41,0.71,0.19,
9904, 9904 寶成工業  ,2718803,2702546,0.6,79619,129199,1243730,522889,1308349,604088,116.58,8757628,1.49,0.99,23.98,79.6,2.07,1.92,
9905, 9905 大華金屬  ,387700,305428,26.94,35317,5870,77822,50428,101302,42797,136.7,3080000,0.33,0.14,15.84,95.31,15.65,13.08,
9906, 9906 興   達   ,361522,502441,-28.05,-27101,-14257,-68313,-3241,-96946,-17498,        ,2908385,-0.33,-0.06,6.82,44.7,0.84,0.3,
9907, 9907 統一實業  ,3015508,2440570,23.56,313076,248258,6066,-183874,313084,32354,867.68,14009392,0.22,0.03,12.58,50.75,0.78,0.42,
9908, 9908 大台北瓦斯,789257,725989,8.71,42227,26405,70713,59775,95940,74180,29.33,4992000,0.19,0.17,12.78,64.57,2.82,2.31,
9910, 9910 豐泰企業  ,2059353,2248210,-8.4,51744,41949,91654,91862,130658,112115,16.54,2733367,0.48,0.51,14.79,70.57,0.82,0.6,
9911, 9911 臺灣櫻花  ,564652,619399,-8.84,26113,4145,58322,-246830,80105,-242685,        ,3779792,0.21,-0.71,9.31,54.97,0.68,0.45,
9912, 9912 偉    聯  ,294350,341940,-13.92,-38230,-15580,6988,15761,-31825,-1773,        ,1512000,-0.21,-0.01,11.8,68.97,1.27,1.03,
9914, 9914 美 利 達  ,1274377,948224,34.4,97070,71868,90757,78310,141292,115198,22.65,1508457,0.94,0.58,18.74,61.94,1.35,0.87,
9915, 9915 億豐窗簾  ,886248,737910,20.1,97037,69609,-20632,1931,69367,53340,30.05,978421,0.71,0.55,13.06,69.26,2.28,1.83,
9917, 9917 中興保全  ,1010701,963311,4.92,222516,231848,126566,137167,294132,309215,-4.88,3366832,0.87,1.03,19.34,80.89,1.13,1.03,
9918, 9918 欣欣天然氣,393715,353995,11.22,84160,66443,35846,11254,96464,58318,65.41,1455391,0.66,0.43,14.5,73.72,5.23,5.13,
9919, 9919 康那香    ,562733,450277,24.97,66765,45906,-10181,-11668,39330,30118,30.59,1443900,0.27,0.25,14.83,58.64,1.71,1.2,
9921, 9921 巨大機械  ,1637955,1109640,47.61,103134,40845,214828,127104,308004,123390,149.62,1976535,1.56,0.69,18.09,67.66,1.78,1.39,
9922, 9922 優    美  ,697799,639297,9.15,24171,-50562,47821,-19191,71584,-69753,        ,2873949,0.25,-0.26,5.94,40.89,1.33,0.75,
9923, 9923 鼎    營  ,872622,192585,353.11,10604,-15807,-18867,-5920,-2904,-19477,        ,993432,-0.03,-0.2,11.49,47.01,1.03,0.8,
9924, 9924 台灣福興  ,502533,543390,-7.52,30989,46413,58333,46810,80108,79335,0.97,1459048,0.55,0.62,15.88,84.98,3.16,1.97,
9925, 9925 新光保全  ,643653,592216,8.69,141779,119468,89109,-211712,197688,-92244,        ,2022085,0.98,-0.59,20.88,84.52,1.9,1.78,
9926, 9926 新海瓦斯  ,356176,340966,4.46,53354,37436,25642,1169,65196,28905,125.55,968000,0.67,0.35,14.06,61.36,1.91,1.5,
9927, 9927 泰銘      ,471899,467679,0.9,20895,41861,3930,14677,20627,49000,-57.9,933570,0.22,0.6,13.23,88.71,5.83,2.87,
9928, 9928 中視      ,1054134,1059461,-0.5,92099,95803,118871,             ,191876,74363,158.03,3108324,0.62,   <<<<<<   ,18.55,56.1,1.66,1.16,
9929, 9929 秋雨      ,341955,207489,64.81,35622,14234,170,             ,27911,15908,75.45,854000,0.33,   <<<<<<   ,14.48,44.98,0.8,0.53,
9930, 9930 中聯資    ,316746,366835,-13.65,48322,52300,-2284,             ,34646,32056,8.08,1140070,0.3,   <<<<<<   ,12.16,68.77,1.18,1.04,
9931, 9931 欣高      ,186256,180054,3.44,48927,43003,6035,             ,43820,32816,33.53,892500,0.49,   <<<<<<   ,13.15,52.2,0.59,0.38,
