stock,89年1-9月,稅後純益,89年1-9月,增(減)(%),期末股本,稅後純益,89年1-9月,每股淨值,淨值佔總資產,流動比率,速動比率,公司,,營業收入,89年1-9月,增(減)(%),營業利益,89年1-9月,營業外
2848,3030,78925,-96941,,1836936,0.43,-0.53,10.6056,30.1321,8.75,8.7,2848,華南保,5889316,6131431,-3.95,97864,-80655,2988
2849,25133,482111,623683,-22.7,14093384,0.34,0.44,11.3385,8.2157,4.64,4.6,2849,安泰銀,9666521,10024432,-3.57,567951,894150,-31328
2850,5191,142870,168486,-15.2,2021670,0.71,0.94,12.7072,25.676,8.84,8.83,2850,新光產,10205522,9052812,12.73,176883,174896,38030
2851,-107828,222604,239262,-6.96,3000000,0.74,0.8,11.8048,23.0477,13.6,13.3,2851,中再保,8091055,6366590,27.09,332642,378829,-2020
2852,-289,43555,99591,-56.27,1700000,0.26,0.59,10.4414,21.3968,2.17,2.17,2852,第一保,7606496,5829899,30.47,79793,119980,3834
29,2220742,4895902,3879963,26.18,47742566,1.03,0.84,12.0421,50.6542,0.79,0.56,29,貿易百貨類,90720020,88697100,2.28,2785335,2358509,2910976
2901,1991,13830,14148,-2.25,730433,0.19,0.19,10.7642,81.453,3.43,3.32,2901,欣欣,626990,708296,-11.48,11127,19082,7647
2902,-50733,-256977,-313707,-18.08,2407029,-1.07,-1.3,4.7571,33.3605,0.2,0.03,2902,中信,329839,1262165,-73.87,-183188,-223332,-77783
2903,1870687,-301723,2026596,,10001438,-0.3,2.19,14.7855,58.8101,0.92,0.75,2903,遠百,11526291,13269928,-13.14,297856,179330,-542821
2904,-23961,-349451,9770,,1230000,-2.84,0.08,7.7277,37.3731,0.49,0.3,2904,匯僑,787663,1528922,-48.48,-119312,27174,-300176
2905,500556,2792511,474294,488.77,4647922,6.01,1,16.6196,64.7527,0.73,0.3,2905,三商行,6499143,6095863,6.62,42322,-41382,2810170
2906,20956,315877,351885,-10.23,4063037,0.78,0.81,11.5325,56.974,1.79,1.68,2906,高林,7383082,8503963,-13.18,395050,405850,-4678
2908,176498,512915,345537,48.44,2872423,1.79,1.48,14.4516,60.7307,1.44,1.21,2908,特力,9924634,7920970,25.3,464525,229139,169390
2910,-5088,203455,220053,-7.54,2087250,0.97,1.05,12.3954,47.1827,2.63,2.34,2910,統領,1827185,2081206,-12.21,266841,301791,-23409
2911,77281,51119,34305,49.01,1085345,0.47,0.33,15.4338,52.998,1.35,0.32,2911,麗嬰房,1420714,1568080,-9.4,-50035,-44733,93384
2912,326270,1412317,1405115,0.51,6936495,2.04,2.33,13.7593,45.2954,0.78,0.47,2912,統一超,48505400,42623797,13.8,1744873,1518801,122364
2913,-673715,502029,-688033,,11681194,0.43,-0.59,8.0938,38.2632,0.16,0.09,2913,農林,1889079,3133910,-39.72,-84724,-13211,656888
98,461189,-1390868,176834,,14348892,-0.97,0.12,9.6867,37.0917,0.95,0.38,98,綜合企業類,6037323,8661001,-30.29,-676852,-386981,-854908
9801,461189,-1390868,176834,,14348892,-0.97,0.12,9.6867,37.0917,0.95,0.38,9801,力霸,6037323,8661001,-30.29,-676852,-386981,-854908
99,2624718,7277493,8112129,-10.29,98996017,0.74,0.86,13.5093,55.8205,1.13,0.73,99,其他類,89450671,88398981,1.19,6501913,7320997,2277824
9902,-188011,-142037,-203839,-30.32,2476000,-0.57,-0.82,7.0216,48.1185,0.6,0.13,9902,台火,352265,535447,-34.21,-32937,-12577,-109565
9904,2024162,2300143,2268666,1.39,13520921,1.7,1.85,17.2905,69.8438,2.07,1.95,9904,寶成,7644747,8210448,-6.89,421142,307504,1919001
9905,153967,138201,308160,-55.15,3080000,0.45,1,14.6411,93.3938,8.58,6.86,9905,大華,1279078,1456720,-12.19,140625,225410,46080
9906,-238562,-293215,-302410,-3.04,2908385,-1.01,-1.04,4.7672,38.6302,0.43,0.1,9906,興達,1132789,1289018,-12.12,-75388,-65666,-230558
9907,-771103,-257629,128433,,15347009,-0.17,0.09,10.8441,45.1493,0.78,0.46,9907,統一實,9750232,9716051,0.35,703479,1023270,-891067
9908,139419,147147,152902,-3.76,5398000,0.27,0.29,11.5809,62.6972,1.23,0.74,9908,大台北,1942999,2015979,-3.62,-23345,54483,192492
9910,207826,612491,501749,22.07,3487777,1.76,1.58,14.6011,71.7372,1,0.86,9910,豐泰,6005902,5915771,1.52,416228,414074,286999
9911,8220,-90709,-43248,109.74,1889896,-0.48,-0.11,17.0975,54.9721,0.68,0.5,9911,櫻花,1056028,1342433,-21.33,7704,-34327,-128794
9912,-31139,-60348,-118730,-49.17,1512000,-0.4,-0.79,9.6626,52.2587,0.87,0.61,9912,偉聯,1159875,1287497,-9.91,-51006,-99691,-15396
9914,154258,-186411,185887,,2118663,-0.88,1.04,14.6756,58.9571,0.88,0.37,9914,美利達,2255779,2629318,-14.21,-67453,64762,-166176
9915,-464,358917,330131,8.72,1433460,2.5,2.93,13.6992,86.3828,4.35,3.7,9915,億豐,3869401,3314980,16.72,545606,415535,-28194
9917,144055,1986958,645847,207.65,4168113,4.77,1.64,17.8845,83.5227,0.72,0.64,9917,中保,3130928,3102043,0.93,743079,657691,1425147
9918,41734,123205,183706,-32.93,1612212,0.76,1.14,12.879,74.6171,6.73,6.61,9918,欣天然,997397,1053240,-5.3,140418,202795,21819
9919,-46797,77447,93953,-17.57,1658500,0.47,0.58,13.0515,58.8928,1.39,0.83,9919,康那香,1722640,1702009,1.21,140930,149732,-32919
9921,565903,514574,643438,-20.03,2613968,1.97,2.83,16.91,67.4756,1.5,0.9,9921,巨大,3864313,4467726,-13.51,-5994,84872,531423
9922,-52650,-361834,5526,,2873950,-1.26,0.02,4.233,32.9876,1.22,0.65,9922,優美,1729590,2163263,-20.05,-134575,62091,-228930
9923,39990,-38235,52194,,993432,-0.38,0.53,10.3699,18.4082,1.02,0.27,9923,鼎營,2866606,2080619,37.78,-16438,9478,-7991
9924,-932,399495,126676,215.37,1622269,2.46,0.81,15.5722,77.7413,2.35,1.52,9924,福興,2145525,1807682,18.69,299013,185822,180036
9925,111498,310060,432649,-28.33,3115687,1,1.65,12.9421,66.262,0.43,0.36,9925,新保,1910023,1910204,-0.01,450347,418151,-32287
9926,3253,79812,113434,-29.64,1138000,0.7,1.07,12.4111,65.0667,2.01,1.41,9926,新海,914960,972323,-5.9,106653,149181,4259
9927,-2869,164970,54190,204.43,1073606,1.54,0.58,13.0481,68.1768,1.98,1.46,9927,泰銘,1363732,1327036,2.77,189600,78276,18964
9928,102425,784,427992,-99.82,3670719,<<<<<,1.23,13.6686,46.9833,0.92,0.58,9928,中視,2280375,3332418,-31.57,111193,404201,-108684
9929,-17059,95918,73258,30.93,1152686,0.83,0.71,12.6072,37.7693,0.92,0.47,9929,秋雨印刷,1284389,1024268,25.4,121575,118665,-8818
9930,-7556,128350,142625,-10.01,1942918,0.66,1.19,11.9087,59.6838,1.08,0.94,9930,中聯資,1423739,1136856,25.23,142782,191780,9960
9931,-7915,32341,44737,-27.71,946764,0.34,0.48,12.2213,48.6479,0.51,0.29,9931,欣高,439340,445252,-1.33,56398,67827,-12383
9932,-351281,-543588,-300287,81.02,1205609,-4.51,-2.49,32.4069,46.2411,1.1,0.12,9932,順大裕,369805,607802,-39.16,-50198,129663,-489442
9933,492052,501026,749661,-33.17,5476000,0.91,1.57,12.9593,55.9006,1.21,0.61,9933,中鼎,7958563,6979618,14.03,585496,427015,48158
9934,13882,297798,139332,113.73,678881,4.39,2.55,15.8897,73.603,2.24,1.61,9934,成霖,2280857,1461241,56.09,360581,168140,35806
9935,-17807,40260,50785,-20.72,787500,0.51,0.68,12.0129,54.096,1.46,0.78,9935,慶豐富,1916512,1625421,17.91,111411,82204,-47009
9936,28686,-128712,17401,,1627320,-0.79,0.11,23.3099,66.9705,1.28,0.38,9936,欣錩,2835567,2678822,5.85,-63152,10110,-81110
9937,-15042,194277,121067,60.47,2655222,0.73,0.51,12.0503,55.3869,0.24,0.16,9937,全國,6587825,5367658,22.73,186365,171864,58287
9938,134860,113922,188100,-39.44,902450,1.26,2.41,14.0785,67.6093,1.16,0.61,9938,百和,983918,1103956,-10.87,73246,113124,77265
9939,-26615,141541,195770,-27.7,987344,1.43,2.48,15.2362,59.8911,1.45,0.99,9939,宏全,1120930,1019054,10,189105,220884,-12761
9940,-39144,59803,125554,-52.37,825756,0.72,1.6,12.1198,68.0101,0.8,0.72,9940,信義,1137456,1486494,-23.48,59439,207957,21858
9941,73474,560771,576820,-2.78,2095000,2.68,3.27,16.7073,20.95,1.19,1.02,9941,裕融,1736586,1830314,-5.12,719984,716697,32354
